V_sipm	I_sipm	V_led	I_led	R_rtd
29.5	2.96693e-06	0.594969	1e-05	1097.759
29.5	2.98613e-06	0.600527	1.21518e-05	1097.759
29.5	2.99545e-06	0.606148	1.47667e-05	1097.739
29.5	3.01992e-06	0.611849	1.79443e-05	1097.754
29.5	3.0248e-06	0.617645	2.18056e-05	1097.757
29.5	3.03527e-06	0.623533	2.64977e-05	1097.768
29.5	3.09159e-06	0.629527	3.21996e-05	1097.755
29.5	3.1372e-06	0.635635	3.91284e-05	1097.759
29.5	3.15955e-06	0.641856	4.75482e-05	1097.763
29.5	3.26318e-06	0.648202	5.77798e-05	1097.768
29.5	3.34622e-06	0.654669	7.02131e-05	1097.757
29.5	3.45629e-06	0.661263	8.53217e-05	1097.756
29.5	3.60067e-06	0.667977	0.000103682	1097.74
29.5	3.76706e-06	0.674816	0.000125992	1097.763
29.5	4.058e-06	0.681773	0.000153104	1097.754
29.5	4.36233e-06	0.688838	0.000186049	1097.774
29.5	4.85099e-06	0.696007	0.000226083	1097.76
29.5	5.44356e-06	0.703261	0.000274733	1097.732
29.5	6.1568e-06	0.710592	0.000333851	1097.749
29.5	7.19304e-06	0.718006	0.00040569	1097.739
29.5	8.52192e-06	0.725475	0.000492988	1097.751
29.5	1.03649e-05	0.733001	0.00059907	1097.751
29.5	1.26066e-05	0.74058	0.00072798	1097.759
29.5	1.55578e-05	0.748216	0.000884629	1097.756
29.5	1.94325e-05	0.755893	0.00107499	1097.761
29.5	2.43493e-05	0.763666	0.00130631	1097.753
29.5	3.07378e-05	0.771538	0.0015874	1097.745
29.5	3.87861e-05	0.779524	0.00192898	1097.758
29.5	4.92319e-05	0.787677	0.00234407	1097.747
29.5	6.2483e-05	0.796044	0.00284847	1097.758
29.5	7.86823e-05	0.804696	0.00346142	1097.764
29.5	9.93703e-05	0.813707	0.00420626	1097.748
29.5	0.00012514	0.823166	0.00511137	1097.766
29.5	0.000157156	0.833186	0.00621125	1097.756
29.5	0.000196787	0.843894	0.00754781	1097.75
29.5	0.000245337	0.855443	0.00917197	1097.763
29.5	0.000305013	0.867994	0.0111456	1097.735
29.5	0.000377863	0.881743	0.013544	1097.75
29.5	0.000466653	0.896858	0.0164584	1097.75
29.5	0.000574579	0.913531	0.02	1097.757
29.5	0.000574882	0.913301	0.02	1097.755
29.5	0.000467303	0.896347	0.0164584	1097.749
29.5	0.000378511	0.88111	0.013544	1097.742
29.5	0.000305752	0.867319	0.0111456	1097.733
29.5	0.000246048	0.854766	0.00917197	1097.742
29.5	0.000196967	0.843224	0.00754781	1097.755
29.5	0.000157623	0.832548	0.00621125	1097.743
29.5	0.000125446	0.822562	0.00511137	1097.735
29.5	9.95003e-05	0.813148	0.00420626	1097.742
29.5	7.8874e-05	0.804171	0.00346142	1097.731
29.5	6.24118e-05	0.795554	0.00284847	1097.74
29.5	4.92789e-05	0.787217	0.00234407	1097.759
29.5	3.90272e-05	0.779092	0.00192898	1097.749
29.5	3.0936e-05	0.771128	0.0015874	1097.747
29.5	2.43837e-05	0.763293	0.00130631	1097.746
29.5	1.94834e-05	0.755542	0.00107499	1097.731
29.5	1.55892e-05	0.747894	0.000884629	1097.755
29.5	1.26539e-05	0.740271	0.00072798	1097.742
29.5	1.03439e-05	0.732708	0.00059907	1097.752
29.5	8.58632e-06	0.725201	0.000492988	1097.751
29.5	7.22901e-06	0.717743	0.00040569	1097.751
29.5	6.23934e-06	0.710351	0.000333851	1097.754
29.5	5.46101e-06	0.703024	0.000274733	1097.746
29.5	4.86871e-06	0.695781	0.000226083	1097.755
29.5	4.44975e-06	0.688624	0.000186049	1097.761
29.5	4.07589e-06	0.681566	0.000153104	1097.751
29.5	3.79634e-06	0.674621	0.000125992	1097.741
29.5	3.64607e-06	0.667786	0.000103682	1097.739
29.5	3.48642e-06	0.661079	8.53217e-05	1097.757
29.5	3.3237e-06	0.654488	7.02131e-05	1097.743
29.5	3.29309e-06	0.648026	5.77798e-05	1097.738
29.5	3.19603e-06	0.641687	4.75482e-05	1097.751
29.5	3.1578e-06	0.635467	3.91284e-05	1097.751
29.5	3.10473e-06	0.629364	3.21996e-05	1097.742
29.5	3.03522e-06	0.623374	2.64977e-05	1097.745
29.5	3.06612e-06	0.617491	2.18056e-05	1097.763
29.5	3.0144e-06	0.611695	1.79443e-05	1097.752
29.5	2.9975e-06	0.606004	1.47667e-05	1097.753
29.5	2.9656e-06	0.600385	1.21518e-05	1097.747
29.5	2.97123e-06	0.594829	1e-05	1097.758
