N	R	I
0	989.89	9.7e-05
1	989.89	9.7e-05
2	989.892	9.7e-05
3	989.893	9.7e-05
4	989.896	9.7e-05
5	989.856	9.7e-05
6	989.897	9.7e-05
7	989.902	9.7e-05
8	989.899	9.7e-05
9	989.897	9.7e-05
10	989.896	9.7e-05
11	989.904	9.7e-05
12	989.875	9.7e-05
13	989.876	9.7e-05
14	989.891	9.7e-05
15	989.881	9.7e-05
16	989.881	9.7e-05
17	989.889	9.7e-05
18	989.893	9.7e-05
19	989.895	9.7e-05
20	989.895	9.7e-05
21	989.898	9.7e-05
22	989.875	9.7e-05
23	989.906	9.7e-05
24	989.91	9.7e-05
25	989.883	9.7e-05
26	989.927	9.7e-05
27	989.911	9.7e-05
28	989.922	9.7e-05
29	989.906	9.7e-05
30	989.911	9.7e-05
31	989.925	9.7e-05
32	989.94	9.7e-05
33	989.952	9.7e-05
34	989.978	9.7e-05
35	989.973	9.7e-05
36	989.936	9.7e-05
37	989.964	9.7e-05
38	989.966	9.7e-05
39	989.964	9.7e-05
40	989.966	9.7e-05
41	989.986	9.7e-05
42	990.014	9.7e-05
43	990.031	9.7e-05
44	990.031	9.7e-05
45	990.023	9.7e-05
46	990.032	9.7e-05
47	990.028	9.7e-05
48	990.04	9.7e-05
49	990.061	9.7e-05
50	990.061	9.7e-05
51	990.081	9.7e-05
52	990.079	9.7e-05
53	990.096	9.7e-05
54	990.095	9.7e-05
55	990.127	9.7e-05
56	990.131	9.7e-05
57	990.146	9.7e-05
58	990.148	9.7e-05
59	990.173	9.7e-05
60	990.174	9.7e-05
61	990.166	9.7e-05
62	990.203	9.7e-05
63	990.207	9.7e-05
64	990.217	9.7e-05
65	990.227	9.7e-05
66	990.243	9.7e-05
67	990.269	9.7e-05
68	990.256	9.7e-05
69	990.29	9.7e-05
70	990.288	9.7e-05
71	990.337	9.7e-05
72	990.366	9.7e-05
73	990.339	9.7e-05
74	990.348	9.7e-05
75	990.376	9.7e-05
76	990.402	9.7e-05
77	990.426	9.7e-05
78	990.43	9.7e-05
79	990.446	9.7e-05
80	990.469	9.7e-05
81	990.491	9.7e-05
82	990.493	9.7e-05
83	990.53	9.7e-05
84	990.545	9.7e-05
85	990.571	9.7e-05
86	990.615	9.7e-05
87	990.623	9.7e-05
88	990.653	9.7e-05
89	990.663	9.7e-05
90	990.697	9.7e-05
91	990.684	9.7e-05
92	990.704	9.7e-05
93	990.71	9.7e-05
94	990.705	9.7e-05
95	990.747	9.7e-05
96	990.772	9.7e-05
97	990.795	9.7e-05
98	990.84	9.7e-05
99	990.863	9.7e-05
100	990.87	9.7e-05
101	990.904	9.7e-05
102	990.895	9.7e-05
103	990.898	9.7e-05
104	990.964	9.7e-05
105	990.946	9.7e-05
106	990.969	9.7e-05
107	990.981	9.7e-05
108	991.017	9.7e-05
109	991.04	9.7e-05
110	991.078	9.7e-05
111	991.109	9.7e-05
112	991.105	9.7e-05
113	991.158	9.7e-05
114	991.169	9.7e-05
115	991.203	9.7e-05
116	991.207	9.7e-05
117	991.226	9.7e-05
118	991.25	9.7e-05
119	991.275	9.7e-05
120	991.294	9.7e-05
121	991.336	9.7e-05
122	991.345	9.7e-05
123	991.369	9.7e-05
124	991.372	9.7e-05
125	991.407	9.7e-05
126	991.44	9.7e-05
127	991.438	9.7e-05
128	991.479	9.7e-05
129	991.471	9.7e-05
130	991.509	9.7e-05
131	991.513	9.7e-05
132	991.54	9.7e-05
133	991.566	9.7e-05
134	991.587	9.7e-05
135	991.596	9.7e-05
136	991.641	9.7e-05
137	991.65	9.7e-05
138	991.671	9.7e-05
139	991.692	9.7e-05
