3.773602e-06	0.150304	0.0
5.191147e-05	0.781118	0.002
0.0001195508	0.811379	0.004
0.0001927392	0.831299	0.006
0.0002681479	0.847137	0.008
0.0003449038	0.860694	0.01
0.0004219331	0.872784	0.012
0.000499703	0.883829	0.014
0.0005770943	0.89408	0.016
0.0006541618	0.903691	0.018
0.0006544129	0.903507	0.018
0.0005776454	0.893621	0.016
0.0005002434	0.883225	0.014
0.0004228432	0.872091	0.012
0.0003455073	0.859961	0.01
0.0002687199	0.846395	0.008
0.0001930287	0.830586	0.006
0.0001196979	0.810659	0.004
5.19996e-05	0.780419	0.002
3.832757e-06	0.138039	0.0
3.827417e-06	0.126653	0.0
