time	R	I
0.0	1029.8	9.7e-05
0.01	1029.86	9.7e-05
0.02	1029.83	9.7e-05
0.03	1029.82	9.7e-05
0.04	1029.82	9.7e-05
0.05	1029.82	9.7e-05
0.06	1029.82	9.7e-05
0.07	1029.84	9.7e-05
0.08	1029.84	9.7e-05
0.09	1029.84	9.7e-05
0.1	1029.83	9.7e-05
0.11	1029.81	9.7e-05
0.12	1029.83	9.7e-05
0.13	1029.83	9.7e-05
0.14	1029.83	9.7e-05
0.15	1029.84	9.7e-05
0.16	1029.81	9.7e-05
0.17	1029.81	9.7e-05
0.18	1029.82	9.7e-05
0.19	1029.82	9.7e-05
0.2	1029.83	9.7e-05
0.21	1029.81	9.7e-05
0.22	1029.84	9.7e-05
0.23	1029.83	9.7e-05
0.24	1029.83	9.7e-05
0.25	1029.81	9.7e-05
0.26	1029.84	9.7e-05
0.27	1029.84	9.7e-05
0.28	1029.84	9.7e-05
0.29	1029.83	9.7e-05
0.3	1029.82	9.7e-05
0.31	1029.84	9.7e-05
0.32	1029.84	9.7e-05
0.33	1029.82	9.7e-05
0.34	1029.83	9.7e-05
0.35	1029.84	9.7e-05
0.36	1029.81	9.7e-05
0.37	1029.83	9.7e-05
0.38	1029.83	9.7e-05
0.39	1029.81	9.7e-05
0.4	1029.83	9.7e-05
0.41	1029.83	9.7e-05
0.42	1029.83	9.7e-05
0.43	1029.83	9.7e-05
0.44	1029.81	9.7e-05
0.45	1029.82	9.7e-05
0.46	1029.82	9.7e-05
0.47	1029.83	9.7e-05
0.48	1029.8	9.7e-05
0.49	1029.83	9.7e-05
0.5	1029.83	9.7e-05
0.51	1029.84	9.7e-05
0.52	1029.83	9.7e-05
0.53	1029.83	9.7e-05
0.54	1029.85	9.7e-05
0.55	1029.86	9.7e-05
0.56	1029.85	9.7e-05
0.57	1029.85	9.7e-05
0.58	1029.85	9.7e-05
0.59	1029.85	9.7e-05
0.6	1029.85	9.7e-05
0.61	1029.86	9.7e-05
0.62	1029.86	9.7e-05
0.63	1029.86	9.7e-05
0.64	1029.86	9.7e-05
0.65	1029.85	9.7e-05
0.66	1029.87	9.7e-05
0.67	1029.86	9.7e-05
0.68	1029.86	9.7e-05
0.69	1029.85	9.7e-05
0.7	1029.87	9.7e-05
0.71	1029.84	9.7e-05
0.72	1029.85	9.7e-05
0.73	1029.85	9.7e-05
0.74	1029.82	9.7e-05
0.75	1029.86	9.7e-05
0.76	1029.84	9.7e-05
0.77	1029.85	9.7e-05
0.78	1029.86	9.7e-05
0.79	1029.86	9.7e-05
0.8	1029.85	9.7e-05
0.81	1029.86	9.7e-05
0.82	1029.86	9.7e-05
0.83	1029.87	9.7e-05
0.84	1029.88	9.7e-05
0.85	1029.88	9.7e-05
0.86	1029.87	9.7e-05
0.87	1029.89	9.7e-05
0.88	1029.89	9.7e-05
0.89	1029.89	9.7e-05
0.9	1029.9	9.7e-05
0.91	1029.9	9.7e-05
0.92	1029.91	9.7e-05
0.93	1029.9	9.7e-05
0.94	1029.89	9.7e-05
0.95	1029.88	9.7e-05
0.96	1029.91	9.7e-05
0.97	1029.88	9.7e-05
0.98	1029.9	9.7e-05
0.99	1029.9	9.7e-05
