V_sipm	I_sipm	R_rtd
0.01	-8.70299e-10	1114.154
0.02	-6.61039e-10	1114.173
0.03	-6.35958e-10	1114.145
0.04	-6.13761e-10	1114.127
0.05	-7.77793e-10	1114.161
0.06	-4.8064e-10	1114.12
0.07	-2.16126e-10	1114.089
0.08	-1.38283e-12	1114.087
0.09	1.00503e-09	1114.082
0.1	4.47702e-10	1114.135
0.11	7.93898e-10	1114.093
0.12	1.30972e-09	1114.083
0.13	2.01375e-09	1114.04
0.14	2.95999e-09	1114.037
0.15	3.86639e-09	1114.032
0.16	5.17713e-09	1114.063
0.17	7.21052e-09	1114.122
0.18	9.58669e-09	1114.125
0.19	1.20716e-08	1114.094
0.2	1.68623e-08	1114.067
0.21	2.14113e-08	1114.076
0.22	2.80983e-08	1114.088
0.23	3.67001e-08	1114.06
0.24	4.80624e-08	1114.111
0.25	6.30844e-08	1114.198
0.26	8.26247e-08	1114.187
0.27	1.09387e-07	1114.056
0.28	1.44667e-07	1113.984
0.29	1.92441e-07	1113.962
0.3	2.56873e-07	1113.925
0.31	3.44765e-07	1113.854
0.32	4.65658e-07	1113.891
0.33	6.31558e-07	1113.872
0.34	8.62355e-07	1113.904
0.35	1.18252e-06	1113.841
0.36	1.63162e-06	1113.882
0.37	2.25935e-06	1113.931
0.38	3.14734e-06	1113.942
0.39	4.39781e-06	1113.902
0.4	6.17499e-06	1113.877
0.41	8.68684e-06	1113.885
0.42	1.22374e-05	1113.828
0.43	1.73154e-05	1113.842
0.44	2.44796e-05	1113.871
0.45	3.4639e-05	1113.868
0.46	4.88397e-05	1113.778
0.47	6.87068e-05	1113.721
0.48	9.59736e-05	1113.776
0.49	0.000133135	1113.778
0.5	0.000182496	1113.786
0.51	0.000246846	1113.739
0.52	0.000328956	1113.746
0.53	0.0004303	1113.716
0.54	0.00055289	1113.771
0.55	0.000696271	1113.785
0.56	0.000861015	1113.796
0.57	0.00104513	1113.787
0.58	0.00124832	1113.744
0.59	0.00146761	1113.651
0.6	0.00170297	1113.696
0.61	0.00195127	1113.682
0.62	0.00221168	1113.65
0.63	0.0024836	1113.713
0.64	0.00276431	1113.684
0.65	0.00305478	1113.682
0.66	0.00335174	1113.666
0.67	0.00365654	1113.636
0.68	0.00396656	1113.631
0.69	0.00428318	1113.698
0.7	0.0046036	1113.708
0.71	0.00492859	1113.696
0.72	0.00525888	1113.701
0.73	0.00559178	1113.625
0.74	0.00592936	1113.628
0.75	0.00626899	1113.593
0.76	0.00661276	1113.632
0.77	0.0069582	1113.618
0.78	0.0073073	1113.646
0.79	0.00765754	1113.585
0.8	0.00801127	1113.609
0.81	0.00836556	1113.593
0.82	0.00872204	1113.532
0.83	0.00908157	1113.585
0.84	0.00944158	1113.607
0.85	0.00980422	1113.628
0.86	0.0101667	1113.645
0.87	0.0105323	1113.656
0.88	0.0108981	1113.688
0.89	0.0112666	1113.689
0.9	0.0116346	1113.607
0.91	0.012004	1113.51
0.92	0.0123756	1113.507
0.93	0.012747	1113.508
0.94	0.0131208	1113.537
0.95	0.013494	1113.539
0.96	0.0138693	1113.472
0.97	0.0142443	1113.414
0.98	0.014621	1113.409
0.99	0.0149968	1113.418
1.0	0.0153696	1113.39
