N	R	I
0	854.39	9.7e-05
1	854.374	9.7e-05
2	854.366	9.7e-05
3	854.372	9.7e-05
4	854.375	9.7e-05
5	854.362	9.7e-05
6	854.381	9.7e-05
7	854.383	9.7e-05
8	854.37	9.7e-05
9	854.375	9.7e-05
10	854.376	9.7e-05
11	854.39	9.7e-05
12	854.358	9.7e-05
13	854.37	9.7e-05
14	854.373	9.7e-05
15	854.373	9.7e-05
16	854.381	9.7e-05
17	854.394	9.7e-05
18	854.368	9.7e-05
19	854.379	9.7e-05
20	854.365	9.7e-05
21	854.34	9.7e-05
22	854.361	9.7e-05
23	854.354	9.7e-05
24	854.383	9.7e-05
25	854.364	9.7e-05
26	854.359	9.7e-05
27	854.348	9.7e-05
28	854.36	9.7e-05
29	854.376	9.7e-05
30	854.365	9.7e-05
31	854.359	9.7e-05
32	854.357	9.7e-05
33	854.367	9.7e-05
34	854.355	9.7e-05
35	854.35	9.7e-05
36	854.376	9.7e-05
37	854.371	9.7e-05
38	854.369	9.7e-05
39	854.376	9.7e-05
40	854.382	9.7e-05
41	854.373	9.7e-05
42	854.365	9.7e-05
43	854.376	9.7e-05
44	854.372	9.7e-05
45	854.362	9.7e-05
46	854.393	9.7e-05
47	854.39	9.7e-05
48	854.419	9.7e-05
49	854.39	9.7e-05
50	854.373	9.7e-05
51	854.374	9.7e-05
52	854.405	9.7e-05
53	854.388	9.7e-05
54	854.364	9.7e-05
55	854.373	9.7e-05
56	854.398	9.7e-05
57	854.391	9.7e-05
58	854.406	9.7e-05
59	854.401	9.7e-05
60	854.378	9.7e-05
61	854.361	9.7e-05
62	854.401	9.7e-05
63	854.391	9.7e-05
64	854.381	9.7e-05
65	854.385	9.7e-05
66	854.399	9.7e-05
67	854.387	9.7e-05
68	854.384	9.7e-05
69	854.386	9.7e-05
70	854.369	9.7e-05
71	854.372	9.7e-05
72	854.352	9.7e-05
73	854.355	9.7e-05
74	854.382	9.7e-05
75	854.384	9.7e-05
76	854.379	9.7e-05
77	854.373	9.7e-05
78	854.332	9.7e-05
79	854.375	9.7e-05
80	854.377	9.7e-05
81	854.359	9.7e-05
82	854.36	9.7e-05
83	854.398	9.7e-05
84	854.377	9.7e-05
85	854.395	9.7e-05
86	854.381	9.7e-05
87	854.398	9.7e-05
88	854.377	9.7e-05
89	854.366	9.7e-05
90	854.379	9.7e-05
91	854.391	9.7e-05
92	854.382	9.7e-05
93	854.373	9.7e-05
94	854.375	9.7e-05
95	854.382	9.7e-05
96	854.382	9.7e-05
97	854.396	9.7e-05
98	854.422	9.7e-05
99	854.4	9.7e-05
