V_sipm	I_sipm	R_rtd
0.01	-7.7039e-10	1012.393
0.02	-8.19612e-10	1012.414
0.03	-1.08922e-09	1012.418
0.04	-9.20105e-10	1012.438
0.05	-1.00693e-09	1012.451
0.06	-8.42619e-10	1012.451
0.07	-5.59497e-10	1012.473
0.08	-9.43029e-10	1012.485
0.09	-7.78997e-10	1012.495
0.1	-7.51603e-10	1012.502
0.11	-9.20367e-10	1012.504
0.12	-7.77447e-10	1012.52
0.13	-7.75075e-10	1012.528
0.14	-7.06995e-10	1012.527
0.15	-7.39372e-10	1012.547
0.16	-5.19311e-10	1012.582
0.17	-4.1132e-10	1012.585
0.18	3.10564e-10	1012.593
0.19	-1.12891e-11	1012.586
0.2	3.47126e-10	1012.589
0.21	7.5171e-10	1012.634
0.22	1.36504e-09	1012.638
0.23	1.91982e-09	1012.65
0.24	2.81014e-09	1012.66
0.25	3.98489e-09	1012.665
0.26	5.54786e-09	1012.672
0.27	7.52908e-09	1012.707
0.28	9.98296e-09	1012.72
0.29	1.38721e-08	1012.714
0.3	1.81339e-08	1012.72
0.31	2.41049e-08	1012.75
0.32	3.20138e-08	1012.77
0.33	4.30442e-08	1012.77
0.34	5.76115e-08	1012.785
0.35	7.67936e-08	1012.788
0.36	1.03635e-07	1012.802
0.37	1.40365e-07	1012.816
0.38	1.91718e-07	1012.838
0.39	2.63027e-07	1012.843
0.4	3.64227e-07	1012.857
0.41	5.07132e-07	1012.856
0.42	7.11714e-07	1012.885
0.43	1.00702e-06	1012.87
0.44	1.43329e-06	1012.892
0.45	2.05683e-06	1012.901
0.46	2.96562e-06	1012.911
0.47	4.30612e-06	1012.916
0.48	6.27302e-06	1012.96
0.49	9.18865e-06	1012.968
0.5	1.34704e-05	1012.973
0.51	1.98018e-05	1012.997
0.52	2.91448e-05	1013.009
0.53	4.27592e-05	1013.002
0.54	6.25517e-05	1013.022
0.55	9.07187e-05	1013.041
0.56	0.000130364	1013.036
0.57	0.000184422	1013.07
0.58	0.000256584	1013.067
0.59	0.000349083	1013.086
0.6	0.000464645	1013.079
0.61	0.000603241	1013.106
0.62	0.000764797	1013.131
0.63	0.000948651	1013.142
0.64	0.00115229	1013.127
0.65	0.00137458	1013.169
0.66	0.00161198	1013.171
0.67	0.00186436	1013.173
0.68	0.00212838	1013.206
0.69	0.00240399	1013.217
0.7	0.00268791	1013.231
0.71	0.00298023	1013.229
0.72	0.00328109	1013.269
0.73	0.00358756	1013.266
0.74	0.00390066	1013.269
0.75	0.00421814	1013.298
0.76	0.00454115	1013.32
0.77	0.00486717	1013.31
0.78	0.00519844	1013.345
0.79	0.00553221	1013.357
0.8	0.0058701	1013.375
0.81	0.00620959	1013.382
0.82	0.00655197	1013.393
0.83	0.00689796	1013.411
0.84	0.00724496	1013.421
0.85	0.00759532	1013.451
0.86	0.00794642	1013.451
0.87	0.00830063	1013.495
0.88	0.00865513	1013.488
0.89	0.00901261	1013.515
0.9	0.00937024	1013.53
0.91	0.00972937	1013.534
0.92	0.0100903	1013.555
0.93	0.0104519	1013.565
0.94	0.0108157	1013.594
0.95	0.0111794	1013.593
0.96	0.0115451	1013.632
0.97	0.0119106	1013.622
0.98	0.0122782	1013.664
0.99	0.0126451	1013.658
1.0	0.0130096	1013.685
