N	R	I
0	944.578	9.7e-05
1	944.568	9.7e-05
2	944.579	9.7e-05
3	944.58	9.7e-05
4	944.558	9.7e-05
5	944.566	9.7e-05
6	944.575	9.7e-05
7	944.588	9.7e-05
8	944.578	9.7e-05
9	944.566	9.7e-05
10	944.558	9.7e-05
11	944.564	9.7e-05
12	944.555	9.7e-05
13	944.573	9.7e-05
14	944.571	9.7e-05
15	944.569	9.7e-05
16	944.577	9.7e-05
17	944.582	9.7e-05
18	944.566	9.7e-05
19	944.595	9.7e-05
20	944.564	9.7e-05
21	944.59	9.7e-05
22	944.583	9.7e-05
23	944.586	9.7e-05
24	944.594	9.7e-05
25	944.561	9.7e-05
26	944.568	9.7e-05
27	944.581	9.7e-05
28	944.607	9.7e-05
29	944.6	9.7e-05
30	944.571	9.7e-05
31	944.591	9.7e-05
32	944.611	9.7e-05
33	944.598	9.7e-05
34	944.584	9.7e-05
35	944.574	9.7e-05
36	944.563	9.7e-05
37	944.586	9.7e-05
38	944.574	9.7e-05
39	944.587	9.7e-05
40	944.581	9.7e-05
41	944.569	9.7e-05
42	944.604	9.7e-05
43	944.598	9.7e-05
44	944.61	9.7e-05
45	944.599	9.7e-05
46	944.611	9.7e-05
47	944.592	9.7e-05
48	944.6	9.7e-05
49	944.596	9.7e-05
50	944.595	9.7e-05
51	944.597	9.7e-05
52	944.596	9.7e-05
53	944.596	9.7e-05
54	944.603	9.7e-05
55	944.608	9.7e-05
56	944.606	9.7e-05
57	944.604	9.7e-05
58	944.6	9.7e-05
59	944.607	9.7e-05
60	944.604	9.7e-05
61	944.594	9.7e-05
62	944.585	9.7e-05
63	944.603	9.7e-05
64	944.586	9.7e-05
65	944.608	9.7e-05
66	944.601	9.7e-05
67	944.597	9.7e-05
68	944.588	9.7e-05
69	944.595	9.7e-05
70	944.596	9.7e-05
71	944.589	9.7e-05
72	944.585	9.7e-05
73	944.58	9.7e-05
74	944.604	9.7e-05
75	944.596	9.7e-05
76	944.585	9.7e-05
77	944.591	9.7e-05
78	944.612	9.7e-05
79	944.602	9.7e-05
80	944.59	9.7e-05
81	944.627	9.7e-05
82	944.612	9.7e-05
83	944.612	9.7e-05
84	944.605	9.7e-05
85	944.619	9.7e-05
86	944.636	9.7e-05
87	944.614	9.7e-05
88	944.603	9.7e-05
89	944.619	9.7e-05
90	944.635	9.7e-05
91	944.613	9.7e-05
92	944.64	9.7e-05
93	944.624	9.7e-05
94	944.62	9.7e-05
95	944.628	9.7e-05
96	944.62	9.7e-05
97	944.593	9.7e-05
98	944.612	9.7e-05
99	944.594	9.7e-05
