time	R	I
0.0	990.152	9.7e-05
0.01	990.157	9.7e-05
0.02	990.166	9.7e-05
0.03	990.176	9.7e-05
0.04	990.163	9.7e-05
0.05	990.16	9.7e-05
0.06	990.154	9.7e-05
0.07	990.163	9.7e-05
0.08	990.171	9.7e-05
0.09	990.169	9.7e-05
0.1	990.146	9.7e-05
0.11	990.161	9.7e-05
0.12	990.19	9.7e-05
0.13	990.17	9.7e-05
0.14	990.174	9.7e-05
0.15	990.156	9.7e-05
0.16	990.141	9.7e-05
0.17	990.17	9.7e-05
0.18	990.173	9.7e-05
0.19	990.164	9.7e-05
0.2	990.172	9.7e-05
0.21	990.19	9.7e-05
0.22	990.171	9.7e-05
0.23	990.181	9.7e-05
0.24	990.155	9.7e-05
0.25	990.163	9.7e-05
0.26	990.164	9.7e-05
0.27	990.156	9.7e-05
0.28	990.133	9.7e-05
0.29	990.173	9.7e-05
0.3	990.162	9.7e-05
0.31	990.167	9.7e-05
0.32	990.133	9.7e-05
0.33	990.159	9.7e-05
0.34	990.122	9.7e-05
0.35	990.148	9.7e-05
0.36	990.173	9.7e-05
0.37	990.141	9.7e-05
0.38	990.143	9.7e-05
0.39	990.137	9.7e-05
0.4	990.163	9.7e-05
0.41	990.123	9.7e-05
0.42	990.143	9.7e-05
0.43	990.144	9.7e-05
0.44	990.163	9.7e-05
0.45	990.161	9.7e-05
0.46	990.147	9.7e-05
0.47	990.149	9.7e-05
0.48	990.169	9.7e-05
0.49	990.17	9.7e-05
0.5	990.149	9.7e-05
0.51	990.17	9.7e-05
0.52	990.173	9.7e-05
0.53	990.163	9.7e-05
0.54	990.174	9.7e-05
0.55	990.175	9.7e-05
0.56	990.157	9.7e-05
0.57	990.157	9.7e-05
0.58	990.161	9.7e-05
0.59	990.156	9.7e-05
0.6	990.161	9.7e-05
0.61	990.194	9.7e-05
0.62	990.18	9.7e-05
0.63	990.186	9.7e-05
0.64	990.167	9.7e-05
0.65	990.155	9.7e-05
0.66	990.183	9.7e-05
0.67	990.168	9.7e-05
0.68	990.166	9.7e-05
0.69	990.216	9.7e-05
0.7	990.197	9.7e-05
0.71	990.167	9.7e-05
0.72	990.212	9.7e-05
0.73	990.175	9.7e-05
0.74	990.164	9.7e-05
0.75	990.166	9.7e-05
0.76	990.167	9.7e-05
0.77	990.16	9.7e-05
0.78	990.175	9.7e-05
0.79	990.181	9.7e-05
0.8	990.177	9.7e-05
0.81	990.181	9.7e-05
0.82	990.154	9.7e-05
0.83	990.164	9.7e-05
0.84	990.166	9.7e-05
0.85	990.174	9.7e-05
0.86	990.182	9.7e-05
0.87	990.183	9.7e-05
0.88	990.181	9.7e-05
0.89	990.181	9.7e-05
0.9	990.188	9.7e-05
0.91	990.179	9.7e-05
0.92	990.193	9.7e-05
0.93	990.183	9.7e-05
0.94	990.19	9.7e-05
0.95	990.187	9.7e-05
0.96	990.173	9.7e-05
0.97	990.175	9.7e-05
0.98	990.185	9.7e-05
0.99	990.212	9.7e-05
