time	R	I
0.0	942.56	9.7e-05
0.01	942.532	9.7e-05
0.02	942.56	9.7e-05
0.03	942.55	9.7e-05
0.04	942.521	9.7e-05
0.05	942.547	9.7e-05
0.06	942.554	9.7e-05
0.07	942.549	9.7e-05
0.08	942.524	9.7e-05
0.09	942.507	9.7e-05
0.1	942.528	9.7e-05
0.11	942.534	9.7e-05
0.12	942.542	9.7e-05
0.13	942.528	9.7e-05
0.14	942.54	9.7e-05
0.15	942.518	9.7e-05
0.16	942.514	9.7e-05
0.17	942.496	9.7e-05
0.18	942.508	9.7e-05
0.19	942.516	9.7e-05
0.2	942.535	9.7e-05
0.21	942.522	9.7e-05
0.22	942.508	9.7e-05
0.23	942.537	9.7e-05
0.24	942.547	9.7e-05
0.25	942.545	9.7e-05
0.26	942.519	9.7e-05
0.27	942.539	9.7e-05
0.28	942.52	9.7e-05
0.29	942.547	9.7e-05
0.3	942.535	9.7e-05
0.31	942.548	9.7e-05
0.32	942.536	9.7e-05
0.33	942.537	9.7e-05
0.34	942.54	9.7e-05
0.35	942.524	9.7e-05
0.36	942.505	9.7e-05
0.37	942.542	9.7e-05
0.38	942.544	9.7e-05
0.39	942.541	9.7e-05
0.4	942.53	9.7e-05
0.41	942.519	9.7e-05
0.42	942.511	9.7e-05
0.43	942.519	9.7e-05
0.44	942.552	9.7e-05
0.45	942.534	9.7e-05
0.46	942.552	9.7e-05
0.47	942.544	9.7e-05
0.48	942.549	9.7e-05
0.49	942.521	9.7e-05
0.5	942.538	9.7e-05
0.51	942.545	9.7e-05
0.52	942.531	9.7e-05
0.53	942.528	9.7e-05
0.54	942.531	9.7e-05
0.55	942.534	9.7e-05
0.56	942.536	9.7e-05
0.57	942.525	9.7e-05
0.58	942.518	9.7e-05
0.59	942.556	9.7e-05
0.6	942.545	9.7e-05
0.61	942.575	9.7e-05
0.62	942.551	9.7e-05
0.63	942.549	9.7e-05
0.64	942.537	9.7e-05
0.65	942.575	9.7e-05
0.66	942.549	9.7e-05
0.67	942.546	9.7e-05
0.68	942.558	9.7e-05
0.69	942.528	9.7e-05
0.7	942.546	9.7e-05
0.71	942.54	9.7e-05
0.72	942.528	9.7e-05
0.73	942.548	9.7e-05
0.74	942.578	9.7e-05
0.75	942.576	9.7e-05
0.76	942.579	9.7e-05
0.77	942.574	9.7e-05
0.78	942.563	9.7e-05
0.79	942.585	9.7e-05
0.8	942.548	9.7e-05
0.81	942.566	9.7e-05
0.82	942.574	9.7e-05
0.83	942.572	9.7e-05
0.84	942.556	9.7e-05
0.85	942.566	9.7e-05
0.86	942.596	9.7e-05
0.87	942.585	9.7e-05
0.88	942.6	9.7e-05
0.89	942.603	9.7e-05
0.9	942.587	9.7e-05
0.91	942.579	9.7e-05
0.92	942.575	9.7e-05
0.93	942.578	9.7e-05
0.94	942.582	9.7e-05
0.95	942.583	9.7e-05
0.96	942.565	9.7e-05
0.97	942.579	9.7e-05
0.98	942.558	9.7e-05
0.99	942.556	9.7e-05
