V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.49811e-06	0.59763	1e-05	1092.933
30.0	3.48515e-06	0.603166	1.21518e-05	1092.959
30.0	3.48728e-06	0.60876	1.47667e-05	1092.948
30.0	3.57801e-06	0.614426	1.79443e-05	1092.936
30.0	3.52189e-06	0.620199	2.18056e-05	1092.951
30.0	3.6115e-06	0.626063	2.64977e-05	1092.944
30.0	3.6409e-06	0.63203	3.21996e-05	1092.934
30.0	3.71137e-06	0.638108	3.91284e-05	1092.946
30.0	3.82457e-06	0.644307	4.75482e-05	1092.958
30.0	3.85284e-06	0.650618	5.77798e-05	1092.936
30.0	4.02017e-06	0.657056	7.02131e-05	1092.943
30.0	3.98487e-06	0.663615	8.53217e-05	1092.948
30.0	4.29626e-06	0.670301	0.000103682	1092.94
30.0	4.48534e-06	0.677113	0.000125992	1092.94
30.0	4.87011e-06	0.684033	0.000153104	1092.934
30.0	5.27836e-06	0.691066	0.000186049	1092.924
30.0	5.86986e-06	0.6982	0.000226083	1092.943
30.0	6.70004e-06	0.705425	0.000274733	1092.957
30.0	7.61649e-06	0.712731	0.000333851	1092.94
30.0	8.86574e-06	0.720108	0.00040569	1092.933
30.0	1.06241e-05	0.72755	0.000492988	1092.941
30.0	1.27562e-05	0.735048	0.00059907	1092.954
30.0	1.59923e-05	0.742597	0.00072798	1092.943
30.0	1.94017e-05	0.750207	0.000884629	1092.954
30.0	2.44355e-05	0.757869	0.00107499	1092.954
30.0	3.04692e-05	0.765616	0.00130631	1092.935
30.0	3.90201e-05	0.773462	0.0015874	1092.934
30.0	4.92809e-05	0.78143	0.00192898	1092.938
30.0	6.18856e-05	0.789569	0.00234407	1092.92
30.0	7.90823e-05	0.797926	0.00284847	1092.924
30.0	9.9861e-05	0.80656	0.00346142	1092.931
30.0	0.000125931	0.815553	0.00420626	1092.919
30.0	0.000158788	0.825002	0.00511137	1092.931
30.0	0.000199256	0.835015	0.00621125	1092.929
30.0	0.000250311	0.845722	0.00754781	1092.931
30.0	0.000311874	0.857276	0.00917197	1092.944
30.0	0.000387313	0.86983	0.0111456	1092.932
30.0	0.00047983	0.883574	0.013544	1092.93
30.0	0.000591297	0.898699	0.0164584	1092.934
30.0	0.000728657	0.915368	0.02	1092.927
30.0	0.000728139	0.915175	0.02	1092.946
30.0	0.000592307	0.898241	0.0164584	1092.921
30.0	0.000479213	0.882994	0.013544	1092.917
30.0	0.000387408	0.869199	0.0111456	1092.946
30.0	0.000312145	0.856629	0.00917197	1092.937
30.0	0.000249545	0.845088	0.00754781	1092.93
30.0	0.000199981	0.8344	0.00621125	1092.929
30.0	0.000158579	0.824414	0.00511137	1092.913
30.0	0.000126367	0.815002	0.00420626	1092.931
30.0	0.000100017	0.80604	0.00346142	1092.925
30.0	7.88881e-05	0.797434	0.00284847	1092.926
30.0	6.22456e-05	0.789112	0.00234407	1092.927
30.0	4.93298e-05	0.781002	0.00192898	1092.929
30.0	3.8973e-05	0.773062	0.0015874	1092.907
30.0	3.10166e-05	0.765237	0.00130631	1092.947
30.0	2.43701e-05	0.757507	0.00107499	1092.93
30.0	1.95505e-05	0.749871	0.000884629	1092.941
30.0	1.58143e-05	0.74228	0.00072798	1092.94
30.0	1.27889e-05	0.734741	0.00059907	1092.926
30.0	1.05053e-05	0.727259	0.000492988	1092.919
30.0	8.88954e-06	0.719833	0.00040569	1092.922
30.0	7.73691e-06	0.712465	0.000333851	1092.919
30.0	6.73384e-06	0.705169	0.000274733	1092.934
30.0	5.85857e-06	0.697954	0.000226083	1092.921
30.0	5.39258e-06	0.690828	0.000186049	1092.941
30.0	4.93143e-06	0.683812	0.000153104	1092.912
30.0	4.61443e-06	0.676895	0.000125992	1092.934
30.0	4.28525e-06	0.670091	0.000103682	1092.919
30.0	4.15758e-06	0.663414	8.53217e-05	1092.937
30.0	3.98639e-06	0.656859	7.02131e-05	1092.942
30.0	3.8639e-06	0.650427	5.77798e-05	1092.948
30.0	3.83653e-06	0.644114	4.75482e-05	1092.95
30.0	3.64784e-06	0.637929	3.91284e-05	1092.932
30.0	3.57979e-06	0.631855	3.21996e-05	1092.94
30.0	3.6315e-06	0.625893	2.64977e-05	1092.935
30.0	3.57903e-06	0.620033	2.18056e-05	1092.931
30.0	3.54285e-06	0.614265	1.79443e-05	1092.945
30.0	3.46377e-06	0.608596	1.47667e-05	1092.934
30.0	3.49718e-06	0.603004	1.21518e-05	1092.931
30.0	3.53335e-06	0.597462	1e-05	1092.942
