N	R	I
0	877.78	9.7e-05
1	877.787	9.7e-05
2	877.796	9.7e-05
3	877.806	9.7e-05
4	877.78	9.7e-05
5	877.789	9.7e-05
6	877.778	9.7e-05
7	877.786	9.7e-05
8	877.79	9.7e-05
9	877.788	9.7e-05
10	877.796	9.7e-05
11	877.772	9.7e-05
12	877.771	9.7e-05
13	877.773	9.7e-05
14	877.776	9.7e-05
15	877.759	9.7e-05
16	877.783	9.7e-05
17	877.75	9.7e-05
18	877.773	9.7e-05
19	877.769	9.7e-05
20	877.772	9.7e-05
21	877.777	9.7e-05
22	877.765	9.7e-05
23	877.758	9.7e-05
24	877.763	9.7e-05
25	877.755	9.7e-05
26	877.784	9.7e-05
27	877.789	9.7e-05
28	877.797	9.7e-05
29	877.777	9.7e-05
30	877.808	9.7e-05
31	877.791	9.7e-05
32	877.77	9.7e-05
33	877.775	9.7e-05
34	877.781	9.7e-05
35	877.791	9.7e-05
36	877.756	9.7e-05
37	877.774	9.7e-05
38	877.784	9.7e-05
39	877.782	9.7e-05
40	877.772	9.7e-05
41	877.775	9.7e-05
42	877.775	9.7e-05
43	877.792	9.7e-05
44	877.772	9.7e-05
45	877.746	9.7e-05
46	877.762	9.7e-05
47	877.772	9.7e-05
48	877.766	9.7e-05
49	877.762	9.7e-05
50	877.751	9.7e-05
51	877.782	9.7e-05
52	877.782	9.7e-05
53	877.797	9.7e-05
54	877.795	9.7e-05
55	877.775	9.7e-05
56	877.807	9.7e-05
57	877.795	9.7e-05
58	877.774	9.7e-05
59	877.796	9.7e-05
60	877.794	9.7e-05
61	877.778	9.7e-05
62	877.773	9.7e-05
63	877.759	9.7e-05
64	877.769	9.7e-05
65	877.779	9.7e-05
66	877.763	9.7e-05
67	877.772	9.7e-05
68	877.78	9.7e-05
69	877.779	9.7e-05
70	877.797	9.7e-05
71	877.771	9.7e-05
72	877.787	9.7e-05
73	877.762	9.7e-05
74	877.783	9.7e-05
75	877.766	9.7e-05
76	877.776	9.7e-05
77	877.787	9.7e-05
78	877.762	9.7e-05
79	877.771	9.7e-05
80	877.789	9.7e-05
81	877.766	9.7e-05
82	877.745	9.7e-05
83	877.747	9.7e-05
84	877.771	9.7e-05
85	877.772	9.7e-05
86	877.755	9.7e-05
87	877.771	9.7e-05
88	877.775	9.7e-05
89	877.765	9.7e-05
90	877.798	9.7e-05
91	877.792	9.7e-05
92	877.793	9.7e-05
93	877.794	9.7e-05
94	877.799	9.7e-05
95	877.773	9.7e-05
96	877.779	9.7e-05
97	877.773	9.7e-05
98	877.769	9.7e-05
99	877.796	9.7e-05
