V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.46517e-06	0.597945	1e-05	1092.435
30.0	3.45617e-06	0.603487	1.21518e-05	1092.422
30.0	3.45796e-06	0.609078	1.47667e-05	1092.428
30.0	3.5641e-06	0.614745	1.79443e-05	1092.408
30.0	3.60132e-06	0.620507	2.18056e-05	1092.432
30.0	3.56275e-06	0.626366	2.64977e-05	1092.404
30.0	3.53559e-06	0.632329	3.21996e-05	1092.455
30.0	3.65545e-06	0.638403	3.91284e-05	1092.432
30.0	3.75748e-06	0.644598	4.75482e-05	1092.425
30.0	3.90468e-06	0.650905	5.77798e-05	1092.404
30.0	3.86947e-06	0.65734	7.02131e-05	1092.41
30.0	4.04704e-06	0.663899	8.53217e-05	1092.423
30.0	4.30403e-06	0.670576	0.000103682	1092.412
30.0	4.45873e-06	0.677383	0.000125992	1092.431
30.0	4.86145e-06	0.684304	0.000153104	1092.425
30.0	5.24274e-06	0.691328	0.000186049	1092.412
30.0	5.89204e-06	0.69846	0.000226083	1092.429
30.0	6.65061e-06	0.705681	0.000274733	1092.401
30.0	7.51857e-06	0.712982	0.000333851	1092.432
30.0	8.94057e-06	0.720355	0.00040569	1092.391
30.0	1.06048e-05	0.727787	0.000492988	1092.434
30.0	1.2762e-05	0.735282	0.00059907	1092.42
30.0	1.56727e-05	0.742828	0.00072798	1092.417
30.0	1.95294e-05	0.750428	0.000884629	1092.427
30.0	2.43672e-05	0.75809	0.00107499	1092.415
30.0	3.0706e-05	0.765838	0.00130631	1092.43
30.0	3.87609e-05	0.773678	0.0015874	1092.424
30.0	4.91003e-05	0.781641	0.00192898	1092.43
30.0	6.22283e-05	0.789778	0.00234407	1092.426
30.0	7.9101e-05	0.798126	0.00284847	1092.437
30.0	9.96302e-05	0.806757	0.00346142	1092.425
30.0	0.000125819	0.81575	0.00420626	1092.452
30.0	0.00015912	0.825196	0.00511137	1092.417
30.0	0.000199257	0.835203	0.00621125	1092.432
30.0	0.000249904	0.845913	0.00754781	1092.424
30.0	0.000311932	0.857465	0.00917197	1092.449
30.0	0.000386938	0.870015	0.0111456	1092.428
30.0	0.000479419	0.883758	0.013544	1092.426
30.0	0.000591051	0.898879	0.0164584	1092.432
30.0	0.000728482	0.915544	0.02	1092.432
30.0	0.000729391	0.915404	0.02	1092.429
30.0	0.000591105	0.898522	0.0164584	1092.437
30.0	0.00048117	0.883286	0.013544	1092.438
30.0	0.000388212	0.869487	0.0111456	1092.433
30.0	0.00031219	0.856912	0.00917197	1092.413
30.0	0.000250188	0.845361	0.00754781	1092.431
30.0	0.000199761	0.834667	0.00621125	1092.41
30.0	0.000159115	0.824677	0.00511137	1092.437
30.0	0.000126197	0.815257	0.00420626	1092.437
30.0	0.000100186	0.806287	0.00346142	1092.432
30.0	7.89968e-05	0.797684	0.00284847	1092.418
30.0	6.26783e-05	0.789359	0.00234407	1092.423
30.0	4.92627e-05	0.781248	0.00192898	1092.425
30.0	3.86575e-05	0.773307	0.0015874	1092.419
30.0	3.07705e-05	0.765484	0.00130631	1092.429
30.0	2.44219e-05	0.757757	0.00107499	1092.409
30.0	1.96044e-05	0.750117	0.000884629	1092.42
30.0	1.58466e-05	0.74253	0.00072798	1092.417
30.0	1.27535e-05	0.735	0.00059907	1092.429
30.0	1.05968e-05	0.727515	0.000492988	1092.424
30.0	8.89549e-06	0.720096	0.00040569	1092.422
30.0	7.63553e-06	0.712733	0.000333851	1092.42
30.0	6.57127e-06	0.705442	0.000274733	1092.429
30.0	5.87e-06	0.698228	0.000226083	1092.424
30.0	5.41277e-06	0.691104	0.000186049	1092.413
30.0	4.84488e-06	0.684089	0.000153104	1092.427
30.0	4.47535e-06	0.677176	0.000125992	1092.426
30.0	4.16305e-06	0.670372	0.000103682	1092.439
30.0	4.04675e-06	0.663697	8.53217e-05	1092.451
30.0	3.94377e-06	0.657144	7.02131e-05	1092.436
30.0	3.85211e-06	0.650716	5.77798e-05	1092.408
30.0	3.71284e-06	0.64441	4.75482e-05	1092.442
30.0	3.69974e-06	0.638222	3.91284e-05	1092.42
30.0	3.60091e-06	0.632154	3.21996e-05	1092.446
30.0	3.55966e-06	0.626196	2.64977e-05	1092.447
30.0	3.491e-06	0.62034	2.18056e-05	1092.435
30.0	3.53813e-06	0.614581	1.79443e-05	1092.435
30.0	3.45862e-06	0.608914	1.47667e-05	1092.44
30.0	3.41712e-06	0.603327	1.21518e-05	1092.439
30.0	3.50992e-06	0.59779	1e-05	1092.453
