V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.37655e-06	0.598096	1e-05	1092.169
30.0	3.47819e-06	0.603636	1.21518e-05	1092.156
30.0	3.43319e-06	0.609228	1.47667e-05	1092.157
30.0	3.55657e-06	0.614894	1.79443e-05	1092.179
30.0	3.5178e-06	0.620658	2.18056e-05	1092.158
30.0	3.50603e-06	0.626511	2.64977e-05	1092.183
30.0	3.54514e-06	0.632475	3.21996e-05	1092.155
30.0	3.65913e-06	0.638544	3.91284e-05	1092.157
30.0	3.64356e-06	0.644738	4.75482e-05	1092.177
30.0	3.74722e-06	0.651045	5.77798e-05	1092.168
30.0	3.84104e-06	0.657476	7.02131e-05	1092.162
30.0	4.07593e-06	0.664034	8.53217e-05	1092.155
30.0	4.39808e-06	0.670716	0.000103682	1092.158
30.0	4.47966e-06	0.677521	0.000125992	1092.185
30.0	4.87337e-06	0.68444	0.000153104	1092.154
30.0	5.22897e-06	0.691461	0.000186049	1092.158
30.0	5.83371e-06	0.69859	0.000226083	1092.163
30.0	6.5724e-06	0.705812	0.000274733	1092.157
30.0	7.63662e-06	0.713106	0.000333851	1092.163
30.0	8.73084e-06	0.720483	0.00040569	1092.156
30.0	1.06573e-05	0.727918	0.000492988	1092.154
30.0	1.29306e-05	0.735409	0.00059907	1092.16
30.0	1.56676e-05	0.742955	0.00072798	1092.141
30.0	1.94301e-05	0.750555	0.000884629	1092.149
30.0	2.45305e-05	0.758223	0.00107499	1092.168
30.0	3.09685e-05	0.765966	0.00130631	1092.168
30.0	3.9132e-05	0.773802	0.0015874	1092.175
30.0	4.92679e-05	0.781765	0.00192898	1092.156
30.0	6.24246e-05	0.789899	0.00234407	1092.155
30.0	7.91324e-05	0.798244	0.00284847	1092.155
30.0	9.92811e-05	0.806878	0.00346142	1092.178
30.0	0.000126006	0.815866	0.00420626	1092.166
30.0	0.0001588	0.825309	0.00511137	1092.16
30.0	0.000199551	0.835319	0.00621125	1092.163
30.0	0.000249595	0.846027	0.00754781	1092.173
30.0	0.000312049	0.857577	0.00917197	1092.156
30.0	0.000388356	0.870133	0.0111456	1092.169
30.0	0.000480581	0.883878	0.013544	1092.169
30.0	0.000593178	0.899	0.0164584	1092.179
30.0	0.000729107	0.915662	0.02	1092.14
30.0	0.000728955	0.915525	0.02	1092.166
30.0	0.000592633	0.898644	0.0164584	1092.18
30.0	0.000481166	0.883407	0.013544	1092.157
30.0	0.000388753	0.869607	0.0111456	1092.172
30.0	0.000312601	0.857033	0.00917197	1092.151
30.0	0.000250098	0.845479	0.00754781	1092.18
30.0	0.000200369	0.834788	0.00621125	1092.155
30.0	0.000159677	0.824796	0.00511137	1092.185
30.0	0.000126313	0.815377	0.00420626	1092.177
30.0	0.000100553	0.806407	0.00346142	1092.176
30.0	7.91874e-05	0.797808	0.00284847	1092.184
30.0	6.24937e-05	0.789483	0.00234407	1092.198
30.0	4.93834e-05	0.781369	0.00192898	1092.161
30.0	3.90843e-05	0.773432	0.0015874	1092.186
30.0	3.08259e-05	0.765611	0.00130631	1092.166
30.0	2.45342e-05	0.757888	0.00107499	1092.169
30.0	1.97599e-05	0.750242	0.000884629	1092.163
30.0	1.57063e-05	0.742658	0.00072798	1092.173
30.0	1.29728e-05	0.735127	0.00059907	1092.179
30.0	1.05615e-05	0.727648	0.000492988	1092.17
30.0	8.85654e-06	0.720227	0.00040569	1092.2
30.0	7.5838e-06	0.712863	0.000333851	1092.18
30.0	6.68057e-06	0.705578	0.000274733	1092.152
30.0	5.86145e-06	0.698365	0.000226083	1092.177
30.0	5.39474e-06	0.691249	0.000186049	1092.165
30.0	4.86784e-06	0.68423	0.000153104	1092.173
30.0	4.45311e-06	0.677319	0.000125992	1092.179
30.0	4.22094e-06	0.67052	0.000103682	1092.172
30.0	4.1032e-06	0.66384	8.53217e-05	1092.192
30.0	3.967e-06	0.657294	7.02131e-05	1092.185
30.0	3.77666e-06	0.650868	5.77798e-05	1092.171
30.0	3.68213e-06	0.644562	4.75482e-05	1092.192
30.0	3.68496e-06	0.638372	3.91284e-05	1092.187
30.0	3.61293e-06	0.632304	3.21996e-05	1092.179
30.0	3.48053e-06	0.626352	2.64977e-05	1092.183
30.0	3.50676e-06	0.620499	2.18056e-05	1092.18
30.0	3.4298e-06	0.614742	1.79443e-05	1092.18
30.0	3.4981e-06	0.609076	1.47667e-05	1092.175
30.0	3.40637e-06	0.603488	1.21518e-05	1092.19
30.0	3.4119e-06	0.597955	1e-05	1092.198
