V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.55959e-06	0.59699	1e-05	1094.17
30.0	3.58265e-06	0.602541	1.21518e-05	1094.2
30.0	3.57397e-06	0.608135	1.47667e-05	1094.198
30.0	3.60604e-06	0.613821	1.79443e-05	1094.188
30.0	3.64947e-06	0.61959	2.18056e-05	1094.195
30.0	3.69545e-06	0.625463	2.64977e-05	1094.186
30.0	3.71951e-06	0.631433	3.21996e-05	1094.195
30.0	3.77453e-06	0.637521	3.91284e-05	1094.187
30.0	3.80532e-06	0.643721	4.75482e-05	1094.178
30.0	3.95746e-06	0.650042	5.77798e-05	1094.186
30.0	4.04102e-06	0.656489	7.02131e-05	1094.162
30.0	4.19223e-06	0.663055	8.53217e-05	1094.179
30.0	4.40399e-06	0.669754	0.000103682	1094.182
30.0	4.64271e-06	0.67657	0.000125992	1094.186
30.0	4.96236e-06	0.6835	0.000153104	1094.179
30.0	5.37476e-06	0.690537	0.000186049	1094.175
30.0	5.96866e-06	0.697682	0.000226083	1094.166
30.0	6.70181e-06	0.704915	0.000274733	1094.182
30.0	7.69576e-06	0.712228	0.000333851	1094.18
30.0	9.0301e-06	0.719611	0.00040569	1094.186
30.0	1.07574e-05	0.727056	0.000492988	1094.174
30.0	1.29586e-05	0.734559	0.00059907	1094.178
30.0	1.58387e-05	0.742116	0.00072798	1094.168
30.0	1.96438e-05	0.749725	0.000884629	1094.182
30.0	2.46851e-05	0.757389	0.00107499	1094.179
30.0	3.09517e-05	0.765139	0.00130631	1094.162
30.0	3.8994e-05	0.772984	0.0015874	1094.151
30.0	4.94772e-05	0.780958	0.00192898	1094.157
30.0	6.27174e-05	0.789092	0.00234407	1094.149
30.0	7.93199e-05	0.797442	0.00284847	1094.143
30.0	0.000100186	0.806072	0.00346142	1094.151
30.0	0.000126858	0.815065	0.00420626	1094.164
30.0	0.000159577	0.824498	0.00511137	1094.169
30.0	0.000199964	0.834501	0.00621125	1094.163
30.0	0.000250534	0.845194	0.00754781	1094.153
30.0	0.000312201	0.856723	0.00917197	1094.149
30.0	0.000388502	0.869251	0.0111456	1094.137
30.0	0.000480955	0.882958	0.013544	1094.162
30.0	0.000593617	0.89805	0.0164584	1094.14
30.0	0.000729801	0.914671	0.02	1094.143
30.0	0.000730169	0.914489	0.02	1094.136
30.0	0.000594067	0.897612	0.0164584	1094.16
30.0	0.000481605	0.882405	0.013544	1094.143
30.0	0.000389047	0.86865	0.0111456	1094.145
30.0	0.000312914	0.856114	0.00917197	1094.165
30.0	0.000251016	0.8446	0.00754781	1094.155
30.0	0.000200716	0.833928	0.00621125	1094.147
30.0	0.000159744	0.82396	0.00511137	1094.139
30.0	0.000126775	0.814552	0.00420626	1094.148
30.0	0.000100558	0.805592	0.00346142	1094.14
30.0	7.9435e-05	0.796996	0.00284847	1094.133
30.0	6.28067e-05	0.788675	0.00234407	1094.15
30.0	4.9447e-05	0.780564	0.00192898	1094.165
30.0	3.91666e-05	0.772623	0.0015874	1094.15
30.0	3.10257e-05	0.764798	0.00130631	1094.153
30.0	2.46741e-05	0.757067	0.00107499	1094.153
30.0	1.96875e-05	0.749429	0.000884629	1094.145
30.0	1.59537e-05	0.741832	0.00072798	1094.147
30.0	1.30055e-05	0.734292	0.00059907	1094.148
30.0	1.07831e-05	0.726802	0.000492988	1094.142
30.0	9.00551e-06	0.719372	0.00040569	1094.158
30.0	7.75274e-06	0.711998	0.000333851	1094.161
30.0	6.74449e-06	0.704698	0.000274733	1094.159
30.0	5.9918e-06	0.697479	0.000226083	1094.15
30.0	5.41825e-06	0.690342	0.000186049	1094.154
30.0	4.96062e-06	0.683312	0.000153104	1094.144
30.0	4.6663e-06	0.676388	0.000125992	1094.163
30.0	4.40734e-06	0.669576	0.000103682	1094.156
30.0	4.19838e-06	0.662888	8.53217e-05	1094.153
30.0	4.06106e-06	0.656339	7.02131e-05	1094.162
30.0	3.95174e-06	0.649899	5.77798e-05	1094.181
30.0	3.87735e-06	0.643578	4.75482e-05	1094.18
30.0	3.8107e-06	0.637385	3.91284e-05	1094.175
30.0	3.73344e-06	0.631299	3.21996e-05	1094.159
30.0	3.69318e-06	0.625335	2.64977e-05	1094.156
30.0	3.64768e-06	0.619471	2.18056e-05	1094.168
30.0	3.63484e-06	0.613704	1.79443e-05	1094.167
30.0	3.61661e-06	0.608021	1.47667e-05	1094.163
30.0	3.60861e-06	0.602427	1.21518e-05	1094.167
30.0	3.58295e-06	0.596882	1e-05	1094.168
30.0	3.60317e-06	0.596887	1e-05	1094.164
30.0	3.60721e-06	0.602448	1.21518e-05	1094.179
30.0	3.63615e-06	0.608047	1.47667e-05	1094.155
30.0	3.62383e-06	0.613734	1.79443e-05	1094.178
30.0	3.64552e-06	0.61951	2.18056e-05	1094.168
30.0	3.69062e-06	0.625385	2.64977e-05	1094.174
30.0	3.70069e-06	0.631362	3.21996e-05	1094.156
30.0	3.77758e-06	0.637451	3.91284e-05	1094.163
30.0	3.83537e-06	0.64366	4.75482e-05	1094.154
30.0	3.94191e-06	0.649983	5.77798e-05	1094.165
30.0	4.03665e-06	0.656435	7.02131e-05	1094.149
30.0	4.20893e-06	0.663004	8.53217e-05	1094.188
30.0	4.37917e-06	0.669705	0.000103682	1094.182
30.0	4.64436e-06	0.676524	0.000125992	1094.192
30.0	4.94064e-06	0.68346	0.000153104	1094.166
30.0	5.41726e-06	0.690501	0.000186049	1094.169
30.0	5.96432e-06	0.697644	0.000226083	1094.178
30.0	6.6886e-06	0.70488	0.000274733	1094.186
30.0	7.7128e-06	0.712192	0.000333851	1094.183
30.0	9.06799e-06	0.719577	0.00040569	1094.181
30.0	1.07483e-05	0.727028	0.000492988	1094.174
30.0	1.29482e-05	0.734531	0.00059907	1094.169
30.0	1.58419e-05	0.742085	0.00072798	1094.175
30.0	1.97176e-05	0.749703	0.000884629	1094.197
30.0	2.45561e-05	0.75737	0.00107499	1094.184
30.0	3.0857e-05	0.765124	0.00130631	1094.181
30.0	3.90114e-05	0.772975	0.0015874	1094.184
30.0	4.95558e-05	0.780941	0.00192898	1094.181
30.0	6.26373e-05	0.789076	0.00234407	1094.187
30.0	7.91798e-05	0.797428	0.00284847	1094.177
30.0	0.00010016	0.806055	0.00346142	1094.202
30.0	0.00012642	0.815049	0.00420626	1094.184
30.0	0.000159258	0.824484	0.00511137	1094.19
30.0	0.000200004	0.834489	0.00621125	1094.191
30.0	0.000250117	0.845181	0.00754781	1094.157
30.0	0.000311785	0.856708	0.00917197	1094.201
30.0	0.000388073	0.869237	0.0111456	1094.19
30.0	0.000479889	0.882951	0.013544	1094.197
30.0	0.00059245	0.898036	0.0164584	1094.201
30.0	0.000728361	0.914649	0.02	1094.182
30.0	0.000728109	0.914467	0.02	1094.177
30.0	0.000593513	0.89759	0.0164584	1094.187
30.0	0.000480748	0.88239	0.013544	1094.194
30.0	0.000388403	0.868627	0.0111456	1094.181
30.0	0.000312708	0.856099	0.00917197	1094.185
30.0	0.000250142	0.844581	0.00754781	1094.191
30.0	0.000200063	0.833914	0.00621125	1094.186
30.0	0.000159408	0.823946	0.00511137	1094.182
30.0	0.00012673	0.814541	0.00420626	1094.188
30.0	0.000100483	0.805588	0.00346142	1094.188
30.0	7.93764e-05	0.796983	0.00284847	1094.191
30.0	6.26586e-05	0.788664	0.00234407	1094.199
30.0	4.93974e-05	0.780557	0.00192898	1094.179
30.0	3.91307e-05	0.77261	0.0015874	1094.177
30.0	3.09712e-05	0.76479	0.00130631	1094.187
30.0	2.46526e-05	0.757061	0.00107499	1094.182
30.0	1.96589e-05	0.749413	0.000884629	1094.195
30.0	1.58704e-05	0.741822	0.00072798	1094.194
30.0	1.30227e-05	0.734276	0.00059907	1094.179
30.0	1.07057e-05	0.726787	0.000492988	1094.196
30.0	9.0236e-06	0.719357	0.00040569	1094.183
30.0	7.75021e-06	0.711982	0.000333851	1094.206
30.0	6.72629e-06	0.704682	0.000274733	1094.199
30.0	5.99994e-06	0.697456	0.000226083	1094.197
30.0	5.41735e-06	0.690322	0.000186049	1094.202
30.0	4.95798e-06	0.683291	0.000153104	1094.212
30.0	4.6193e-06	0.676369	0.000125992	1094.188
30.0	4.402e-06	0.669555	0.000103682	1094.197
30.0	4.21054e-06	0.662868	8.53217e-05	1094.199
30.0	4.04037e-06	0.656306	7.02131e-05	1094.197
30.0	3.96837e-06	0.649865	5.77798e-05	1094.19
30.0	3.85919e-06	0.643543	4.75482e-05	1094.193
30.0	3.80909e-06	0.637353	3.91284e-05	1094.207
30.0	3.7409e-06	0.63127	3.21996e-05	1094.193
30.0	3.69795e-06	0.625303	2.64977e-05	1094.191
30.0	3.66957e-06	0.619435	2.18056e-05	1094.194
30.0	3.6343e-06	0.613667	1.79443e-05	1094.196
30.0	3.63005e-06	0.607986	1.47667e-05	1094.221
30.0	3.61487e-06	0.602394	1.21518e-05	1094.216
30.0	3.5875e-06	0.596843	1e-05	1094.204
30.0	3.59777e-06	0.596845	1e-05	1094.221
30.0	3.55721e-06	0.602405	1.21518e-05	1094.211
30.0	3.62106e-06	0.60801	1.47667e-05	1094.21
30.0	3.62493e-06	0.613697	1.79443e-05	1094.203
30.0	3.67801e-06	0.619474	2.18056e-05	1094.22
30.0	3.64459e-06	0.625353	2.64977e-05	1094.213
30.0	3.76436e-06	0.631325	3.21996e-05	1094.205
30.0	3.76769e-06	0.637419	3.91284e-05	1094.223
30.0	3.82386e-06	0.643629	4.75482e-05	1094.219
30.0	3.9503e-06	0.649953	5.77798e-05	1094.223
30.0	4.0197e-06	0.656403	7.02131e-05	1094.217
30.0	4.16813e-06	0.662975	8.53217e-05	1094.237
30.0	4.37644e-06	0.669672	0.000103682	1094.23
30.0	4.60647e-06	0.676497	0.000125992	1094.224
30.0	4.93407e-06	0.68343	0.000153104	1094.232
30.0	5.39737e-06	0.690471	0.000186049	1094.237
30.0	5.97483e-06	0.697617	0.000226083	1094.219
30.0	6.69703e-06	0.704853	0.000274733	1094.236
30.0	7.70201e-06	0.712164	0.000333851	1094.217
30.0	9.01579e-06	0.719552	0.00040569	1094.213
30.0	1.07476e-05	0.727	0.000492988	1094.234
30.0	1.29625e-05	0.734505	0.00059907	1094.213
