V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.54075e-06	0.597063	1e-05	1094.044
30.0	3.53425e-06	0.60261	1.21518e-05	1094.058
30.0	3.55783e-06	0.6082	1.47667e-05	1094.057
30.0	3.59933e-06	0.613883	1.79443e-05	1094.042
30.0	3.62521e-06	0.619654	2.18056e-05	1094.054
30.0	3.66758e-06	0.625525	2.64977e-05	1094.027
30.0	3.6851e-06	0.631495	3.21996e-05	1094.032
30.0	3.74452e-06	0.637583	3.91284e-05	1094.041
30.0	3.7785e-06	0.643784	4.75482e-05	1094.046
30.0	3.89704e-06	0.650108	5.77798e-05	1094.041
30.0	4.02941e-06	0.656553	7.02131e-05	1094.033
30.0	4.15204e-06	0.663121	8.53217e-05	1094.029
30.0	4.33156e-06	0.669814	0.000103682	1094.04
30.0	4.57346e-06	0.676633	0.000125992	1094.057
30.0	4.9389e-06	0.683564	0.000153104	1094.059
30.0	5.39113e-06	0.690601	0.000186049	1094.048
30.0	5.95313e-06	0.697742	0.000226083	1094.025
30.0	6.67315e-06	0.704975	0.000274733	1094.038
30.0	7.65393e-06	0.712286	0.000333851	1094.057
30.0	9.03858e-06	0.719668	0.00040569	1094.041
30.0	1.07482e-05	0.727113	0.000492988	1094.06
30.0	1.30176e-05	0.734616	0.00059907	1094.05
30.0	1.59268e-05	0.742168	0.00072798	1094.045
30.0	1.96426e-05	0.749781	0.000884629	1094.048
30.0	2.45628e-05	0.757445	0.00107499	1094.044
30.0	3.08616e-05	0.765194	0.00130631	1094.038
30.0	3.89547e-05	0.773041	0.0015874	1094.035
30.0	4.95489e-05	0.781004	0.00192898	1094.023
30.0	6.27076e-05	0.789143	0.00234407	1094.041
30.0	7.91551e-05	0.79749	0.00284847	1094.041
30.0	0.000100373	0.806121	0.00346142	1094.027
30.0	0.00012669	0.815114	0.00420626	1094.043
30.0	0.000159384	0.824553	0.00511137	1094.03
30.0	0.000200598	0.834552	0.00621125	1094.023
30.0	0.000250558	0.845247	0.00754781	1094.053
30.0	0.00031261	0.856777	0.00917197	1094.046
30.0	0.000388404	0.869305	0.0111456	1094.031
30.0	0.000481316	0.88302	0.013544	1094.042
30.0	0.00059357	0.898103	0.0164584	1094.031
30.0	0.000729635	0.914717	0.02	1094.039
30.0	0.000730041	0.914528	0.02	1094.027
30.0	0.00059471	0.897652	0.0164584	1094.039
30.0	0.000481642	0.882451	0.013544	1094.036
30.0	0.00038931	0.868694	0.0111456	1094.047
30.0	0.000313118	0.856159	0.00917197	1094.04
30.0	0.000250855	0.844645	0.00754781	1094.052
30.0	0.000200286	0.833974	0.00621125	1094.042
30.0	0.000159948	0.823997	0.00511137	1094.036
30.0	0.000126804	0.814602	0.00420626	1094.041
30.0	0.000100417	0.805642	0.00346142	1094.047
30.0	7.96134e-05	0.797049	0.00284847	1094.037
30.0	6.26429e-05	0.788727	0.00234407	1094.048
30.0	4.95961e-05	0.780617	0.00192898	1094.032
30.0	3.92273e-05	0.772676	0.0015874	1094.045
30.0	3.09824e-05	0.764854	0.00130631	1094.042
30.0	2.46052e-05	0.757121	0.00107499	1094.052
30.0	1.97171e-05	0.749476	0.000884629	1094.047
30.0	1.58873e-05	0.741878	0.00072798	1094.055
30.0	1.29863e-05	0.734343	0.00059907	1094.052
30.0	1.07655e-05	0.726853	0.000492988	1094.04
30.0	9.04621e-06	0.719423	0.00040569	1094.046
30.0	7.72181e-06	0.712053	0.000333851	1094.074
30.0	6.74205e-06	0.704749	0.000274733	1094.068
30.0	5.99607e-06	0.697529	0.000226083	1094.047
30.0	5.42905e-06	0.690394	0.000186049	1094.06
30.0	4.96918e-06	0.683364	0.000153104	1094.059
30.0	4.64685e-06	0.676443	0.000125992	1094.071
30.0	4.36321e-06	0.66963	0.000103682	1094.068
30.0	4.21241e-06	0.662942	8.53217e-05	1094.081
30.0	4.04276e-06	0.656388	7.02131e-05	1094.073
30.0	3.95323e-06	0.649946	5.77798e-05	1094.068
30.0	3.86361e-06	0.643632	4.75482e-05	1094.073
30.0	3.80929e-06	0.637434	3.91284e-05	1094.075
30.0	3.74413e-06	0.63135	3.21996e-05	1094.062
30.0	3.70195e-06	0.625386	2.64977e-05	1094.084
30.0	3.65452e-06	0.619517	2.18056e-05	1094.059
30.0	3.63917e-06	0.613752	1.79443e-05	1094.072
30.0	3.6058e-06	0.608073	1.47667e-05	1094.086
30.0	3.58603e-06	0.602479	1.21518e-05	1094.066
30.0	3.57025e-06	0.596934	1e-05	1094.061
30.0	3.56799e-06	0.596935	1e-05	1094.071
30.0	3.60087e-06	0.602494	1.21518e-05	1094.09
30.0	3.61748e-06	0.608097	1.47667e-05	1094.08
30.0	3.68427e-06	0.61378	1.79443e-05	1094.07
30.0	3.65778e-06	0.619557	2.18056e-05	1094.097
30.0	3.70364e-06	0.62543	2.64977e-05	1094.08
30.0	3.69466e-06	0.631405	3.21996e-05	1094.068
30.0	3.77081e-06	0.637497	3.91284e-05	1094.081
30.0	3.85367e-06	0.643703	4.75482e-05	1094.086
30.0	3.91539e-06	0.650023	5.77798e-05	1094.09
30.0	4.02673e-06	0.656474	7.02131e-05	1094.1
30.0	4.21979e-06	0.663044	8.53217e-05	1094.094
30.0	4.38127e-06	0.669745	0.000103682	1094.096
30.0	4.63804e-06	0.676564	0.000125992	1094.093
30.0	4.95646e-06	0.683498	0.000153104	1094.107
30.0	5.38353e-06	0.690539	0.000186049	1094.093
30.0	5.95989e-06	0.697685	0.000226083	1094.113
30.0	6.72927e-06	0.70492	0.000274733	1094.083
30.0	7.68656e-06	0.712234	0.000333851	1094.105
30.0	8.97022e-06	0.719619	0.00040569	1094.11
30.0	1.07345e-05	0.727068	0.000492988	1094.109
30.0	1.29313e-05	0.734572	0.00059907	1094.099
30.0	1.58406e-05	0.742127	0.00072798	1094.111
30.0	1.96643e-05	0.749738	0.000884629	1094.083
30.0	2.45729e-05	0.757406	0.00107499	1094.103
30.0	3.09103e-05	0.76516	0.00130631	1094.098
30.0	3.90408e-05	0.773006	0.0015874	1094.083
30.0	4.93874e-05	0.780975	0.00192898	1094.101
30.0	6.25314e-05	0.78911	0.00234407	1094.11
30.0	7.9398e-05	0.79746	0.00284847	1094.099
30.0	0.000100234	0.806087	0.00346142	1094.096
30.0	0.000126652	0.815075	0.00420626	1094.117
30.0	0.000159191	0.824506	0.00511137	1094.119
30.0	0.000199936	0.834511	0.00621125	1094.105
30.0	0.000250127	0.845203	0.00754781	1094.115
30.0	0.000312361	0.856733	0.00917197	1094.11
30.0	0.000387563	0.869263	0.0111456	1094.107
30.0	0.000480206	0.882978	0.013544	1094.118
30.0	0.000592747	0.898063	0.0164584	1094.117
30.0	0.000728266	0.914679	0.02	1094.117
30.0	0.000728899	0.914499	0.02	1094.125
30.0	0.000593639	0.897603	0.0164584	1094.118
30.0	0.000481006	0.882411	0.013544	1094.114
30.0	0.000388672	0.868666	0.0111456	1094.107
30.0	0.000312629	0.856123	0.00917197	1094.11
30.0	0.000250286	0.844604	0.00754781	1094.12
30.0	0.000200408	0.833939	0.00621125	1094.104
30.0	0.000159513	0.823965	0.00511137	1094.109
30.0	0.000126817	0.814558	0.00420626	1094.134
30.0	0.000100496	0.805607	0.00346142	1094.131
30.0	7.94586e-05	0.797009	0.00284847	1094.132
30.0	6.25466e-05	0.788688	0.00234407	1094.112
30.0	4.94846e-05	0.780582	0.00192898	1094.125
30.0	3.90576e-05	0.772643	0.0015874	1094.136
30.0	3.09569e-05	0.76482	0.00130631	1094.123
30.0	2.45704e-05	0.757092	0.00107499	1094.139
30.0	1.97275e-05	0.749437	0.000884629	1094.124
30.0	1.5868e-05	0.741842	0.00072798	1094.135
30.0	1.29202e-05	0.734297	0.00059907	1094.123
30.0	1.0752e-05	0.72681	0.000492988	1094.129
30.0	9.01604e-06	0.71938	0.00040569	1094.128
30.0	7.74766e-06	0.712007	0.000333851	1094.144
