time	R	I
0.0	988.542	9.7e-05
0.01	988.559	9.7e-05
0.02	988.579	9.7e-05
0.03	988.57	9.7e-05
0.04	988.568	9.7e-05
0.05	988.564	9.7e-05
0.06	988.576	9.7e-05
0.07	988.579	9.7e-05
0.08	988.577	9.7e-05
0.09	988.59	9.7e-05
0.1	988.596	9.7e-05
0.11	988.568	9.7e-05
0.12	988.583	9.7e-05
0.13	988.58	9.7e-05
0.14	988.599	9.7e-05
0.15	988.586	9.7e-05
0.16	988.562	9.7e-05
0.17	988.571	9.7e-05
0.18	988.585	9.7e-05
0.19	988.577	9.7e-05
0.2	988.588	9.7e-05
0.21	988.598	9.7e-05
0.22	988.589	9.7e-05
0.23	988.581	9.7e-05
0.24	988.584	9.7e-05
0.25	988.586	9.7e-05
0.26	988.579	9.7e-05
0.27	988.589	9.7e-05
0.28	988.552	9.7e-05
0.29	988.569	9.7e-05
0.3	988.584	9.7e-05
0.31	988.59	9.7e-05
0.32	988.587	9.7e-05
0.33	988.586	9.7e-05
0.34	988.575	9.7e-05
0.35	988.553	9.7e-05
0.36	988.593	9.7e-05
0.37	988.568	9.7e-05
0.38	988.563	9.7e-05
0.39	988.571	9.7e-05
0.4	988.564	9.7e-05
0.41	988.553	9.7e-05
0.42	988.577	9.7e-05
0.43	988.602	9.7e-05
0.44	988.573	9.7e-05
0.45	988.568	9.7e-05
0.46	988.581	9.7e-05
0.47	988.562	9.7e-05
0.48	988.576	9.7e-05
0.49	988.565	9.7e-05
0.5	988.585	9.7e-05
0.51	988.588	9.7e-05
0.52	988.601	9.7e-05
0.53	988.589	9.7e-05
0.54	988.598	9.7e-05
0.55	988.588	9.7e-05
0.56	988.594	9.7e-05
0.57	988.586	9.7e-05
0.58	988.579	9.7e-05
0.59	988.61	9.7e-05
0.6	988.584	9.7e-05
0.61	988.602	9.7e-05
0.62	988.597	9.7e-05
0.63	988.591	9.7e-05
0.64	988.601	9.7e-05
0.65	988.607	9.7e-05
0.66	988.617	9.7e-05
0.67	988.615	9.7e-05
0.68	988.616	9.7e-05
0.69	988.597	9.7e-05
0.7	988.627	9.7e-05
0.71	988.639	9.7e-05
0.72	988.628	9.7e-05
0.73	988.659	9.7e-05
0.74	988.638	9.7e-05
0.75	988.639	9.7e-05
0.76	988.619	9.7e-05
0.77	988.623	9.7e-05
0.78	988.583	9.7e-05
0.79	988.574	9.7e-05
0.8	988.624	9.7e-05
0.81	988.614	9.7e-05
0.82	988.613	9.7e-05
0.83	988.609	9.7e-05
0.84	988.594	9.7e-05
0.85	988.61	9.7e-05
0.86	988.608	9.7e-05
0.87	988.609	9.7e-05
0.88	988.63	9.7e-05
0.89	988.627	9.7e-05
0.9	988.596	9.7e-05
0.91	988.622	9.7e-05
0.92	988.606	9.7e-05
0.93	988.614	9.7e-05
0.94	988.613	9.7e-05
0.95	988.638	9.7e-05
0.96	988.591	9.7e-05
0.97	988.594	9.7e-05
0.98	988.623	9.7e-05
0.99	988.63	9.7e-05
