time	R	I
0.0	913.313	9.7e-05
0.01	913.306	9.7e-05
0.02	913.318	9.7e-05
0.03	913.311	9.7e-05
0.04	913.307	9.7e-05
0.05	913.306	9.7e-05
0.06	913.316	9.7e-05
0.07	913.322	9.7e-05
0.08	913.313	9.7e-05
0.09	913.317	9.7e-05
0.1	913.312	9.7e-05
0.11	913.324	9.7e-05
0.12	913.298	9.7e-05
0.13	913.354	9.7e-05
0.14	913.341	9.7e-05
0.15	913.315	9.7e-05
0.16	913.335	9.7e-05
0.17	913.323	9.7e-05
0.18	913.309	9.7e-05
0.19	913.334	9.7e-05
0.2	913.33	9.7e-05
0.21	913.338	9.7e-05
0.22	913.311	9.7e-05
0.23	913.333	9.7e-05
0.24	913.317	9.7e-05
0.25	913.302	9.7e-05
0.26	913.319	9.7e-05
0.27	913.326	9.7e-05
0.28	913.312	9.7e-05
0.29	913.293	9.7e-05
0.3	913.273	9.7e-05
0.31	913.292	9.7e-05
0.32	913.277	9.7e-05
0.33	913.288	9.7e-05
0.34	913.295	9.7e-05
0.35	913.3	9.7e-05
0.36	913.291	9.7e-05
0.37	913.309	9.7e-05
0.38	913.305	9.7e-05
0.39	913.301	9.7e-05
0.4	913.303	9.7e-05
0.41	913.287	9.7e-05
0.42	913.291	9.7e-05
0.43	913.285	9.7e-05
0.44	913.284	9.7e-05
0.45	913.299	9.7e-05
0.46	913.276	9.7e-05
0.47	913.298	9.7e-05
0.48	913.286	9.7e-05
0.49	913.31	9.7e-05
0.5	913.307	9.7e-05
0.51	913.319	9.7e-05
0.52	913.325	9.7e-05
0.53	913.325	9.7e-05
0.54	913.333	9.7e-05
0.55	913.295	9.7e-05
0.56	913.309	9.7e-05
0.57	913.316	9.7e-05
0.58	913.315	9.7e-05
0.59	913.282	9.7e-05
0.6	913.303	9.7e-05
0.61	913.32	9.7e-05
0.62	913.3	9.7e-05
0.63	913.335	9.7e-05
0.64	913.314	9.7e-05
0.65	913.32	9.7e-05
0.66	913.301	9.7e-05
0.67	913.304	9.7e-05
0.68	913.331	9.7e-05
0.69	913.293	9.7e-05
0.7	913.304	9.7e-05
0.71	913.298	9.7e-05
0.72	913.308	9.7e-05
0.73	913.32	9.7e-05
0.74	913.298	9.7e-05
0.75	913.303	9.7e-05
0.76	913.325	9.7e-05
0.77	913.315	9.7e-05
0.78	913.322	9.7e-05
0.79	913.309	9.7e-05
0.8	913.307	9.7e-05
0.81	913.308	9.7e-05
0.82	913.324	9.7e-05
0.83	913.332	9.7e-05
0.84	913.322	9.7e-05
0.85	913.336	9.7e-05
0.86	913.337	9.7e-05
0.87	913.328	9.7e-05
0.88	913.306	9.7e-05
0.89	913.316	9.7e-05
0.9	913.31	9.7e-05
0.91	913.324	9.7e-05
0.92	913.299	9.7e-05
0.93	913.318	9.7e-05
0.94	913.334	9.7e-05
0.95	913.328	9.7e-05
0.96	913.315	9.7e-05
0.97	913.317	9.7e-05
0.98	913.325	9.7e-05
0.99	913.29	9.7e-05
