V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.54062e-06	0.596788	1e-05	1094.685
30.0	3.5961e-06	0.602331	1.21518e-05	1094.668
30.0	3.65146e-06	0.60793	1.47667e-05	1094.671
30.0	3.66411e-06	0.613613	1.79443e-05	1094.678
30.0	3.66497e-06	0.619389	2.18056e-05	1094.665
30.0	3.72996e-06	0.625265	2.64977e-05	1094.674
30.0	3.74702e-06	0.631236	3.21996e-05	1094.647
30.0	3.77435e-06	0.637325	3.91284e-05	1094.681
30.0	3.87033e-06	0.643532	4.75482e-05	1094.674
30.0	3.95997e-06	0.649852	5.77798e-05	1094.656
30.0	4.06111e-06	0.656299	7.02131e-05	1094.665
30.0	4.26016e-06	0.662873	8.53217e-05	1094.671
30.0	4.43833e-06	0.669565	0.000103682	1094.666
30.0	4.68474e-06	0.67639	0.000125992	1094.672
30.0	4.98899e-06	0.683321	0.000153104	1094.646
30.0	5.44528e-06	0.690365	0.000186049	1094.672
30.0	6.03408e-06	0.69751	0.000226083	1094.671
30.0	6.7566e-06	0.704747	0.000274733	1094.668
30.0	7.72447e-06	0.712059	0.000333851	1094.663
30.0	9.04464e-06	0.719445	0.00040569	1094.666
30.0	1.07561e-05	0.726896	0.000492988	1094.662
30.0	1.29514e-05	0.734399	0.00059907	1094.656
30.0	1.58942e-05	0.741958	0.00072798	1094.652
30.0	1.98093e-05	0.749577	0.000884629	1094.663
30.0	2.4649e-05	0.757239	0.00107499	1094.669
30.0	3.10116e-05	0.765	0.00130631	1094.66
30.0	3.90909e-05	0.772856	0.0015874	1094.664
30.0	4.95532e-05	0.780824	0.00192898	1094.66
30.0	6.2748e-05	0.788977	0.00234407	1094.67
30.0	7.95925e-05	0.797333	0.00284847	1094.645
30.0	0.000100595	0.805976	0.00346142	1094.651
30.0	0.000126786	0.81498	0.00420626	1094.656
30.0	0.000159695	0.824422	0.00511137	1094.648
30.0	0.000200413	0.83445	0.00621125	1094.662
30.0	0.000251011	0.845165	0.00754781	1094.661
30.0	0.000312895	0.856725	0.00917197	1094.647
30.0	0.000388541	0.869291	0.0111456	1094.655
30.0	0.000481506	0.88305	0.013544	1094.639
30.0	0.000593797	0.898182	0.0164584	1094.66
30.0	0.00072905	0.914878	0.02	1094.656
30.0	0.00073041	0.914657	0.02	1094.655
