2.205000000000000071e+01	5.441000000000000003e-02	-2.456235750433170395e+01	1.750183760834175770e-20
2.210000000000000142e+01	5.442000000000000309e-02	-2.206743339590514497e-01	9.373567609780688131e-25
2.214999999999999858e+01	5.443000000000000616e-02	1.064974276193513814e-01	2.162068665681764711e-25
2.219999999999999929e+01	5.444000000000000228e-02	-1.823174961673960370e-01	6.364952597024269979e-25
2.225000000000000000e+01	5.445000000000000534e-02	-6.765970225167834418e-01	8.663319697212107869e-24
2.230000000000000071e+01	5.446000000000000146e-02	-6.205657407321393815e-02	7.350995065860195543e-26
2.235000000000000142e+01	5.447000000000000453e-02	5.039033325286299547e-01	4.794658578900200034e-24
2.239999999999999858e+01	5.448000000000000065e-02	-5.536630152193880994e-01	5.805445822102794169e-24
2.244999999999999929e+01	5.449000000000000371e-02	3.785427485254049262e-01	2.736550005364456919e-24
2.250000000000000000e+01	5.450000000000000677e-02	9.810360689421517844e-01	1.832751284749884300e-23
2.255000000000000071e+01	5.451000000000000290e-02	2.293339421024628844e-01	1.012320345924844754e-24
2.260000000000000142e+01	5.452000000000000596e-02	-7.571442754257948771e-01	1.094801314651948522e-23
2.264999999999999858e+01	5.453000000000000208e-02	-5.852605195211757483e-01	6.562745212089504098e-24
2.269999999999999929e+01	5.454000000000000514e-02	2.159640845404931508e-01	8.845359384771014536e-25
2.275000000000000000e+01	5.455000000000000127e-02	1.627170299830375463e-02	5.035790110453400340e-27
2.280000000000000071e+01	5.456000000000000433e-02	-6.961404168840741313e-01	9.134587946601301732e-24
2.285000000000000142e+01	5.457000000000000045e-02	4.327153639309490318e-02	3.564004134546858443e-26
2.289999999999999858e+01	5.458000000000000351e-02	8.266540217493670850e-01	1.290234331821959081e-23
2.294999999999999929e+01	5.458999999999999964e-02	-4.313093867343799070e-01	3.523339620021444996e-24
2.300000000000000000e+01	5.460000000000000270e-02	4.211639599764067099e-01	3.403092796347660869e-24
2.305000000000000071e+01	5.461000000000000576e-02	8.529416272335540450e-01	1.385385646626830999e-23
2.310000000000000142e+01	5.462000000000000188e-02	-3.915169290316323214e-01	2.941971701839078627e-24
2.314999999999999858e+01	5.463000000000000494e-02	-1.215057811572462176e+00	2.798471241623564457e-23
2.319999999999999929e+01	5.464000000000000107e-02	-2.309562421218334383e-01	1.015575800969261789e-24
2.325000000000000000e+01	5.465000000000000413e-02	6.935320294531205354e-01	9.056358056008807484e-24
2.330000000000000071e+01	5.466000000000000025e-02	8.904145229181432974e-02	1.506765691983364771e-25
2.335000000000000142e+01	5.467000000000000332e-02	-5.747610309356303571e-01	6.229455156226631033e-24
2.339999999999999858e+01	5.468000000000000638e-02	7.103778638395801329e-03	9.602310178843602606e-28
2.344999999999999929e+01	5.469000000000000250e-02	9.261678642848096832e-01	1.624843928504001377e-23
2.350000000000000000e+01	5.470000000000000556e-02	-1.920363474011675120e-01	7.000583971705981904e-25
2.355000000000000071e+01	5.471000000000000169e-02	4.998952234960114815e-02	4.793213382067259135e-26
2.360000000000000142e+01	5.472000000000000475e-02	1.378162232527991304e-01	3.603015845149518779e-25
2.364999999999999858e+01	5.473000000000000087e-02	-5.326218473515657026e-01	5.407667845211860563e-24
2.369999999999999929e+01	5.474000000000000393e-02	-6.748902760004711343e-01	8.581421842580448480e-24
2.375000000000000000e+01	5.475000000000000006e-02	1.127944447701587360e-01	2.412150615544501760e-25
2.380000000000000071e+01	5.476000000000000312e-02	7.269489147227106152e-01	9.962994025080234663e-24
2.385000000000000142e+01	5.477000000000000618e-02	-4.687767348152771518e-01	4.147521737810641365e-24
2.389999999999999858e+01	5.478000000000000230e-02	1.310999934746778228e-01	3.276041483639714182e-25
2.394999999999999929e+01	5.479000000000000536e-02	9.587358129699387055e-01	1.745766034338971332e-23
2.400000000000000000e+01	5.480000000000000149e-02	4.368689288271702664e-01	3.664620215902738813e-24
2.405000000000000071e+01	5.481000000000000455e-02	-5.904755937477881300e-01	6.653302055027860975e-24
2.410000000000000142e+01	5.482000000000000067e-02	-3.734239146430552436e-01	2.679701793515290983e-24
2.414999999999999858e+01	5.483000000000000373e-02	2.795756831369348161e-01	1.485571367862362098e-24
2.419999999999999929e+01	5.483999999999999986e-02	1.476536250248811633e-01	4.177356639825141849e-25
2.425000000000000000e+01	5.485000000000000292e-02	-3.928218341345025566e-01	2.928577343143468920e-24
2.430000000000000071e+01	5.486000000000000598e-02	1.161573540537185756e-01	2.594104319541013984e-25
2.435000000000000142e+01	5.487000000000000210e-02	8.329227506765353173e-01	1.324150240903896888e-23
