time	R	I
0.0	913.51	9.7e-05
0.01	913.498	9.7e-05
0.02	913.508	9.7e-05
0.03	913.486	9.7e-05
0.04	913.495	9.7e-05
0.05	913.5	9.7e-05
0.06	913.484	9.7e-05
0.07	913.509	9.7e-05
0.08	913.464	9.7e-05
0.09	913.493	9.7e-05
0.1	913.483	9.7e-05
0.11	913.484	9.7e-05
0.12	913.477	9.7e-05
0.13	913.468	9.7e-05
0.14	913.455	9.7e-05
0.15	913.478	9.7e-05
0.16	913.488	9.7e-05
0.17	913.473	9.7e-05
0.18	913.483	9.7e-05
0.19	913.465	9.7e-05
0.2	913.49	9.7e-05
0.21	913.466	9.7e-05
0.22	913.479	9.7e-05
0.23	913.461	9.7e-05
0.24	913.438	9.7e-05
0.25	913.445	9.7e-05
0.26	913.472	9.7e-05
0.27	913.474	9.7e-05
0.28	913.471	9.7e-05
0.29	913.452	9.7e-05
0.3	913.471	9.7e-05
0.31	913.46	9.7e-05
0.32	913.448	9.7e-05
0.33	913.46	9.7e-05
0.34	913.46	9.7e-05
0.35	913.451	9.7e-05
0.36	913.442	9.7e-05
0.37	913.428	9.7e-05
0.38	913.44	9.7e-05
0.39	913.446	9.7e-05
0.4	913.451	9.7e-05
0.41	913.464	9.7e-05
0.42	913.454	9.7e-05
0.43	913.449	9.7e-05
0.44	913.459	9.7e-05
0.45	913.452	9.7e-05
0.46	913.438	9.7e-05
0.47	913.461	9.7e-05
0.48	913.458	9.7e-05
0.49	913.465	9.7e-05
0.5	913.45	9.7e-05
0.51	913.455	9.7e-05
0.52	913.406	9.7e-05
0.53	913.441	9.7e-05
0.54	913.423	9.7e-05
0.55	913.458	9.7e-05
0.56	913.451	9.7e-05
0.57	913.443	9.7e-05
0.58	913.435	9.7e-05
0.59	913.441	9.7e-05
0.6	913.444	9.7e-05
0.61	913.448	9.7e-05
0.62	913.463	9.7e-05
0.63	913.458	9.7e-05
0.64	913.456	9.7e-05
0.65	913.471	9.7e-05
0.66	913.433	9.7e-05
0.67	913.437	9.7e-05
0.68	913.434	9.7e-05
0.69	913.421	9.7e-05
0.7	913.452	9.7e-05
0.71	913.41	9.7e-05
0.72	913.445	9.7e-05
0.73	913.429	9.7e-05
0.74	913.434	9.7e-05
0.75	913.448	9.7e-05
0.76	913.412	9.7e-05
0.77	913.457	9.7e-05
0.78	913.446	9.7e-05
0.79	913.44	9.7e-05
0.8	913.457	9.7e-05
0.81	913.441	9.7e-05
0.82	913.427	9.7e-05
0.83	913.446	9.7e-05
0.84	913.456	9.7e-05
0.85	913.434	9.7e-05
0.86	913.429	9.7e-05
0.87	913.418	9.7e-05
0.88	913.441	9.7e-05
0.89	913.42	9.7e-05
0.9	913.442	9.7e-05
0.91	913.399	9.7e-05
0.92	913.393	9.7e-05
0.93	913.386	9.7e-05
0.94	913.416	9.7e-05
0.95	913.422	9.7e-05
0.96	913.429	9.7e-05
0.97	913.408	9.7e-05
0.98	913.416	9.7e-05
0.99	913.429	9.7e-05
