N	R	I
0	1075.88	9.7e-05
1	1075.88	9.7e-05
2	1075.88	9.7e-05
3	1075.86	9.7e-05
4	1075.89	9.7e-05
5	1075.9	9.7e-05
6	1075.89	9.7e-05
7	1075.86	9.7e-05
8	1075.89	9.7e-05
9	1075.86	9.7e-05
10	1075.89	9.7e-05
11	1075.88	9.7e-05
12	1075.84	9.7e-05
13	1075.88	9.7e-05
14	1075.85	9.7e-05
15	1075.83	9.7e-05
16	1075.84	9.7e-05
17	1075.87	9.7e-05
18	1075.86	9.7e-05
19	1075.86	9.7e-05
20	1075.86	9.7e-05
21	1075.85	9.7e-05
22	1075.85	9.7e-05
23	1075.83	9.7e-05
24	1075.86	9.7e-05
25	1075.86	9.7e-05
26	1075.84	9.7e-05
27	1075.85	9.7e-05
28	1075.87	9.7e-05
29	1075.86	9.7e-05
30	1075.85	9.7e-05
31	1075.83	9.7e-05
32	1075.86	9.7e-05
33	1075.85	9.7e-05
34	1075.84	9.7e-05
35	1075.83	9.7e-05
36	1075.86	9.7e-05
37	1075.85	9.7e-05
38	1075.83	9.7e-05
39	1075.84	9.7e-05
40	1075.84	9.7e-05
41	1075.85	9.7e-05
42	1075.86	9.7e-05
43	1075.85	9.7e-05
44	1075.86	9.7e-05
45	1075.87	9.7e-05
46	1075.9	9.7e-05
47	1075.89	9.7e-05
48	1075.87	9.7e-05
49	1075.88	9.7e-05
50	1075.89	9.7e-05
51	1075.89	9.7e-05
52	1075.9	9.7e-05
53	1075.9	9.7e-05
54	1075.9	9.7e-05
55	1075.91	9.7e-05
56	1075.92	9.7e-05
57	1075.93	9.7e-05
58	1075.93	9.7e-05
59	1075.93	9.7e-05
60	1075.94	9.7e-05
61	1075.94	9.7e-05
62	1075.96	9.7e-05
63	1075.96	9.7e-05
64	1075.97	9.7e-05
65	1075.94	9.7e-05
66	1075.99	9.7e-05
67	1075.97	9.7e-05
68	1075.97	9.7e-05
69	1075.99	9.7e-05
70	1075.98	9.7e-05
71	1075.99	9.7e-05
72	1076.02	9.7e-05
73	1075.99	9.7e-05
74	1075.99	9.7e-05
75	1076.02	9.7e-05
76	1076.04	9.7e-05
77	1076.06	9.7e-05
78	1076.05	9.7e-05
79	1076.07	9.7e-05
80	1076.07	9.7e-05
81	1076.08	9.7e-05
82	1076.09	9.7e-05
83	1076.11	9.7e-05
84	1076.12	9.7e-05
85	1076.12	9.7e-05
86	1076.12	9.7e-05
87	1076.14	9.7e-05
88	1076.15	9.7e-05
89	1076.14	9.7e-05
90	1076.18	9.7e-05
91	1076.16	9.7e-05
92	1076.16	9.7e-05
93	1076.18	9.7e-05
94	1076.19	9.7e-05
95	1076.22	9.7e-05
96	1076.22	9.7e-05
97	1076.25	9.7e-05
98	1076.25	9.7e-05
99	1076.26	9.7e-05
100	1076.26	9.7e-05
101	1076.27	9.7e-05
102	1076.27	9.7e-05
103	1076.31	9.7e-05
104	1076.3	9.7e-05
105	1076.31	9.7e-05
106	1076.32	9.7e-05
107	1076.35	9.7e-05
108	1076.35	9.7e-05
109	1076.39	9.7e-05
110	1076.4	9.7e-05
111	1076.41	9.7e-05
112	1076.41	9.7e-05
113	1076.42	9.7e-05
114	1076.45	9.7e-05
115	1076.44	9.7e-05
116	1076.45	9.7e-05
117	1076.46	9.7e-05
118	1076.48	9.7e-05
119	1076.51	9.7e-05
120	1076.5	9.7e-05
121	1076.53	9.7e-05
122	1076.53	9.7e-05
123	1076.54	9.7e-05
124	1076.56	9.7e-05
125	1076.57	9.7e-05
126	1076.59	9.7e-05
127	1076.6	9.7e-05
128	1076.58	9.7e-05
129	1076.6	9.7e-05
130	1076.63	9.7e-05
131	1076.64	9.7e-05
132	1076.64	9.7e-05
133	1076.67	9.7e-05
134	1076.7	9.7e-05
135	1076.7	9.7e-05
136	1076.67	9.7e-05
137	1076.69	9.7e-05
138	1076.71	9.7e-05
139	1076.72	9.7e-05
