V_sipm	I_sipm	V_led	I_led	R_rtd
29.25	2.59875e-06	0.594867	1e-05	1097.869
29.25	2.59133e-06	0.600423	1.21518e-05	1097.886
29.25	2.62982e-06	0.606045	1.47667e-05	1097.861
29.25	2.63458e-06	0.611747	1.79443e-05	1097.884
29.25	2.68748e-06	0.617546	2.18056e-05	1097.901
29.25	2.70069e-06	0.623432	2.64977e-05	1097.868
29.25	2.69264e-06	0.629431	3.21996e-05	1097.889
29.25	2.75387e-06	0.635541	3.91284e-05	1097.893
29.25	2.79887e-06	0.641768	4.75482e-05	1097.886
29.25	2.84351e-06	0.648114	5.77798e-05	1097.878
29.25	2.92899e-06	0.654582	7.02131e-05	1097.883
29.25	3.03503e-06	0.661177	8.53217e-05	1097.897
29.25	3.15393e-06	0.667895	0.000103682	1097.888
29.25	3.32959e-06	0.674733	0.000125992	1097.893
29.25	3.55461e-06	0.681689	0.000153104	1097.873
29.25	3.87575e-06	0.688758	0.000186049	1097.884
29.25	4.26544e-06	0.695928	0.000226083	1097.885
29.25	4.81167e-06	0.703183	0.000274733	1097.894
29.25	5.4508e-06	0.710521	0.000333851	1097.881
29.25	6.34595e-06	0.717929	0.00040569	1097.89
29.25	7.47822e-06	0.7254	0.000492988	1097.877
29.25	9.1003e-06	0.732929	0.00059907	1097.884
29.25	1.11008e-05	0.740507	0.00072798	1097.905
29.25	1.3731e-05	0.748144	0.000884629	1097.879
29.25	1.71363e-05	0.755822	0.00107499	1097.877
29.25	2.14918e-05	0.7636	0.00130631	1097.878
29.25	2.70828e-05	0.771467	0.0015874	1097.873
29.25	3.42929e-05	0.779462	0.00192898	1097.873
29.25	4.34896e-05	0.787613	0.00234407	1097.889
29.25	5.4927e-05	0.795988	0.00284847	1097.879
29.25	6.93991e-05	0.804636	0.00346142	1097.875
29.25	8.76596e-05	0.813646	0.00420626	1097.889
29.25	0.000110447	0.823096	0.00511137	1097.872
29.25	0.00013854	0.833118	0.00621125	1097.877
29.25	0.000173541	0.843831	0.00754781	1097.88
29.25	0.000216814	0.85538	0.00917197	1097.897
29.25	0.000269438	0.867932	0.0111456	1097.875
29.25	0.000333862	0.881656	0.013544	1097.883
29.25	0.000412537	0.896798	0.0164584	1097.871
29.25	0.000507507	0.913469	0.02	1097.868
29.25	0.000507923	0.913263	0.02	1097.872
29.25	0.000412702	0.896305	0.0164584	1097.865
29.25	0.000334229	0.881062	0.013544	1097.889
29.25	0.000269951	0.86727	0.0111456	1097.879
29.25	0.000217039	0.854717	0.00917197	1097.875
29.25	0.000173913	0.843192	0.00754781	1097.874
29.25	0.000138922	0.8325	0.00621125	1097.876
29.25	0.000110734	0.822511	0.00511137	1097.884
29.25	8.782e-05	0.813091	0.00420626	1097.896
29.25	6.97547e-05	0.804116	0.00346142	1097.891
29.25	5.50272e-05	0.795501	0.00284847	1097.86
29.25	4.35672e-05	0.787171	0.00234407	1097.885
29.25	3.43425e-05	0.779043	0.00192898	1097.867
29.25	2.71692e-05	0.771082	0.0015874	1097.879
29.25	2.14392e-05	0.763239	0.00130631	1097.877
29.25	1.71423e-05	0.755486	0.00107499	1097.886
29.25	1.37946e-05	0.747838	0.000884629	1097.894
29.25	1.11481e-05	0.740217	0.00072798	1097.882
29.25	9.08503e-06	0.732654	0.00059907	1097.881
29.25	7.53255e-06	0.72514	0.000492988	1097.881
29.25	6.3073e-06	0.717685	0.00040569	1097.878
29.25	5.50621e-06	0.710284	0.000333851	1097.89
29.25	4.79913e-06	0.702963	0.000274733	1097.89
29.25	4.28491e-06	0.695717	0.000226083	1097.873
29.25	3.8716e-06	0.688558	0.000186049	1097.884
29.25	3.58666e-06	0.681502	0.000153104	1097.876
29.25	3.36333e-06	0.674554	0.000125992	1097.869
29.25	3.17314e-06	0.667719	0.000103682	1097.87
29.25	3.03326e-06	0.661014	8.53217e-05	1097.886
29.25	2.95953e-06	0.654426	7.02131e-05	1097.899
29.25	2.88654e-06	0.647959	5.77798e-05	1097.87
29.25	2.79582e-06	0.641623	4.75482e-05	1097.879
29.25	2.78943e-06	0.635397	3.91284e-05	1097.883
29.25	2.73529e-06	0.629295	3.21996e-05	1097.887
29.25	2.67989e-06	0.623306	2.64977e-05	1097.872
29.25	2.68453e-06	0.617418	2.18056e-05	1097.884
29.25	2.67409e-06	0.611628	1.79443e-05	1097.901
29.25	2.6355e-06	0.605932	1.47667e-05	1097.883
29.25	2.63191e-06	0.600314	1.21518e-05	1097.892
29.25	2.61547e-06	0.594757	1e-05	1097.89
