N	R	I
0	999.448	9.7e-05
1	999.431	9.7e-05
2	999.44	9.7e-05
3	999.439	9.7e-05
4	999.433	9.7e-05
5	999.452	9.7e-05
6	999.42	9.7e-05
7	999.429	9.7e-05
8	999.446	9.7e-05
9	999.442	9.7e-05
10	999.441	9.7e-05
11	999.459	9.7e-05
12	999.446	9.7e-05
13	999.439	9.7e-05
14	999.432	9.7e-05
15	999.459	9.7e-05
16	999.447	9.7e-05
17	999.435	9.7e-05
18	999.434	9.7e-05
19	999.434	9.7e-05
20	999.444	9.7e-05
21	999.439	9.7e-05
22	999.424	9.7e-05
23	999.458	9.7e-05
24	999.418	9.7e-05
25	999.449	9.7e-05
26	999.449	9.7e-05
27	999.456	9.7e-05
28	999.462	9.7e-05
29	999.448	9.7e-05
30	999.453	9.7e-05
31	999.457	9.7e-05
32	999.444	9.7e-05
33	999.462	9.7e-05
34	999.465	9.7e-05
35	999.465	9.7e-05
36	999.447	9.7e-05
37	999.478	9.7e-05
38	999.457	9.7e-05
39	999.466	9.7e-05
40	999.447	9.7e-05
41	999.45	9.7e-05
42	999.452	9.7e-05
43	999.462	9.7e-05
44	999.478	9.7e-05
45	999.483	9.7e-05
46	999.471	9.7e-05
47	999.466	9.7e-05
48	999.46	9.7e-05
49	999.466	9.7e-05
50	999.458	9.7e-05
51	999.483	9.7e-05
52	999.475	9.7e-05
53	999.476	9.7e-05
54	999.452	9.7e-05
55	999.458	9.7e-05
56	999.465	9.7e-05
57	999.468	9.7e-05
58	999.453	9.7e-05
59	999.464	9.7e-05
60	999.471	9.7e-05
61	999.446	9.7e-05
62	999.47	9.7e-05
63	999.466	9.7e-05
64	999.473	9.7e-05
65	999.476	9.7e-05
66	999.485	9.7e-05
67	999.461	9.7e-05
68	999.46	9.7e-05
69	999.473	9.7e-05
70	999.482	9.7e-05
71	999.482	9.7e-05
72	999.475	9.7e-05
73	999.469	9.7e-05
74	999.455	9.7e-05
75	999.447	9.7e-05
76	999.477	9.7e-05
77	999.476	9.7e-05
78	999.5	9.7e-05
79	999.476	9.7e-05
80	999.463	9.7e-05
81	999.488	9.7e-05
82	999.475	9.7e-05
83	999.489	9.7e-05
84	999.503	9.7e-05
85	999.461	9.7e-05
86	999.496	9.7e-05
87	999.478	9.7e-05
88	999.473	9.7e-05
89	999.491	9.7e-05
90	999.494	9.7e-05
91	999.482	9.7e-05
92	999.446	9.7e-05
93	999.45	9.7e-05
94	999.471	9.7e-05
95	999.466	9.7e-05
96	999.461	9.7e-05
97	999.45	9.7e-05
98	999.46	9.7e-05
99	999.456	9.7e-05
100	999.472	9.7e-05
101	999.463	9.7e-05
102	999.46	9.7e-05
103	999.449	9.7e-05
104	999.481	9.7e-05
105	999.478	9.7e-05
106	999.45	9.7e-05
107	999.472	9.7e-05
108	999.476	9.7e-05
109	999.475	9.7e-05
110	999.463	9.7e-05
111	999.457	9.7e-05
112	999.445	9.7e-05
113	999.472	9.7e-05
114	999.472	9.7e-05
115	999.473	9.7e-05
116	999.453	9.7e-05
117	999.448	9.7e-05
118	999.462	9.7e-05
119	999.467	9.7e-05
120	999.473	9.7e-05
121	999.452	9.7e-05
122	999.461	9.7e-05
123	999.471	9.7e-05
124	999.464	9.7e-05
125	999.487	9.7e-05
126	999.484	9.7e-05
127	999.46	9.7e-05
128	999.476	9.7e-05
129	999.482	9.7e-05
130	999.455	9.7e-05
131	999.444	9.7e-05
132	999.438	9.7e-05
133	999.466	9.7e-05
134	999.448	9.7e-05
135	999.466	9.7e-05
136	999.484	9.7e-05
137	999.453	9.7e-05
138	999.47	9.7e-05
139	999.481	9.7e-05
140	999.463	9.7e-05
141	999.469	9.7e-05
142	999.479	9.7e-05
143	999.463	9.7e-05
144	999.46	9.7e-05
145	999.444	9.7e-05
146	999.46	9.7e-05
147	999.469	9.7e-05
148	999.463	9.7e-05
149	999.475	9.7e-05
150	999.477	9.7e-05
151	999.471	9.7e-05
152	999.475	9.7e-05
153	999.477	9.7e-05
154	999.478	9.7e-05
155	999.482	9.7e-05
156	999.454	9.7e-05
157	999.458	9.7e-05
158	999.489	9.7e-05
159	999.478	9.7e-05
160	999.447	9.7e-05
161	999.48	9.7e-05
