V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.43334e-06	0.597756	1e-05	1092.737
30.0	3.4418e-06	0.603292	1.21518e-05	1092.738
30.0	3.49998e-06	0.608887	1.47667e-05	1092.735
30.0	3.49646e-06	0.614557	1.79443e-05	1092.735
30.0	3.52432e-06	0.620322	2.18056e-05	1092.724
30.0	3.55916e-06	0.626184	2.64977e-05	1092.729
30.0	3.59451e-06	0.63215	3.21996e-05	1092.732
30.0	3.66316e-06	0.638226	3.91284e-05	1092.726
30.0	3.75205e-06	0.644423	4.75482e-05	1092.727
30.0	3.83028e-06	0.650732	5.77798e-05	1092.728
30.0	3.93724e-06	0.657171	7.02131e-05	1092.718
30.0	4.10824e-06	0.663729	8.53217e-05	1092.713
30.0	4.26468e-06	0.670412	0.000103682	1092.728
30.0	4.56254e-06	0.677219	0.000125992	1092.724
30.0	4.85036e-06	0.684144	0.000153104	1092.728
30.0	5.25757e-06	0.691173	0.000186049	1092.727
30.0	5.83303e-06	0.698304	0.000226083	1092.74
30.0	6.59861e-06	0.705527	0.000274733	1092.716
30.0	7.56714e-06	0.712832	0.000333851	1092.727
30.0	8.88943e-06	0.720213	0.00040569	1092.733
30.0	1.05938e-05	0.727648	0.000492988	1092.719
30.0	1.28487e-05	0.735148	0.00059907	1092.744
30.0	1.57484e-05	0.742698	0.00072798	1092.734
30.0	1.94686e-05	0.750302	0.000884629	1092.729
30.0	2.43461e-05	0.75796	0.00107499	1092.724
30.0	3.07534e-05	0.765712	0.00130631	1092.716
30.0	3.89375e-05	0.773557	0.0015874	1092.717
30.0	4.90982e-05	0.781524	0.00192898	1092.712
30.0	6.22739e-05	0.789661	0.00234407	1092.724
30.0	7.88566e-05	0.798018	0.00284847	1092.742
30.0	9.97237e-05	0.806649	0.00346142	1092.729
30.0	0.000126212	0.815644	0.00420626	1092.734
30.0	0.00015907	0.825088	0.00511137	1092.723
30.0	0.000199786	0.835102	0.00621125	1092.747
30.0	0.000249738	0.845808	0.00754781	1092.733
30.0	0.000312065	0.857367	0.00917197	1092.738
30.0	0.000387282	0.869911	0.0111456	1092.716
30.0	0.000479566	0.88366	0.013544	1092.735
30.0	0.00059203	0.898785	0.0164584	1092.727
30.0	0.000727665	0.915454	0.02	1092.718
30.0	0.000727387	0.915266	0.02	1092.725
30.0	0.000592519	0.898326	0.0164584	1092.728
30.0	0.000480096	0.883079	0.013544	1092.722
30.0	0.000387657	0.869278	0.0111456	1092.737
30.0	0.000312246	0.856716	0.00917197	1092.712
30.0	0.000250382	0.845172	0.00754781	1092.758
30.0	0.00019978	0.834484	0.00621125	1092.74
30.0	0.000159006	0.824498	0.00511137	1092.73
30.0	0.000126398	0.815088	0.00420626	1092.738
30.0	9.99923e-05	0.806125	0.00346142	1092.744
30.0	7.8964e-05	0.797518	0.00284847	1092.731
30.0	6.2451e-05	0.789194	0.00234407	1092.745
30.0	4.91578e-05	0.781088	0.00192898	1092.723
30.0	3.89028e-05	0.773145	0.0015874	1092.707
30.0	3.07522e-05	0.765324	0.00130631	1092.715
30.0	2.43927e-05	0.757593	0.00107499	1092.718
30.0	1.9502e-05	0.749964	0.000884629	1092.732
30.0	1.57561e-05	0.742369	0.00072798	1092.732
30.0	1.28718e-05	0.734838	0.00059907	1092.73
30.0	1.06838e-05	0.727357	0.000492988	1092.728
30.0	8.92548e-06	0.719929	0.00040569	1092.718
30.0	7.61379e-06	0.712565	0.000333851	1092.724
30.0	6.63236e-06	0.705271	0.000274733	1092.73
30.0	5.90913e-06	0.698058	0.000226083	1092.727
30.0	5.25655e-06	0.690933	0.000186049	1092.739
30.0	4.8847e-06	0.683914	0.000153104	1092.731
30.0	4.55711e-06	0.676999	0.000125992	1092.733
30.0	4.29335e-06	0.670199	0.000103682	1092.732
30.0	4.1065e-06	0.663522	8.53217e-05	1092.716
30.0	3.94147e-06	0.656969	7.02131e-05	1092.74
30.0	3.83887e-06	0.65054	5.77798e-05	1092.732
30.0	3.77708e-06	0.644233	4.75482e-05	1092.718
30.0	3.67724e-06	0.638042	3.91284e-05	1092.724
30.0	3.60147e-06	0.631966	3.21996e-05	1092.735
30.0	3.59559e-06	0.626009	2.64977e-05	1092.742
30.0	3.56083e-06	0.620147	2.18056e-05	1092.727
30.0	3.54143e-06	0.614385	1.79443e-05	1092.721
30.0	3.5187e-06	0.608714	1.47667e-05	1092.733
30.0	3.52445e-06	0.603125	1.21518e-05	1092.734
30.0	3.46313e-06	0.597587	1e-05	1092.718
