time	R	I
0.0	943.809	9.7e-05
0.01	943.838	9.7e-05
0.02	943.837	9.7e-05
0.03	943.852	9.7e-05
0.04	943.844	9.7e-05
0.05	943.846	9.7e-05
0.06	943.848	9.7e-05
0.07	943.843	9.7e-05
0.08	943.838	9.7e-05
0.09	943.847	9.7e-05
0.1	943.825	9.7e-05
0.11	943.841	9.7e-05
0.12	943.828	9.7e-05
0.13	943.844	9.7e-05
0.14	943.847	9.7e-05
0.15	943.833	9.7e-05
0.16	943.848	9.7e-05
0.17	943.856	9.7e-05
0.18	943.848	9.7e-05
0.19	943.869	9.7e-05
0.2	943.848	9.7e-05
0.21	943.853	9.7e-05
0.22	943.86	9.7e-05
0.23	943.876	9.7e-05
0.24	943.834	9.7e-05
0.25	943.841	9.7e-05
0.26	943.835	9.7e-05
0.27	943.844	9.7e-05
0.28	943.867	9.7e-05
0.29	943.858	9.7e-05
0.3	943.854	9.7e-05
0.31	943.861	9.7e-05
0.32	943.854	9.7e-05
0.33	943.859	9.7e-05
0.34	943.876	9.7e-05
0.35	943.888	9.7e-05
0.36	943.877	9.7e-05
0.37	943.858	9.7e-05
0.38	943.893	9.7e-05
0.39	943.876	9.7e-05
0.4	943.87	9.7e-05
0.41	943.849	9.7e-05
0.42	943.865	9.7e-05
0.43	943.882	9.7e-05
0.44	943.846	9.7e-05
0.45	943.826	9.7e-05
0.46	943.841	9.7e-05
0.47	943.838	9.7e-05
0.48	943.87	9.7e-05
0.49	943.854	9.7e-05
0.5	943.849	9.7e-05
0.51	943.844	9.7e-05
0.52	943.843	9.7e-05
0.53	943.87	9.7e-05
0.54	943.857	9.7e-05
0.55	943.841	9.7e-05
0.56	943.878	9.7e-05
0.57	943.848	9.7e-05
0.58	943.855	9.7e-05
0.59	943.839	9.7e-05
0.6	943.851	9.7e-05
0.61	943.831	9.7e-05
0.62	943.871	9.7e-05
0.63	943.851	9.7e-05
0.64	943.841	9.7e-05
0.65	943.849	9.7e-05
0.66	943.851	9.7e-05
0.67	943.843	9.7e-05
0.68	943.853	9.7e-05
0.69	943.831	9.7e-05
0.7	943.842	9.7e-05
0.71	943.854	9.7e-05
0.72	943.855	9.7e-05
0.73	943.857	9.7e-05
0.74	943.844	9.7e-05
0.75	943.86	9.7e-05
0.76	943.846	9.7e-05
0.77	943.837	9.7e-05
0.78	943.833	9.7e-05
0.79	943.838	9.7e-05
0.8	943.82	9.7e-05
0.81	943.829	9.7e-05
0.82	943.822	9.7e-05
0.83	943.84	9.7e-05
0.84	943.82	9.7e-05
0.85	943.819	9.7e-05
0.86	943.831	9.7e-05
0.87	943.828	9.7e-05
0.88	943.818	9.7e-05
0.89	943.819	9.7e-05
0.9	943.82	9.7e-05
0.91	943.824	9.7e-05
0.92	943.795	9.7e-05
0.93	943.801	9.7e-05
0.94	943.803	9.7e-05
0.95	943.829	9.7e-05
0.96	943.828	9.7e-05
0.97	943.833	9.7e-05
0.98	943.814	9.7e-05
0.99	943.809	9.7e-05
