V_sipm	I_sipm	R_rtd
0.01	-8.91149e-10	983.3369
0.02	-9.40704e-10	983.3384
0.03	-9.87363e-10	983.3375
0.04	-8.44574e-10	983.3165
0.05	-1.23241e-09	983.3401
0.06	-1.05064e-09	983.3338
0.07	-9.47475e-10	983.3397
0.08	-8.72028e-10	983.3066
0.09	-1.29334e-09	983.3052
0.1	-4.50766e-10	983.3387
0.11	-8.22353e-10	983.3286
0.12	-1.19801e-09	983.3023
0.13	-9.27532e-10	983.3201
0.14	-7.34103e-10	983.3181
0.15	-1.01283e-09	983.3125
0.16	-8.69608e-10	983.3137
0.17	-3.92902e-10	983.293
0.18	-3.06225e-10	983.311
0.19	-5.54645e-10	983.3087
0.2	-3.39985e-11	983.3126
0.21	4.66394e-10	983.3032
0.22	9.50682e-10	983.3226
0.23	1.28503e-09	983.2978
0.24	2.23463e-09	983.3015
0.25	3.35026e-09	983.2997
0.26	4.20725e-09	983.2965
0.27	6.25583e-09	983.3158
0.28	8.64077e-09	983.3062
0.29	1.12882e-08	983.2984
0.3	1.52307e-08	983.2821
0.31	2.08262e-08	983.3098
0.32	2.66338e-08	983.3041
0.33	3.65546e-08	983.3108
0.34	4.9039e-08	983.2894
0.35	6.57345e-08	983.2878
0.36	8.7715e-08	983.3035
0.37	1.18551e-07	983.284
0.38	1.61533e-07	983.2896
0.39	2.20873e-07	983.275
0.4	3.04131e-07	983.3149
0.41	4.21689e-07	983.2754
0.42	5.89667e-07	983.2835
0.43	8.30544e-07	983.2726
0.44	1.17738e-06	983.2686
0.45	1.68294e-06	983.2869
0.46	2.41839e-06	983.3013
0.47	3.50242e-06	983.2661
0.48	5.09259e-06	983.2836
0.49	7.44913e-06	983.3025
0.5	1.09123e-05	983.2679
0.51	1.60528e-05	983.2684
0.52	2.3662e-05	983.2902
0.53	3.48144e-05	983.2759
0.54	5.11408e-05	983.2667
0.55	7.46033e-05	983.2816
0.56	0.000108025	983.2566
0.57	0.000154279	983.2695
0.58	0.000217064	983.289
0.59	0.000299048	983.2595
0.6	0.000403335	983.2474
0.61	0.000530487	983.2554
0.62	0.000681119	983.2556
0.63	0.000854849	983.2755
0.64	0.00104933	983.2712
0.65	0.00126337	983.2684
0.66	0.00149365	983.27
0.67	0.00173973	983.2686
0.68	0.001998	983.2639
0.69	0.00226869	983.2701
0.7	0.00254834	983.2491
0.71	0.00283693	983.2551
0.72	0.00313422	983.2499
0.73	0.00343738	983.2621
0.74	0.00374785	983.2637
0.75	0.00406269	983.2702
0.76	0.00438345	983.2322
0.77	0.00470763	983.2643
0.78	0.00503683	983.272
0.79	0.00536867	983.2501
0.8	0.00570481	983.2763
0.81	0.00604274	983.2329
0.82	0.00638341	983.2708
0.83	0.00672791	983.2433
0.84	0.00707359	983.2666
0.85	0.00742236	983.2783
0.86	0.00777216	983.2517
0.87	0.00812509	983.2635
0.88	0.00847822	983.2459
0.89	0.0088345	983.2587
0.9	0.0091909	983.2614
0.91	0.009549	983.247
0.92	0.0099094	983.243
0.93	0.0102695	983.244
0.94	0.0106322	983.2531
0.95	0.010995	983.2485
0.96	0.0113597	983.2423
0.97	0.0117241	983.2552
0.98	0.0120908	983.2379
0.99	0.0124565	983.2403
1.0	0.0128203	983.2205
