V_sipm	I_sipm	R_rtd
0.01	-5.46062e-10	982.4412
0.02	-8.96812e-10	982.4128
0.03	-1.09543e-09	982.4188
0.04	-1.04262e-09	982.4209
0.05	-8.96192e-10	982.4263
0.06	-1.17948e-09	982.4186
0.07	-1.03425e-09	982.3983
0.08	-9.49013e-10	982.4109
0.09	-8.90434e-10	982.4152
0.1	-1.22999e-09	982.4094
0.11	-1.03709e-09	982.404
0.12	-3.17955e-10	982.401
0.13	-1.12761e-09	982.412
0.14	-9.37522e-10	982.4045
0.15	-6.63602e-10	982.4058
0.16	-8.91137e-10	982.3939
0.17	-7.04145e-10	982.4116
0.18	-2.77281e-10	982.3872
0.19	-1.63591e-10	982.3931
0.2	-1.64795e-10	982.4011
0.21	2.56801e-10	982.3856
0.22	9.67598e-10	982.4086
0.23	1.90259e-09	982.3806
0.24	2.11945e-09	982.3865
0.25	3.29102e-09	982.3914
0.26	4.33534e-09	982.3896
0.27	6.03392e-09	982.374
0.28	8.4782e-09	982.3855
0.29	1.08414e-08	982.3735
0.3	1.51218e-08	982.3572
0.31	2.0417e-08	982.3638
0.32	2.66091e-08	982.3559
0.33	3.58374e-08	982.3594
0.34	4.8149e-08	982.3607
0.35	6.45577e-08	982.3653
0.36	8.61129e-08	982.3754
0.37	1.16711e-07	982.3557
0.38	1.58456e-07	982.3525
0.39	2.16769e-07	982.3715
0.4	2.98411e-07	982.3708
0.41	4.13828e-07	982.3491
0.42	5.78096e-07	982.3383
0.43	8.14359e-07	982.3395
0.44	1.15453e-06	982.3376
0.45	1.65029e-06	982.35
0.46	2.37151e-06	982.3536
0.47	3.43384e-06	982.3557
0.48	4.99325e-06	982.3409
0.49	7.30512e-06	982.3448
0.5	1.07024e-05	982.3181
0.51	1.57447e-05	982.3348
0.52	2.32133e-05	982.3337
0.53	3.41624e-05	982.3425
0.54	5.02053e-05	982.3248
0.55	7.32842e-05	982.3376
0.56	0.000106217	982.3515
0.57	0.00015182	982.3379
0.58	0.00021382	982.3522
0.59	0.000294943	982.3123
0.6	0.000398327	982.3425
0.61	0.000524545	982.3176
0.62	0.000674189	982.3174
0.63	0.000847033	982.3138
0.64	0.00104063	982.3235
0.65	0.00125395	982.3076
0.66	0.00148354	982.3026
0.67	0.00172904	982.3159
0.68	0.00198681	982.3248
0.69	0.00225694	982.3064
0.7	0.00253621	982.2947
0.71	0.00282453	982.3177
0.72	0.00312151	982.3011
0.73	0.00342444	982.3022
0.74	0.00373455	982.2973
0.75	0.00404909	982.3036
0.76	0.00436974	982.2921
0.77	0.00469347	982.2759
0.78	0.00502243	982.296
0.79	0.00535402	982.2975
0.8	0.00569011	982.3127
0.81	0.00602788	982.2876
0.82	0.00636863	982.281
0.83	0.00671297	982.2935
0.84	0.00705826	982.2971
0.85	0.00740711	982.2759
0.86	0.00775672	982.2947
0.87	0.00810946	982.2678
0.88	0.00846231	982.2656
0.89	0.00881843	982.2797
0.9	0.00917489	982.2863
0.91	0.00953254	982.2584
0.92	0.00989269	982.2618
0.93	0.0102526	982.284
0.94	0.0106154	982.2753
0.95	0.0109779	982.2651
0.96	0.0113426	982.2454
0.97	0.0117069	982.2867
0.98	0.0120734	982.2642
0.99	0.0124389	982.2837
1.0	0.0128026	982.2823
