V_sipm	I_sipm	R_rtd
0.01	-1.32613e-09	984.569
0.02	-1.17012e-09	984.5677
0.03	-8.87418e-10	984.575
0.04	-9.78696e-10	984.5463
0.05	-6.04951e-10	984.5485
0.06	-8.9283e-10	984.5671
0.07	-1.01347e-09	984.5566
0.08	-1.38205e-09	984.5504
0.09	-9.18174e-10	984.5514
0.1	-1.00527e-09	984.5544
0.11	-1.02e-09	984.5542
0.12	-9.10389e-10	984.5554
0.13	-1.22691e-09	984.5485
0.14	-9.54187e-10	984.561
0.15	-1.55532e-10	984.5411
0.16	-9.57119e-10	984.5426
0.17	-6.392e-10	984.5577
0.18	-3.24178e-10	984.5322
0.19	-5.53429e-10	984.5604
0.2	-3.84569e-11	984.5482
0.21	5.47397e-10	984.5527
0.22	9.00531e-10	984.5605
0.23	1.12251e-09	984.5641
0.24	2.1585e-09	984.5566
0.25	3.35081e-09	984.5453
0.26	4.97454e-09	984.5391
0.27	6.30153e-09	984.5218
0.28	8.67502e-09	984.5491
0.29	1.18511e-08	984.5469
0.3	1.58319e-08	984.5435
0.31	2.12579e-08	984.5245
0.32	2.76021e-08	984.5444
0.33	3.73424e-08	984.5604
0.34	5.01142e-08	984.545
0.35	6.72454e-08	984.5438
0.36	8.96228e-08	984.549
0.37	1.21473e-07	984.5346
0.38	1.64986e-07	984.5328
0.39	2.25955e-07	984.5355
0.4	3.11279e-07	984.5169
0.41	4.31645e-07	984.5316
0.42	6.03571e-07	984.5308
0.43	8.50032e-07	984.5149
0.44	1.20515e-06	984.5228
0.45	1.72308e-06	984.5316
0.46	2.47689e-06	984.5108
0.47	3.58629e-06	984.5266
0.48	5.21384e-06	984.5307
0.49	7.62633e-06	984.5268
0.5	1.11716e-05	984.5189
0.51	1.6426e-05	984.509
0.52	2.42101e-05	984.5099
0.53	3.56025e-05	984.5095
0.54	5.22599e-05	984.5063
0.55	7.61846e-05	984.5214
0.56	0.000110226	984.53
0.57	0.000157263	984.4973
0.58	0.000221014	984.5151
0.59	0.000304086	984.4916
0.6	0.000409531	984.5066
0.61	0.000537863	984.5051
0.62	0.000689539	984.5201
0.63	0.000864312	984.4934
0.64	0.00105965	984.4974
0.65	0.00127451	984.4716
0.66	0.00150549	984.5032
0.67	0.00175223	984.4996
0.68	0.00201096	984.4911
0.69	0.00228217	984.4831
0.7	0.00256223	984.5035
0.71	0.00285119	984.4883
0.72	0.00314878	984.4989
0.73	0.00345247	984.4894
0.74	0.00376303	984.4859
0.75	0.00407816	984.4995
0.76	0.00439924	984.5099
0.77	0.0047235	984.4775
0.78	0.00505291	984.4935
0.79	0.0053846	984.4891
0.8	0.00572082	984.4899
0.81	0.00605885	984.4971
0.82	0.00639982	984.491
0.83	0.0067444	984.4807
0.84	0.0070902	984.4829
0.85	0.00743926	984.4816
0.86	0.00778901	984.4919
0.87	0.00814191	984.5008
0.88	0.00849524	984.4767
0.89	0.00885161	984.4784
0.9	0.00920813	984.4841
0.91	0.00956605	984.4758
0.92	0.00992651	984.4662
0.93	0.0102867	984.4667
0.94	0.0106495	984.4802
0.95	0.011012	984.4846
0.96	0.0113768	984.4674
0.97	0.0117412	984.4835
0.98	0.0121081	984.4785
0.99	0.0124738	984.4761
1.0	0.0128379	984.46
