V_sipm	I_sipm	R_rtd
0.01	-1.09868e-09	984.0801
0.02	-8.9587e-10	984.0918
0.03	-1.10755e-09	984.0724
0.04	-8.27062e-10	984.0629
0.05	-9.0909e-10	984.0628
0.06	-1.23758e-09	984.0797
0.07	-5.24676e-10	984.0594
0.08	-9.10687e-10	984.0637
0.09	-1.22942e-09	984.0621
0.1	-1.07285e-09	984.0562
0.11	-8.08215e-10	984.0546
0.12	-1.10315e-09	984.0461
0.13	-1.02133e-09	984.0485
0.14	-7.00915e-10	984.0427
0.15	-7.5947e-10	984.0262
0.16	-8.17215e-10	984.0238
0.17	-7.04312e-10	984.0338
0.18	2.32577e-10	984.0317
0.19	-2.64943e-10	984.0331
0.2	6.7234e-12	984.0204
0.21	5.81956e-10	984.0262
0.22	5.62799e-10	984.029
0.23	1.44522e-09	984.0098
0.24	2.31572e-09	984.0303
0.25	3.24198e-09	984.0052
0.26	4.67594e-09	983.9987
0.27	6.41863e-09	984.0111
0.28	8.22862e-09	983.9889
0.29	1.20755e-08	983.9988
0.3	1.51413e-08	984.0114
0.31	2.08423e-08	983.9931
0.32	2.7891e-08	983.9763
0.33	3.69075e-08	983.9918
0.34	4.95618e-08	983.968
0.35	6.64561e-08	983.9778
0.36	8.86158e-08	983.9813
0.37	1.20139e-07	983.9699
0.38	1.63067e-07	983.9563
0.39	2.23003e-07	983.9725
0.4	3.07546e-07	983.963
0.41	4.26371e-07	983.9477
0.42	5.95425e-07	983.9498
0.43	8.38974e-07	983.9521
0.44	1.18929e-06	983.9311
0.45	1.70015e-06	983.9363
0.46	2.44334e-06	983.9335
0.47	3.53757e-06	983.9319
0.48	5.14271e-06	983.9229
0.49	7.52191e-06	983.9333
0.5	1.10194e-05	983.9226
0.51	1.62069e-05	983.8962
0.52	2.38822e-05	983.9159
0.53	3.51278e-05	983.9363
0.54	5.15821e-05	983.9306
0.55	7.52256e-05	983.9219
0.56	0.000108903	983.9147
0.57	0.000155439	983.9023
0.58	0.000218619	983.9255
0.59	0.000301046	983.8973
0.6	0.000405804	983.9119
0.61	0.000533414	983.902
0.62	0.000684498	983.9092
0.63	0.000858632	983.9026
0.64	0.00105341	983.9072
0.65	0.00126784	983.8802
0.66	0.0014983	983.8746
0.67	0.00174458	983.8721
0.68	0.00200316	983.8821
0.69	0.00227389	983.8784
0.7	0.0025538	983.8788
0.71	0.00284264	983.8805
0.72	0.00314	983.8994
0.73	0.00344335	983.8876
0.74	0.00375382	983.8823
0.75	0.00406859	983.8799
0.76	0.00438945	983.8638
0.77	0.00471369	983.8737
0.78	0.00504304	983.879
0.79	0.00537479	983.866
0.8	0.00571105	983.871
0.81	0.0060489	983.8735
0.82	0.0063897	983.8677
0.83	0.00673441	983.8583
0.84	0.00708001	983.8546
0.85	0.00742887	983.8478
0.86	0.00777866	983.8635
0.87	0.0081316	983.8478
0.88	0.008485	983.8497
0.89	0.00884133	983.8594
0.9	0.00919779	983.868
0.91	0.00955557	983.8522
0.92	0.00991605	983.8378
0.93	0.010276	983.8385
0.94	0.010639	983.8436
0.95	0.0110015	983.8434
0.96	0.0113661	983.8474
0.97	0.0117307	983.8323
0.98	0.0120973	983.8383
0.99	0.0124631	983.83
1.0	0.0128269	983.8305
