time	R	I
0.0	1028.29	9.7e-05
0.01	1028.3	9.7e-05
0.02	1028.29	9.7e-05
0.03	1028.28	9.7e-05
0.04	1028.3	9.7e-05
0.05	1028.3	9.7e-05
0.06	1028.31	9.7e-05
0.07	1028.28	9.7e-05
0.08	1028.3	9.7e-05
0.09	1028.29	9.7e-05
0.1	1028.29	9.7e-05
0.11	1028.3	9.7e-05
0.12	1028.3	9.7e-05
0.13	1028.3	9.7e-05
0.14	1028.28	9.7e-05
0.15	1028.29	9.7e-05
0.16	1028.29	9.7e-05
0.17	1028.27	9.7e-05
0.18	1028.29	9.7e-05
0.19	1028.29	9.7e-05
0.2	1028.28	9.7e-05
0.21	1028.28	9.7e-05
0.22	1028.3	9.7e-05
0.23	1028.28	9.7e-05
0.24	1028.28	9.7e-05
0.25	1028.27	9.7e-05
0.26	1028.29	9.7e-05
0.27	1028.31	9.7e-05
0.28	1028.27	9.7e-05
0.29	1028.31	9.7e-05
0.3	1028.32	9.7e-05
0.31	1028.31	9.7e-05
0.32	1028.3	9.7e-05
0.33	1028.3	9.7e-05
0.34	1028.29	9.7e-05
0.35	1028.31	9.7e-05
0.36	1028.31	9.7e-05
0.37	1028.32	9.7e-05
0.38	1028.32	9.7e-05
0.39	1028.29	9.7e-05
0.4	1028.31	9.7e-05
0.41	1028.29	9.7e-05
0.42	1028.32	9.7e-05
0.43	1028.3	9.7e-05
0.44	1028.33	9.7e-05
0.45	1028.3	9.7e-05
0.46	1028.3	9.7e-05
0.47	1028.3	9.7e-05
0.48	1028.31	9.7e-05
0.49	1028.3	9.7e-05
0.5	1028.3	9.7e-05
0.51	1028.31	9.7e-05
0.52	1028.32	9.7e-05
0.53	1028.28	9.7e-05
0.54	1028.29	9.7e-05
0.55	1028.29	9.7e-05
0.56	1028.29	9.7e-05
0.57	1028.28	9.7e-05
0.58	1028.27	9.7e-05
0.59	1028.3	9.7e-05
0.6	1028.3	9.7e-05
0.61	1028.29	9.7e-05
0.62	1028.27	9.7e-05
0.63	1028.3	9.7e-05
0.64	1028.31	9.7e-05
0.65	1028.3	9.7e-05
0.66	1028.29	9.7e-05
0.67	1028.3	9.7e-05
0.68	1028.32	9.7e-05
0.69	1028.33	9.7e-05
0.7	1028.31	9.7e-05
0.71	1028.31	9.7e-05
0.72	1028.32	9.7e-05
0.73	1028.33	9.7e-05
0.74	1028.34	9.7e-05
0.75	1028.33	9.7e-05
0.76	1028.32	9.7e-05
0.77	1028.32	9.7e-05
0.78	1028.33	9.7e-05
0.79	1028.36	9.7e-05
0.8	1028.34	9.7e-05
0.81	1028.35	9.7e-05
0.82	1028.34	9.7e-05
0.83	1028.34	9.7e-05
0.84	1028.36	9.7e-05
0.85	1028.34	9.7e-05
0.86	1028.35	9.7e-05
0.87	1028.32	9.7e-05
0.88	1028.35	9.7e-05
0.89	1028.35	9.7e-05
0.9	1028.35	9.7e-05
0.91	1028.34	9.7e-05
0.92	1028.34	9.7e-05
0.93	1028.33	9.7e-05
0.94	1028.35	9.7e-05
0.95	1028.34	9.7e-05
0.96	1028.35	9.7e-05
0.97	1028.34	9.7e-05
0.98	1028.32	9.7e-05
0.99	1028.35	9.7e-05
