V_sipm	I_sipm	R_rtd
0.01	-1.05103e-09	1092.597
0.02	-8.46255e-10	1092.571
0.03	-8.61657e-10	1092.572
0.04	-9.64165e-10	1092.578
0.05	-1.08842e-09	1092.575
0.06	-9.7692e-10	1092.598
0.07	-7.13933e-10	1092.575
0.08	-1.5204e-10	1092.574
0.09	-7.65264e-10	1092.57
0.1	-4.93205e-10	1092.563
0.11	-2.15697e-10	1092.582
0.12	8.42929e-11	1092.581
0.13	1.19674e-10	1092.567
0.14	6.52719e-10	1092.582
0.15	1.04463e-09	1092.552
0.16	1.89309e-09	1092.566
0.17	2.82886e-09	1092.571
0.18	4.05107e-09	1092.585
0.19	5.90018e-09	1092.596
0.2	7.50784e-09	1092.562
0.21	9.89717e-09	1092.586
0.22	1.21846e-08	1092.57
0.23	1.7296e-08	1092.571
0.24	2.27302e-08	1092.565
0.25	2.96918e-08	1092.589
0.26	3.91551e-08	1092.579
0.27	5.16986e-08	1092.574
0.28	6.82338e-08	1092.582
0.29	8.99052e-08	1092.595
0.3	1.19625e-07	1092.579
0.31	1.59504e-07	1092.579
0.32	2.13974e-07	1092.575
0.33	2.88221e-07	1092.562
0.34	3.90933e-07	1092.573
0.35	5.32723e-07	1092.578
0.36	7.30859e-07	1092.571
0.37	1.00736e-06	1092.557
0.38	1.39798e-06	1092.571
0.39	1.94853e-06	1092.552
0.4	2.73283e-06	1092.582
0.41	3.84594e-06	1092.581
0.42	5.4364e-06	1092.578
0.43	7.72053e-06	1092.591
0.44	1.09747e-05	1092.562
0.45	1.56747e-05	1092.549
0.46	2.23762e-05	1092.582
0.47	3.19792e-05	1092.561
0.48	4.55596e-05	1092.557
0.49	6.47619e-05	1092.569
0.5	9.14064e-05	1092.563
0.51	0.000127925	1092.557
0.52	0.000177228	1092.565
0.53	0.000241823	1092.561
0.54	0.000324798	1092.57
0.55	0.000427718	1092.564
0.56	0.000552471	1092.543
0.57	0.000698555	1092.568
0.58	0.00086649	1092.569
0.59	0.00105417	1092.544
0.6	0.00126107	1092.56
0.61	0.00148409	1092.556
0.62	0.00172222	1092.567
0.63	0.00197472	1092.551
0.64	0.00223814	1092.56
0.65	0.00251331	1092.56
0.66	0.00279681	1092.53
0.67	0.00308962	1092.548
0.68	0.00338878	1092.554
0.69	0.00369581	1092.56
0.7	0.00400748	1092.557
0.71	0.00432477	1092.55
0.72	0.00464764	1092.568
0.73	0.00497414	1092.53
0.74	0.00530555	1092.556
0.75	0.00563982	1092.54
0.76	0.00597822	1092.556
0.77	0.00631884	1092.561
0.78	0.00666337	1092.541
0.79	0.00700942	1092.561
0.8	0.00735904	1092.545
0.81	0.00770952	1092.543
0.82	0.00806231	1092.563
0.83	0.00841821	1092.535
0.84	0.00877486	1092.535
0.85	0.00913431	1092.539
0.86	0.00949422	1092.534
0.87	0.00985689	1092.555
0.88	0.010219	1092.552
0.89	0.0105846	1092.537
0.9	0.0109501	1092.534
0.91	0.0113166	1092.538
0.92	0.0116857	1092.544
0.93	0.0120543	1092.537
0.94	0.0124255	1092.544
0.95	0.0127964	1092.531
0.96	0.0131689	1092.554
0.97	0.0135414	1092.537
0.98	0.0139158	1092.539
0.99	0.0142891	1092.545
1.0	0.0146599	1092.536
