V_sipm	I_sipm	R_rtd
20.0	-1.11196e-08	1044.127
20.1	9.77776e-09	1044.136
20.2	6.52374e-09	1044.144
20.3	4.40189e-09	1044.126
20.4	4.68433e-09	1044.139
20.5	5.47766e-09	1044.142
20.6	4.01688e-09	1044.146
20.7	4.44373e-09	1044.15
20.8	4.62973e-09	1044.151
20.9	5.76221e-09	1044.156
21.0	6.14191e-09	1044.175
21.1	5.12604e-09	1044.154
21.2	4.09671e-09	1044.156
21.3	4.11978e-09	1044.158
21.4	6.13338e-09	1044.157
21.5	5.4572e-09	1044.169
21.6	4.1918e-09	1044.157
21.7	3.15937e-09	1044.145
21.8	5.94661e-09	1044.145
21.9	6.03362e-09	1044.14
22.0	4.75863e-09	1044.156
22.1	4.07598e-09	1044.155
22.2	4.35872e-09	1044.165
22.3	5.47317e-09	1044.155
22.4	6.14895e-09	1044.153
22.5	4.25427e-09	1044.15
22.6	5.41196e-09	1044.164
22.7	4.39523e-09	1044.151
22.8	3.53924e-09	1044.164
22.9	6.3935e-09	1044.155
23.0	5.9648e-09	1044.163
23.1	4.72929e-09	1044.156
23.2	4.298e-09	1044.165
23.3	4.78169e-09	1044.154
23.4	6.18554e-09	1044.153
23.5	6.37156e-09	1044.166
23.6	4.59572e-09	1044.156
23.7	4.85573e-09	1044.16
23.8	6.14728e-09	1044.155
23.9	4.84766e-09	1044.158
24.0	5.19848e-09	1044.147
24.1	5.43405e-09	1044.161
24.2	6.80741e-09	1044.159
24.3	8.36276e-09	1044.149
24.4	9.74905e-09	1044.161
24.5	3.29666e-08	1044.167
24.6	3.32102e-07	1044.172
24.7	1.24556e-06	1044.156
24.8	2.62104e-06	1044.156
24.9	4.522e-06	1044.154
25.0	6.7861e-06	1044.161
25.1	9.43631e-06	1044.179
25.2	1.26119e-05	1044.168
25.3	1.59835e-05	1044.161
25.4	1.98434e-05	1044.171
25.5	2.38418e-05	1044.158
25.6	2.83374e-05	1044.171
25.7	3.29686e-05	1044.163
25.8	3.7924e-05	1044.156
25.9	4.30627e-05	1044.162
26.0	4.84337e-05	1044.171
26.1	5.43066e-05	1044.171
26.2	6.0103e-05	1044.168
26.3	6.64024e-05	1044.159
26.4	7.27041e-05	1044.162
26.5	7.94528e-05	1044.159
26.6	8.6137e-05	1044.163
26.7	9.33628e-05	1044.154
26.8	0.000100555	1044.18
26.9	0.000107915	1044.16
27.0	0.000115757	1044.151
27.1	0.000123653	1044.175
27.2	0.000131952	1044.162
27.3	0.000140182	1044.158
27.4	0.000149203	1044.146
27.5	0.00015807	1044.172
27.6	0.000167396	1044.159
27.7	0.000176845	1044.159
27.8	0.000186704	1044.152
27.9	0.000196512	1044.148
28.0	0.00020674	1044.166
28.1	0.000217802	1044.139
28.2	0.000228506	1044.162
28.3	0.000239908	1044.148
28.4	0.000251509	1044.152
28.5	0.000263634	1044.172
28.6	0.00027614	1044.153
28.7	0.000289255	1044.155
28.8	0.000302015	1044.151
28.9	0.000315506	1044.156
29.0	0.000330158	1044.15
29.1	0.000344544	1044.142
29.2	0.000359925	1044.145
29.3	0.000375181	1044.146
29.4	0.000391689	1044.15
29.5	0.000408665	1044.14
29.6	0.000426522	1044.146
29.7	0.000444996	1044.157
29.8	0.000463526	1044.162
29.9	0.000484019	1044.127
