V_sipm	I_sipm	R_rtd
20.0	-1.12958e-08	1043.655
20.1	9.48428e-09	1043.635
20.2	5.11848e-09	1043.652
20.3	4.31858e-09	1043.633
20.4	4.67525e-09	1043.629
20.5	6.86295e-09	1043.636
20.6	5.36573e-09	1043.624
20.7	3.36524e-09	1043.633
20.8	5.20498e-09	1043.64
20.9	6.70166e-09	1043.623
21.0	5.78874e-09	1043.635
21.1	4.70819e-09	1043.602
21.2	4.41415e-09	1043.619
21.3	5.33332e-09	1043.612
21.4	6.40435e-09	1043.632
21.5	4.81451e-09	1043.605
21.6	4.44118e-09	1043.63
21.7	5.04293e-09	1043.609
21.8	4.79391e-09	1043.626
21.9	4.77257e-09	1043.633
22.0	4.53671e-09	1043.626
22.1	4.93296e-09	1043.628
22.2	6.1446e-09	1043.627
22.3	6.47851e-09	1043.627
22.4	5.12329e-09	1043.602
22.5	4.5894e-09	1043.601
22.6	5.84577e-09	1043.611
22.7	6.85142e-09	1043.617
22.8	5.21349e-09	1043.599
22.9	3.7794e-09	1043.64
23.0	5.82624e-09	1043.602
23.1	6.89787e-09	1043.625
23.2	5.40726e-09	1043.628
23.3	4.7411e-09	1043.606
23.4	5.41674e-09	1043.6
23.5	6.60177e-09	1043.6
23.6	6.704e-09	1043.586
23.7	4.95498e-09	1043.617
23.8	5.86313e-09	1043.603
23.9	7.52162e-09	1043.607
24.0	4.81704e-09	1043.601
24.1	6.02109e-09	1043.607
24.2	7.44902e-09	1043.595
24.3	9.34182e-09	1043.587
24.4	1.0542e-08	1043.596
24.5	3.57563e-08	1043.607
24.6	3.55512e-07	1043.601
24.7	1.27654e-06	1043.616
24.8	2.64501e-06	1043.593
24.9	4.52896e-06	1043.602
25.0	6.76683e-06	1043.572
25.1	9.39247e-06	1043.584
25.2	1.24977e-05	1043.607
25.3	1.58311e-05	1043.606
25.4	1.96137e-05	1043.597
25.5	2.35678e-05	1043.595
25.6	2.79449e-05	1043.583
25.7	3.24992e-05	1043.602
25.8	3.74573e-05	1043.594
25.9	4.24026e-05	1043.596
26.0	4.76901e-05	1043.578
26.1	5.34065e-05	1043.588
26.2	5.90516e-05	1043.602
26.3	6.5225e-05	1043.598
26.4	7.14663e-05	1043.575
26.5	7.80957e-05	1043.599
26.6	8.47744e-05	1043.6
26.7	9.17468e-05	1043.597
26.8	9.8823e-05	1043.606
26.9	0.000106135	1043.594
27.0	0.000113761	1043.598
27.1	0.000121518	1043.587
27.2	0.000129712	1043.588
27.3	0.000137867	1043.603
27.4	0.000146599	1043.6
27.5	0.000155172	1043.595
27.6	0.000164449	1043.584
27.7	0.000173522	1043.613
27.8	0.000183369	1043.601
27.9	0.000192693	1043.607
28.0	0.000202699	1043.593
28.1	0.00021344	1043.591
28.2	0.000223947	1043.592
28.3	0.000235402	1043.6
28.4	0.00024661	1043.594
28.5	0.00025877	1043.603
28.6	0.000270723	1043.596
28.7	0.000283628	1043.578
28.8	0.000296047	1043.585
28.9	0.000309489	1043.593
29.0	0.000324035	1043.603
29.1	0.000337996	1043.581
29.2	0.000353282	1043.596
29.3	0.000368392	1043.575
29.4	0.000385158	1043.579
29.5	0.000401294	1043.595
29.6	0.000419058	1043.603
29.7	0.000436934	1043.586
29.8	0.000455339	1043.59
29.9	0.000474539	1043.598
