V_sipm	I_sipm	R_rtd
20.0	-1.25683e-08	984.5636
20.1	7.61919e-09	984.5568
20.2	5.37894e-09	984.5511
20.3	3.95421e-09	984.5703
20.4	4.03584e-09	984.553
20.5	4.83663e-09	984.5679
20.6	3.84722e-09	984.5455
20.7	4.04677e-09	984.5629
20.8	5.50059e-09	984.5669
20.9	2.59451e-09	984.5609
21.0	3.97855e-09	984.5616
21.1	5.06432e-09	984.5646
21.2	4.51828e-09	984.5589
21.3	3.90632e-09	984.5505
21.4	3.87162e-09	984.5483
21.5	5.12348e-09	984.5577
21.6	4.74819e-09	984.5801
21.7	3.89457e-09	984.5594
21.8	5.17391e-09	984.5471
21.9	4.5954e-09	984.5567
22.0	2.15669e-09	984.5629
22.1	5.15538e-09	984.5383
22.2	4.5803e-09	984.5782
22.3	3.913e-09	984.571
22.4	4.06282e-09	984.5483
22.5	5.6628e-09	984.5715
22.6	4.37465e-09	984.5552
22.7	4.06678e-09	984.5714
22.8	5.51255e-09	984.5662
22.9	4.85377e-09	984.5522
23.0	4.16878e-09	984.5772
23.1	2.94274e-09	984.5578
23.2	4.53385e-09	984.5891
23.3	4.18534e-09	984.5482
23.4	4.34486e-09	984.5514
23.5	4.82241e-09	984.5703
23.6	5.02329e-09	984.5516
23.7	3.98743e-09	984.5574
23.8	4.31907e-09	984.5623
23.9	4.82268e-09	984.5566
24.0	4.69327e-09	984.5662
24.1	5.29602e-09	984.5444
24.2	5.66969e-09	984.5576
24.3	2.55703e-08	984.5501
24.4	2.01615e-07	984.5769
24.5	5.88797e-07	984.5523
24.6	1.12908e-06	984.5518
24.7	1.86001e-06	984.5647
24.8	2.7159e-06	984.5582
24.9	3.74536e-06	984.5615
25.0	4.85737e-06	984.5588
25.1	6.11091e-06	984.5553
25.2	7.51663e-06	984.5505
25.3	9.00545e-06	984.5369
25.4	1.06426e-05	984.5369
25.5	1.23103e-05	984.5231
25.6	1.41619e-05	984.5372
25.7	1.60263e-05	984.526
25.8	1.8025e-05	984.5403
25.9	2.00409e-05	984.5513
26.0	2.21693e-05	984.5523
26.1	2.43708e-05	984.5359
26.2	2.67263e-05	984.5464
26.3	2.91088e-05	984.5486
26.4	3.1598e-05	984.5401
26.5	3.42003e-05	984.5374
26.6	3.68301e-05	984.5452
26.7	3.9664e-05	984.5436
26.8	4.23969e-05	984.5275
26.9	4.52047e-05	984.5476
27.0	4.82933e-05	984.5488
27.1	5.14518e-05	984.541
27.2	5.4644e-05	984.5538
27.3	5.78043e-05	984.5413
27.4	6.13221e-05	984.5357
27.5	6.47989e-05	984.5368
27.6	6.83483e-05	984.5154
27.7	7.19793e-05	984.53
27.8	7.59341e-05	984.536
27.9	7.97486e-05	984.5284
28.0	8.38348e-05	984.5236
28.1	8.79453e-05	984.5206
28.2	9.2245e-05	984.5357
28.3	9.68181e-05	984.5051
28.4	0.000101366	984.5122
28.5	0.000106183	984.5228
28.6	0.000110987	984.5107
28.7	0.000116141	984.5355
28.8	0.00012147	984.5132
28.9	0.00012666	984.5055
29.0	0.000132243	984.5004
29.1	0.000137993	984.5113
29.2	0.000144279	984.5195
29.3	0.000150219	984.525
29.4	0.000157021	984.4998
29.5	0.000163823	984.5255
29.6	0.000171331	984.5197
29.7	0.000178255	984.5387
29.8	0.000185846	984.496
29.9	0.000193805	984.5319
