V_sipm	I_sipm	R_rtd
20.0	-9.66194e-09	984.0868
20.1	7.69912e-09	984.0597
20.2	5.09938e-09	984.0836
20.3	4.01987e-09	984.1051
20.4	4.14869e-09	984.0964
20.5	5.02226e-09	984.1307
20.6	3.77904e-09	984.1151
20.7	2.35825e-09	984.1119
20.8	4.37648e-09	984.1082
20.9	4.01614e-09	984.1096
21.0	3.90414e-09	984.1139
21.1	5.10058e-09	984.1244
21.2	4.30069e-09	984.1219
21.3	3.99472e-09	984.1278
21.4	4.08168e-09	984.1387
21.5	3.87502e-09	984.1298
21.6	4.03135e-09	984.1299
21.7	4.08003e-09	984.1279
21.8	2.63133e-09	984.1359
21.9	3.96941e-09	984.1484
22.0	4.41006e-09	984.1581
22.1	4.83159e-09	984.1498
22.2	3.90104e-09	984.1539
22.3	3.90514e-09	984.1696
22.4	4.23222e-09	984.1551
22.5	4.83941e-09	984.1682
22.6	3.95066e-09	984.1581
22.7	5.15187e-09	984.1477
22.8	4.59207e-09	984.1563
22.9	2.22793e-09	984.1644
23.0	4.65254e-09	984.1684
23.1	4.7508e-09	984.1794
23.2	3.91274e-09	984.1765
23.3	3.93705e-09	984.1886
23.4	5.37868e-09	984.1714
23.5	4.7022e-09	984.2
23.6	2.16457e-09	984.1846
23.7	5.37213e-09	984.189
23.8	4.40418e-09	984.1781
23.9	2.62719e-09	984.1725
24.0	5.9073e-09	984.1738
24.1	4.91148e-09	984.17
24.2	6.6851e-09	984.176
24.3	2.73233e-08	984.2039
24.4	2.03851e-07	984.213
24.5	5.88033e-07	984.1992
24.6	1.12951e-06	984.1879
24.7	1.8598e-06	984.1989
24.8	2.7092e-06	984.2011
24.9	3.72986e-06	984.1844
25.0	4.86662e-06	984.22
25.1	6.11046e-06	984.1961
25.2	7.50788e-06	984.2039
25.3	8.97886e-06	984.2086
25.4	1.06663e-05	984.2202
25.5	1.22977e-05	984.2094
25.6	1.41285e-05	984.2042
25.7	1.59843e-05	984.2015
25.8	1.80041e-05	984.2103
25.9	2.00634e-05	984.2317
26.0	2.21788e-05	984.2222
26.1	2.4452e-05	984.2267
26.2	2.67502e-05	984.2108
26.3	2.91895e-05	984.2026
26.4	3.17345e-05	984.2173
26.5	3.43228e-05	984.222
26.6	3.69182e-05	984.2289
26.7	3.97171e-05	984.2154
26.8	4.24625e-05	984.2288
26.9	4.52976e-05	984.2347
27.0	4.83238e-05	984.2289
27.1	5.14059e-05	984.2186
27.2	5.46831e-05	984.2058
27.3	5.78229e-05	984.216
27.4	6.14243e-05	984.2131
27.5	6.47923e-05	984.2184
27.6	6.85586e-05	984.2067
27.7	7.21105e-05	984.2248
27.8	7.5886e-05	984.2314
27.9	7.98177e-05	984.2435
28.0	8.38135e-05	984.2307
28.1	8.8032e-05	984.236
28.2	9.22546e-05	984.2366
28.3	9.65275e-05	984.223
28.4	0.000101134	984.2118
28.5	0.000106025	984.2126
28.6	0.000110734	984.2146
28.7	0.000115766	984.2451
28.8	0.000120987	984.217
28.9	0.000126285	984.2291
29.0	0.000132029	984.2343
29.1	0.000137544	984.2083
29.2	0.000143493	984.2316
29.3	0.000149601	984.2302
29.4	0.000156135	984.2205
29.5	0.000162803	984.2354
29.6	0.000169828	984.2183
29.7	0.000177129	984.2444
29.8	0.000184823	984.2341
29.9	0.000192572	984.2322
