time	R	I
0.0	942.549	9.7e-05
0.01	942.532	9.7e-05
0.02	942.519	9.7e-05
0.03	942.51	9.7e-05
0.04	942.506	9.7e-05
0.05	942.512	9.7e-05
0.06	942.505	9.7e-05
0.07	942.525	9.7e-05
0.08	942.523	9.7e-05
0.09	942.511	9.7e-05
0.1	942.524	9.7e-05
0.11	942.517	9.7e-05
0.12	942.51	9.7e-05
0.13	942.518	9.7e-05
0.14	942.538	9.7e-05
0.15	942.516	9.7e-05
0.16	942.492	9.7e-05
0.17	942.494	9.7e-05
0.18	942.498	9.7e-05
0.19	942.503	9.7e-05
0.2	942.496	9.7e-05
0.21	942.498	9.7e-05
0.22	942.504	9.7e-05
0.23	942.497	9.7e-05
0.24	942.503	9.7e-05
0.25	942.51	9.7e-05
0.26	942.5	9.7e-05
0.27	942.514	9.7e-05
0.28	942.495	9.7e-05
0.29	942.526	9.7e-05
0.3	942.518	9.7e-05
0.31	942.511	9.7e-05
0.32	942.507	9.7e-05
0.33	942.524	9.7e-05
0.34	942.529	9.7e-05
0.35	942.508	9.7e-05
0.36	942.498	9.7e-05
0.37	942.497	9.7e-05
0.38	942.504	9.7e-05
0.39	942.48	9.7e-05
0.4	942.468	9.7e-05
0.41	942.493	9.7e-05
0.42	942.505	9.7e-05
0.43	942.489	9.7e-05
0.44	942.463	9.7e-05
0.45	942.462	9.7e-05
0.46	942.489	9.7e-05
0.47	942.509	9.7e-05
0.48	942.508	9.7e-05
0.49	942.488	9.7e-05
0.5	942.499	9.7e-05
0.51	942.515	9.7e-05
0.52	942.493	9.7e-05
0.53	942.496	9.7e-05
0.54	942.496	9.7e-05
0.55	942.487	9.7e-05
0.56	942.505	9.7e-05
0.57	942.491	9.7e-05
0.58	942.488	9.7e-05
0.59	942.462	9.7e-05
0.6	942.469	9.7e-05
0.61	942.494	9.7e-05
0.62	942.497	9.7e-05
0.63	942.481	9.7e-05
0.64	942.493	9.7e-05
0.65	942.498	9.7e-05
0.66	942.469	9.7e-05
0.67	942.485	9.7e-05
0.68	942.484	9.7e-05
0.69	942.496	9.7e-05
0.7	942.481	9.7e-05
0.71	942.481	9.7e-05
0.72	942.495	9.7e-05
0.73	942.505	9.7e-05
0.74	942.507	9.7e-05
0.75	942.525	9.7e-05
0.76	942.508	9.7e-05
0.77	942.512	9.7e-05
0.78	942.505	9.7e-05
0.79	942.508	9.7e-05
0.8	942.499	9.7e-05
0.81	942.504	9.7e-05
0.82	942.491	9.7e-05
0.83	942.486	9.7e-05
0.84	942.488	9.7e-05
0.85	942.504	9.7e-05
0.86	942.464	9.7e-05
0.87	942.467	9.7e-05
0.88	942.467	9.7e-05
0.89	942.462	9.7e-05
0.9	942.458	9.7e-05
0.91	942.482	9.7e-05
0.92	942.485	9.7e-05
0.93	942.465	9.7e-05
0.94	942.484	9.7e-05
0.95	942.486	9.7e-05
0.96	942.496	9.7e-05
0.97	942.491	9.7e-05
0.98	942.495	9.7e-05
0.99	942.5	9.7e-05
