time	R	I
0.0	942.897	9.7e-05
0.01	942.9	9.7e-05
0.02	942.874	9.7e-05
0.03	942.864	9.7e-05
0.04	942.867	9.7e-05
0.05	942.867	9.7e-05
0.06	942.868	9.7e-05
0.07	942.864	9.7e-05
0.08	942.871	9.7e-05
0.09	942.859	9.7e-05
0.1	942.828	9.7e-05
0.11	942.823	9.7e-05
0.12	942.85	9.7e-05
0.13	942.846	9.7e-05
0.14	942.832	9.7e-05
0.15	942.855	9.7e-05
0.16	942.845	9.7e-05
0.17	942.858	9.7e-05
0.18	942.857	9.7e-05
0.19	942.85	9.7e-05
0.2	942.833	9.7e-05
0.21	942.855	9.7e-05
0.22	942.847	9.7e-05
0.23	942.855	9.7e-05
0.24	942.839	9.7e-05
0.25	942.839	9.7e-05
0.26	942.837	9.7e-05
0.27	942.839	9.7e-05
0.28	942.843	9.7e-05
0.29	942.836	9.7e-05
0.3	942.815	9.7e-05
0.31	942.84	9.7e-05
0.32	942.848	9.7e-05
0.33	942.853	9.7e-05
0.34	942.832	9.7e-05
0.35	942.823	9.7e-05
0.36	942.852	9.7e-05
0.37	942.831	9.7e-05
0.38	942.824	9.7e-05
0.39	942.818	9.7e-05
0.4	942.803	9.7e-05
0.41	942.802	9.7e-05
0.42	942.829	9.7e-05
0.43	942.798	9.7e-05
0.44	942.812	9.7e-05
0.45	942.801	9.7e-05
0.46	942.805	9.7e-05
0.47	942.788	9.7e-05
0.48	942.776	9.7e-05
0.49	942.805	9.7e-05
0.5	942.77	9.7e-05
0.51	942.781	9.7e-05
0.52	942.78	9.7e-05
0.53	942.776	9.7e-05
0.54	942.786	9.7e-05
0.55	942.775	9.7e-05
0.56	942.774	9.7e-05
0.57	942.776	9.7e-05
0.58	942.76	9.7e-05
0.59	942.782	9.7e-05
0.6	942.788	9.7e-05
0.61	942.795	9.7e-05
0.62	942.783	9.7e-05
0.63	942.77	9.7e-05
0.64	942.771	9.7e-05
0.65	942.759	9.7e-05
0.66	942.77	9.7e-05
0.67	942.775	9.7e-05
0.68	942.79	9.7e-05
0.69	942.768	9.7e-05
0.7	942.789	9.7e-05
0.71	942.79	9.7e-05
0.72	942.755	9.7e-05
0.73	942.766	9.7e-05
0.74	942.752	9.7e-05
0.75	942.748	9.7e-05
0.76	942.731	9.7e-05
0.77	942.751	9.7e-05
0.78	942.764	9.7e-05
0.79	942.747	9.7e-05
0.8	942.73	9.7e-05
0.81	942.785	9.7e-05
0.82	942.765	9.7e-05
0.83	942.755	9.7e-05
0.84	942.756	9.7e-05
0.85	942.757	9.7e-05
0.86	942.766	9.7e-05
0.87	942.73	9.7e-05
0.88	942.771	9.7e-05
0.89	942.792	9.7e-05
0.9	942.796	9.7e-05
0.91	942.793	9.7e-05
0.92	942.784	9.7e-05
0.93	942.792	9.7e-05
0.94	942.778	9.7e-05
0.95	942.773	9.7e-05
0.96	942.776	9.7e-05
0.97	942.768	9.7e-05
0.98	942.749	9.7e-05
0.99	942.768	9.7e-05
