V_sipm	I_sipm	R_rtd
20.0	-1.10907e-08	1043.825
20.1	9.33197e-09	1043.83
20.2	4.57957e-09	1043.834
20.3	4.56169e-09	1043.848
20.4	5.07921e-09	1043.83
20.5	6.15065e-09	1043.832
20.6	4.9266e-09	1043.839
20.7	4.4963e-09	1043.834
20.8	4.50896e-09	1043.843
20.9	4.20401e-09	1043.84
21.0	5.69363e-09	1043.835
21.1	4.73894e-09	1043.85
21.2	4.3954e-09	1043.837
21.3	4.9e-09	1043.843
21.4	6.16193e-09	1043.848
21.5	5.51536e-09	1043.836
21.6	4.71618e-09	1043.851
21.7	5.05027e-09	1043.832
21.8	4.51645e-09	1043.839
21.9	4.78917e-09	1043.842
22.0	4.74819e-09	1043.844
22.1	5.46288e-09	1043.847
22.2	4.63613e-09	1043.85
22.3	4.68309e-09	1043.834
22.4	5.33038e-09	1043.854
22.5	4.59425e-09	1043.843
22.6	5.17044e-09	1043.836
22.7	6.80408e-09	1043.852
22.8	4.88094e-09	1043.862
22.9	4.76875e-09	1043.843
23.0	5.25135e-09	1043.847
23.1	4.98441e-09	1043.862
23.2	5.21747e-09	1043.859
23.3	4.83152e-09	1043.86
23.4	5.38923e-09	1043.863
23.5	6.29506e-09	1043.85
23.6	6.97378e-09	1043.863
23.7	5.66617e-09	1043.873
23.8	5.26903e-09	1043.865
23.9	6.64245e-09	1043.86
24.0	7.47277e-09	1043.87
24.1	6.42558e-09	1043.865
24.2	5.3097e-09	1043.87
24.3	8.73865e-09	1043.848
24.4	1.15268e-08	1043.858
24.5	3.50823e-08	1043.883
24.6	3.50202e-07	1043.893
24.7	1.27051e-06	1043.878
24.8	2.65004e-06	1043.885
24.9	4.53318e-06	1043.88
25.0	6.79558e-06	1043.87
25.1	9.42071e-06	1043.891
25.2	1.25698e-05	1043.911
25.3	1.59333e-05	1043.894
25.4	1.97586e-05	1043.899
25.5	2.36875e-05	1043.871
25.6	2.81645e-05	1043.893
25.7	3.27435e-05	1043.902
25.8	3.77127e-05	1043.895
25.9	4.27868e-05	1043.897
26.0	4.81673e-05	1043.897
26.1	5.38177e-05	1043.898
26.2	5.96132e-05	1043.911
26.3	6.59142e-05	1043.899
26.4	7.21009e-05	1043.9
26.5	7.87989e-05	1043.9
26.6	8.54983e-05	1043.925
26.7	9.27483e-05	1043.915
26.8	9.99261e-05	1043.912
26.9	0.000107067	1043.916
27.0	0.00011506	1043.919
27.1	0.000122872	1043.918
27.2	0.000131079	1043.926
27.3	0.000139324	1043.918
27.4	0.000148231	1043.935
27.5	0.000156996	1043.911
27.6	0.000166418	1043.916
27.7	0.000175853	1043.923
27.8	0.000185506	1043.929
27.9	0.000195577	1043.927
28.0	0.000205626	1043.933
28.1	0.00021657	1043.926
28.2	0.00022731	1043.927
28.3	0.0002387	1043.918
28.4	0.00024999	1043.933
28.5	0.000262049	1043.917
28.6	0.000274348	1043.928
28.7	0.000287893	1043.94
28.8	0.000300662	1043.942
28.9	0.00031382	1043.947
29.0	0.000328351	1043.937
29.1	0.00034263	1043.932
29.2	0.000357994	1043.936
29.3	0.00037352	1043.939
29.4	0.000390132	1043.952
29.5	0.000406787	1043.946
29.6	0.000424967	1043.958
29.7	0.000443188	1043.955
29.8	0.00046175	1043.958
29.9	0.000482189	1043.964
