V_sipm	I_sipm	R_rtd
0.01	-1.05623e-09	866.7729
0.02	-3.83794e-10	866.7508
0.03	-8.12471e-10	866.7557
0.04	-1.02147e-09	866.7559
0.05	-1.9469e-09	866.7603
0.06	-1.77222e-09	866.7369
0.07	-1.46267e-09	866.7761
0.08	-8.58128e-10	866.7509
0.09	-9.25815e-10	866.7469
0.1	-1.56739e-09	866.7388
0.11	-1.62033e-09	866.765
0.12	-8.85582e-10	866.745
0.13	-4.00257e-10	866.742
0.14	-8.237e-10	866.7408
0.15	-1.28123e-09	866.7484
0.16	-1.89363e-09	866.7618
0.17	-1.63807e-09	866.7508
0.18	-8.90172e-10	866.7456
0.19	-8.00538e-10	866.7407
0.2	-1.33826e-09	866.765
0.21	-1.71592e-09	866.733
0.22	-8.65591e-10	866.7397
0.23	-6.08814e-10	866.7477
0.24	-1.31786e-10	866.7407
0.25	-8.26931e-10	866.7321
0.26	-1.20978e-09	866.7268
0.27	-4.79054e-10	866.7296
0.28	-2.58791e-10	866.7263
0.29	2.35093e-10	866.73
0.3	2.36797e-10	866.7267
0.31	6.88004e-10	866.7249
0.32	1.88562e-09	866.7239
0.33	2.22943e-09	866.732
0.34	5.11216e-09	866.7198
0.35	4.67615e-09	866.712
0.36	8.1638e-09	866.701
0.37	1.21818e-08	866.7116
0.38	1.66317e-08	866.7156
0.39	2.25948e-08	866.7037
0.4	3.07842e-08	866.7018
0.41	4.21809e-08	866.7067
0.42	5.79135e-08	866.6962
0.43	7.9467e-08	866.691
0.44	1.1033e-07	866.6959
0.45	1.54358e-07	866.6878
0.46	2.17706e-07	866.6943
0.47	3.10374e-07	866.687
0.48	4.46129e-07	866.6859
0.49	6.48606e-07	866.6793
0.5	9.50503e-07	866.7011
0.51	1.40586e-06	866.694
0.52	2.0995e-06	866.6992
0.53	3.1552e-06	866.6851
0.54	4.78103e-06	866.6735
0.55	7.27182e-06	866.709
0.56	1.11058e-05	866.6838
0.57	1.70132e-05	866.6788
0.58	2.61055e-05	866.6747
0.59	3.98878e-05	866.6754
0.6	6.07137e-05	866.6664
0.61	9.13554e-05	866.659
0.62	0.000135509	866.6818
0.63	0.000197401	866.6647
0.64	0.000280277	866.6611
0.65	0.000387535	866.66
0.66	0.000519762	866.6591
0.67	0.000677657	866.6588
0.68	0.000858606	866.6476
0.69	0.00106189	866.6559
0.7	0.00128318	866.6593
0.71	0.00152121	866.6526
0.72	0.00177403	866.6461
0.73	0.00203861	866.6564
0.74	0.00231475	866.6598
0.75	0.00259935	866.6502
0.76	0.00289276	866.6486
0.77	0.00319227	866.6489
0.78	0.00349895	866.6326
0.79	0.00381033	866.6329
0.8	0.00412749	866.65
0.81	0.00444754	866.6434
0.82	0.00477191	866.6415
0.83	0.00510066	866.6219
0.84	0.00543139	866.6343
0.85	0.00576607	866.6306
0.86	0.00610242	866.6266
0.87	0.00644215	866.6275
0.88	0.00678303	866.621
0.89	0.00712724	866.6205
0.9	0.00747191	866.618
0.91	0.00781829	866.6225
0.92	0.00816751	866.6339
0.93	0.00851696	866.6179
0.94	0.00886917	866.6303
0.95	0.00922126	866.6172
0.96	0.00957565	866.6254
0.97	0.00993011	866.6331
0.98	0.0102861	866.6041
0.99	0.0106421	866.6212
1.0	0.0109966	866.6091
