N	R	I
0	881.226	9.7e-05
1	881.244	9.7e-05
2	881.224	9.7e-05
3	881.21	9.7e-05
4	881.199	9.7e-05
5	881.22	9.7e-05
6	881.215	9.7e-05
7	881.222	9.7e-05
8	881.218	9.7e-05
9	881.244	9.7e-05
10	881.22	9.7e-05
11	881.226	9.7e-05
12	881.215	9.7e-05
13	881.24	9.7e-05
14	881.237	9.7e-05
15	881.225	9.7e-05
16	881.209	9.7e-05
17	881.223	9.7e-05
18	881.229	9.7e-05
19	881.234	9.7e-05
20	881.239	9.7e-05
21	881.214	9.7e-05
22	881.209	9.7e-05
23	881.204	9.7e-05
24	881.229	9.7e-05
25	881.228	9.7e-05
26	881.228	9.7e-05
27	881.232	9.7e-05
28	881.22	9.7e-05
29	881.25	9.7e-05
30	881.224	9.7e-05
31	881.208	9.7e-05
32	881.211	9.7e-05
33	881.215	9.7e-05
34	881.2	9.7e-05
35	881.205	9.7e-05
36	881.224	9.7e-05
37	881.224	9.7e-05
38	881.209	9.7e-05
39	881.215	9.7e-05
40	881.227	9.7e-05
41	881.201	9.7e-05
42	881.189	9.7e-05
43	881.2	9.7e-05
44	881.192	9.7e-05
45	881.214	9.7e-05
46	881.231	9.7e-05
47	881.205	9.7e-05
48	881.228	9.7e-05
49	881.224	9.7e-05
50	881.244	9.7e-05
51	881.236	9.7e-05
52	881.229	9.7e-05
53	881.234	9.7e-05
54	881.232	9.7e-05
55	881.265	9.7e-05
56	881.262	9.7e-05
57	881.256	9.7e-05
58	881.242	9.7e-05
59	881.257	9.7e-05
60	881.243	9.7e-05
61	881.235	9.7e-05
62	881.24	9.7e-05
63	881.232	9.7e-05
64	881.232	9.7e-05
65	881.245	9.7e-05
66	881.233	9.7e-05
67	881.218	9.7e-05
68	881.226	9.7e-05
69	881.231	9.7e-05
70	881.226	9.7e-05
71	881.25	9.7e-05
72	881.247	9.7e-05
73	881.246	9.7e-05
74	881.223	9.7e-05
75	881.228	9.7e-05
76	881.257	9.7e-05
77	881.253	9.7e-05
78	881.258	9.7e-05
79	881.241	9.7e-05
80	881.243	9.7e-05
81	881.25	9.7e-05
82	881.242	9.7e-05
83	881.229	9.7e-05
84	881.234	9.7e-05
85	881.24	9.7e-05
86	881.241	9.7e-05
87	881.227	9.7e-05
88	881.22	9.7e-05
89	881.22	9.7e-05
90	881.206	9.7e-05
91	881.204	9.7e-05
92	881.204	9.7e-05
93	881.226	9.7e-05
94	881.208	9.7e-05
95	881.211	9.7e-05
96	881.195	9.7e-05
97	881.2	9.7e-05
98	881.21	9.7e-05
99	881.207	9.7e-05
100	881.211	9.7e-05
101	881.23	9.7e-05
102	881.224	9.7e-05
103	881.226	9.7e-05
104	881.217	9.7e-05
105	881.185	9.7e-05
106	881.204	9.7e-05
107	881.205	9.7e-05
108	881.222	9.7e-05
109	881.227	9.7e-05
110	881.201	9.7e-05
111	881.198	9.7e-05
112	881.192	9.7e-05
113	881.214	9.7e-05
114	881.235	9.7e-05
115	881.22	9.7e-05
116	881.231	9.7e-05
117	881.229	9.7e-05
118	881.254	9.7e-05
119	881.235	9.7e-05
120	881.24	9.7e-05
121	881.243	9.7e-05
122	881.243	9.7e-05
123	881.237	9.7e-05
124	881.227	9.7e-05
125	881.235	9.7e-05
126	881.226	9.7e-05
127	881.224	9.7e-05
128	881.234	9.7e-05
129	881.233	9.7e-05
130	881.241	9.7e-05
131	881.23	9.7e-05
132	881.244	9.7e-05
133	881.247	9.7e-05
134	881.255	9.7e-05
135	881.237	9.7e-05
136	881.223	9.7e-05
137	881.255	9.7e-05
138	881.258	9.7e-05
139	881.258	9.7e-05
140	881.25	9.7e-05
141	881.261	9.7e-05
142	881.247	9.7e-05
143	881.25	9.7e-05
144	881.26	9.7e-05
145	881.246	9.7e-05
146	881.232	9.7e-05
147	881.255	9.7e-05
148	881.237	9.7e-05
149	881.251	9.7e-05
150	881.249	9.7e-05
151	881.246	9.7e-05
152	881.234	9.7e-05
153	881.225	9.7e-05
154	881.2	9.7e-05
155	881.221	9.7e-05
156	881.243	9.7e-05
157	881.243	9.7e-05
158	881.254	9.7e-05
159	881.249	9.7e-05
160	881.242	9.7e-05
161	881.238	9.7e-05
