time	R	I
0.0	989.844	9.7e-05
0.01	989.832	9.7e-05
0.02	989.823	9.7e-05
0.03	989.839	9.7e-05
0.04	989.825	9.7e-05
0.05	989.833	9.7e-05
0.06	989.852	9.7e-05
0.07	989.835	9.7e-05
0.08	989.813	9.7e-05
0.09	989.812	9.7e-05
0.1	989.81	9.7e-05
0.11	989.834	9.7e-05
0.12	989.809	9.7e-05
0.13	989.824	9.7e-05
0.14	989.84	9.7e-05
0.15	989.837	9.7e-05
0.16	989.849	9.7e-05
0.17	989.85	9.7e-05
0.18	989.828	9.7e-05
0.19	989.827	9.7e-05
0.2	989.811	9.7e-05
0.21	989.799	9.7e-05
0.22	989.828	9.7e-05
0.23	989.788	9.7e-05
0.24	989.806	9.7e-05
0.25	989.816	9.7e-05
0.26	989.799	9.7e-05
0.27	989.803	9.7e-05
0.28	989.806	9.7e-05
0.29	989.807	9.7e-05
0.3	989.807	9.7e-05
0.31	989.79	9.7e-05
0.32	989.802	9.7e-05
0.33	989.803	9.7e-05
0.34	989.822	9.7e-05
0.35	989.823	9.7e-05
0.36	989.84	9.7e-05
0.37	989.829	9.7e-05
0.38	989.838	9.7e-05
0.39	989.829	9.7e-05
0.4	989.828	9.7e-05
0.41	989.831	9.7e-05
0.42	989.816	9.7e-05
0.43	989.821	9.7e-05
0.44	989.815	9.7e-05
0.45	989.818	9.7e-05
0.46	989.82	9.7e-05
0.47	989.826	9.7e-05
0.48	989.82	9.7e-05
0.49	989.81	9.7e-05
0.5	989.837	9.7e-05
0.51	989.832	9.7e-05
0.52	989.808	9.7e-05
0.53	989.84	9.7e-05
0.54	989.842	9.7e-05
0.55	989.828	9.7e-05
0.56	989.841	9.7e-05
0.57	989.837	9.7e-05
0.58	989.837	9.7e-05
0.59	989.812	9.7e-05
0.6	989.798	9.7e-05
0.61	989.818	9.7e-05
0.62	989.825	9.7e-05
0.63	989.812	9.7e-05
0.64	989.819	9.7e-05
0.65	989.839	9.7e-05
0.66	989.813	9.7e-05
0.67	989.832	9.7e-05
0.68	989.829	9.7e-05
0.69	989.832	9.7e-05
0.7	989.836	9.7e-05
0.71	989.839	9.7e-05
0.72	989.807	9.7e-05
0.73	989.843	9.7e-05
0.74	989.833	9.7e-05
0.75	989.832	9.7e-05
0.76	989.826	9.7e-05
0.77	989.854	9.7e-05
0.78	989.829	9.7e-05
0.79	989.814	9.7e-05
0.8	989.824	9.7e-05
0.81	989.821	9.7e-05
0.82	989.839	9.7e-05
0.83	989.835	9.7e-05
0.84	989.852	9.7e-05
0.85	989.855	9.7e-05
0.86	989.848	9.7e-05
0.87	989.858	9.7e-05
0.88	989.843	9.7e-05
0.89	989.849	9.7e-05
0.9	989.858	9.7e-05
0.91	989.839	9.7e-05
0.92	989.849	9.7e-05
0.93	989.868	9.7e-05
0.94	989.843	9.7e-05
0.95	989.851	9.7e-05
0.96	989.838	9.7e-05
0.97	989.859	9.7e-05
0.98	989.861	9.7e-05
0.99	989.839	9.7e-05
