N	R	I
0	908.143	9.7e-05
1	908.124	9.7e-05
2	908.149	9.7e-05
3	908.146	9.7e-05
4	908.14	9.7e-05
5	908.121	9.7e-05
6	908.129	9.7e-05
7	908.131	9.7e-05
8	908.169	9.7e-05
9	908.157	9.7e-05
10	908.162	9.7e-05
11	908.124	9.7e-05
12	908.146	9.7e-05
13	908.12	9.7e-05
14	908.129	9.7e-05
15	908.125	9.7e-05
16	908.131	9.7e-05
17	908.116	9.7e-05
18	908.148	9.7e-05
19	908.155	9.7e-05
20	908.146	9.7e-05
21	908.133	9.7e-05
22	908.159	9.7e-05
23	908.148	9.7e-05
24	908.167	9.7e-05
25	908.154	9.7e-05
26	908.158	9.7e-05
27	908.153	9.7e-05
28	908.138	9.7e-05
29	908.152	9.7e-05
30	908.146	9.7e-05
31	908.167	9.7e-05
32	908.146	9.7e-05
33	908.158	9.7e-05
34	908.187	9.7e-05
35	908.159	9.7e-05
36	908.168	9.7e-05
37	908.149	9.7e-05
38	908.142	9.7e-05
39	908.17	9.7e-05
40	908.162	9.7e-05
41	908.158	9.7e-05
42	908.144	9.7e-05
43	908.152	9.7e-05
44	908.17	9.7e-05
45	908.138	9.7e-05
46	908.155	9.7e-05
47	908.173	9.7e-05
48	908.163	9.7e-05
49	908.165	9.7e-05
50	908.181	9.7e-05
51	908.156	9.7e-05
52	908.136	9.7e-05
53	908.151	9.7e-05
54	908.168	9.7e-05
55	908.156	9.7e-05
56	908.159	9.7e-05
57	908.147	9.7e-05
58	908.134	9.7e-05
59	908.154	9.7e-05
60	908.143	9.7e-05
61	908.158	9.7e-05
62	908.16	9.7e-05
63	908.155	9.7e-05
64	908.158	9.7e-05
65	908.165	9.7e-05
66	908.153	9.7e-05
67	908.151	9.7e-05
68	908.149	9.7e-05
69	908.166	9.7e-05
70	908.15	9.7e-05
71	908.161	9.7e-05
72	908.164	9.7e-05
73	908.157	9.7e-05
74	908.142	9.7e-05
75	908.147	9.7e-05
76	908.164	9.7e-05
77	908.155	9.7e-05
78	908.163	9.7e-05
79	908.159	9.7e-05
80	908.137	9.7e-05
81	908.168	9.7e-05
82	908.158	9.7e-05
83	908.157	9.7e-05
84	908.152	9.7e-05
85	908.164	9.7e-05
86	908.169	9.7e-05
87	908.152	9.7e-05
88	908.161	9.7e-05
89	908.148	9.7e-05
90	908.14	9.7e-05
91	908.148	9.7e-05
92	908.154	9.7e-05
93	908.148	9.7e-05
94	908.152	9.7e-05
95	908.146	9.7e-05
96	908.161	9.7e-05
97	908.153	9.7e-05
98	908.157	9.7e-05
99	908.148	9.7e-05
