time	R	I
0.0	1009.9	9.7e-05
0.01	1009.91	9.7e-05
0.02	1009.89	9.7e-05
0.03	1009.9	9.7e-05
0.04	1009.9	9.7e-05
0.05	1009.91	9.7e-05
0.06	1009.92	9.7e-05
0.07	1009.9	9.7e-05
0.08	1009.91	9.7e-05
0.09	1009.91	9.7e-05
0.1	1009.91	9.7e-05
0.11	1009.91	9.7e-05
0.12	1009.89	9.7e-05
0.13	1009.91	9.7e-05
0.14	1009.9	9.7e-05
0.15	1009.92	9.7e-05
0.16	1009.91	9.7e-05
0.17	1009.89	9.7e-05
0.18	1009.91	9.7e-05
0.19	1009.92	9.7e-05
0.2	1009.91	9.7e-05
0.21	1009.92	9.7e-05
0.22	1009.91	9.7e-05
0.23	1009.92	9.7e-05
0.24	1009.93	9.7e-05
0.25	1009.96	9.7e-05
0.26	1009.93	9.7e-05
0.27	1009.94	9.7e-05
0.28	1009.93	9.7e-05
0.29	1009.94	9.7e-05
0.3	1009.92	9.7e-05
0.31	1009.94	9.7e-05
0.32	1009.9	9.7e-05
0.33	1009.93	9.7e-05
0.34	1009.95	9.7e-05
0.35	1009.93	9.7e-05
0.36	1009.94	9.7e-05
0.37	1009.94	9.7e-05
0.38	1009.94	9.7e-05
0.39	1009.91	9.7e-05
0.4	1009.94	9.7e-05
0.41	1009.95	9.7e-05
0.42	1009.93	9.7e-05
0.43	1009.95	9.7e-05
0.44	1009.94	9.7e-05
0.45	1009.96	9.7e-05
0.46	1009.96	9.7e-05
0.47	1009.97	9.7e-05
0.48	1009.95	9.7e-05
0.49	1009.94	9.7e-05
0.5	1009.98	9.7e-05
0.51	1009.96	9.7e-05
0.52	1009.94	9.7e-05
0.53	1009.93	9.7e-05
0.54	1009.91	9.7e-05
0.55	1009.92	9.7e-05
0.56	1009.94	9.7e-05
0.57	1009.93	9.7e-05
0.58	1009.93	9.7e-05
0.59	1009.92	9.7e-05
0.6	1009.92	9.7e-05
0.61	1009.93	9.7e-05
0.62	1009.93	9.7e-05
0.63	1009.92	9.7e-05
0.64	1009.92	9.7e-05
0.65	1009.92	9.7e-05
0.66	1009.92	9.7e-05
0.67	1009.94	9.7e-05
0.68	1009.97	9.7e-05
0.69	1009.96	9.7e-05
0.7	1009.94	9.7e-05
0.71	1009.95	9.7e-05
0.72	1009.93	9.7e-05
0.73	1009.94	9.7e-05
0.74	1009.95	9.7e-05
0.75	1009.95	9.7e-05
0.76	1009.98	9.7e-05
0.77	1009.95	9.7e-05
0.78	1009.96	9.7e-05
0.79	1009.96	9.7e-05
0.8	1009.95	9.7e-05
0.81	1009.94	9.7e-05
0.82	1009.95	9.7e-05
0.83	1009.95	9.7e-05
0.84	1009.94	9.7e-05
0.85	1009.96	9.7e-05
0.86	1009.97	9.7e-05
0.87	1009.95	9.7e-05
0.88	1009.97	9.7e-05
0.89	1009.94	9.7e-05
0.9	1009.97	9.7e-05
0.91	1009.92	9.7e-05
0.92	1009.94	9.7e-05
0.93	1009.92	9.7e-05
0.94	1009.93	9.7e-05
0.95	1009.94	9.7e-05
0.96	1009.93	9.7e-05
0.97	1009.94	9.7e-05
0.98	1009.94	9.7e-05
0.99	1009.93	9.7e-05
