V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.26828e-06	0.59885	1e-05	1090.853
30.0	3.31601e-06	0.604372	1.21518e-05	1090.846
30.0	3.30695e-06	0.609954	1.47667e-05	1090.853
30.0	3.46134e-06	0.615612	1.79443e-05	1090.854
30.0	3.36846e-06	0.621373	2.18056e-05	1090.851
30.0	3.46753e-06	0.627219	2.64977e-05	1090.85
30.0	3.51073e-06	0.633172	3.21996e-05	1090.839
30.0	3.48292e-06	0.639235	3.91284e-05	1090.856
30.0	3.66681e-06	0.645417	4.75482e-05	1090.832
30.0	3.72416e-06	0.651714	5.77798e-05	1090.835
30.0	3.85236e-06	0.658136	7.02131e-05	1090.863
30.0	4.00375e-06	0.664687	8.53217e-05	1090.845
30.0	4.17277e-06	0.671356	0.000103682	1090.85
30.0	4.41549e-06	0.678151	0.000125992	1090.823
30.0	4.68429e-06	0.685059	0.000153104	1090.852
30.0	5.11954e-06	0.692075	0.000186049	1090.843
30.0	5.78655e-06	0.699192	0.000226083	1090.844
30.0	6.59544e-06	0.706405	0.000274733	1090.845
30.0	7.47148e-06	0.713693	0.000333851	1090.843
30.0	8.85105e-06	0.721058	0.00040569	1090.855
30.0	1.05219e-05	0.728487	0.000492988	1090.837
30.0	1.2709e-05	0.735971	0.00059907	1090.843
30.0	1.55651e-05	0.743508	0.00072798	1090.826
30.0	1.91219e-05	0.751101	0.000884629	1090.835
30.0	2.43325e-05	0.758755	0.00107499	1090.839
30.0	3.05812e-05	0.766492	0.00130631	1090.841
30.0	3.90667e-05	0.774325	0.0015874	1090.853
30.0	4.90446e-05	0.782282	0.00192898	1090.846
30.0	6.24299e-05	0.790418	0.00234407	1090.852
30.0	7.9065e-05	0.798763	0.00284847	1090.849
30.0	9.95809e-05	0.807391	0.00346142	1090.82
30.0	0.000126067	0.816387	0.00420626	1090.838
30.0	0.000158666	0.825837	0.00511137	1090.827
30.0	0.000199758	0.835851	0.00621125	1090.832
30.0	0.000249041	0.846572	0.00754781	1090.84
30.0	0.000310941	0.85814	0.00917197	1090.865
30.0	0.000386497	0.870708	0.0111456	1090.846
30.0	0.000478053	0.884478	0.013544	1090.859
30.0	0.000590832	0.899632	0.0164584	1090.823
30.0	0.000726781	0.916337	0.02	1090.859
30.0	0.000727355	0.916124	0.02	1090.836
30.0	0.000592455	0.899138	0.0164584	1090.842
30.0	0.000479672	0.883863	0.013544	1090.842
30.0	0.000388112	0.870046	0.0111456	1090.853
30.0	0.000311956	0.857468	0.00917197	1090.835
30.0	0.000249485	0.845912	0.00754781	1090.831
30.0	0.000199701	0.83522	0.00621125	1090.842
30.0	0.000158917	0.825233	0.00511137	1090.833
30.0	0.000126316	0.815814	0.00420626	1090.834
30.0	0.000100204	0.806858	0.00346142	1090.845
30.0	7.87966e-05	0.798264	0.00284847	1090.832
30.0	6.2294e-05	0.789945	0.00234407	1090.842
30.0	4.8952e-05	0.781847	0.00192898	1090.855
30.0	3.90096e-05	0.773915	0.0015874	1090.854
30.0	3.0596e-05	0.766101	0.00130631	1090.836
30.0	2.46303e-05	0.758383	0.00107499	1090.851
30.0	1.92964e-05	0.750762	0.000884629	1090.841
30.0	1.57023e-05	0.74318	0.00072798	1090.851
30.0	1.26864e-05	0.735662	0.00059907	1090.849
30.0	1.04202e-05	0.728194	0.000492988	1090.835
30.0	8.73696e-06	0.720779	0.00040569	1090.841
30.0	7.49466e-06	0.713428	0.000333851	1090.842
30.0	6.4608e-06	0.706149	0.000274733	1090.852
30.0	5.8498e-06	0.698949	0.000226083	1090.847
30.0	5.10211e-06	0.691842	0.000186049	1090.842
30.0	4.67716e-06	0.684832	0.000153104	1090.84
30.0	4.40451e-06	0.677931	0.000125992	1090.854
30.0	4.19119e-06	0.671139	0.000103682	1090.853
30.0	4.17775e-06	0.664479	8.53217e-05	1090.849
30.0	3.88976e-06	0.657937	7.02131e-05	1090.853
30.0	3.62619e-06	0.651518	5.77798e-05	1090.856
30.0	3.64588e-06	0.645226	4.75482e-05	1090.865
30.0	3.57599e-06	0.639047	3.91284e-05	1090.839
30.0	3.51379e-06	0.632987	3.21996e-05	1090.86
30.0	3.50018e-06	0.627039	2.64977e-05	1090.844
30.0	3.35618e-06	0.621197	2.18056e-05	1090.838
30.0	3.4097e-06	0.615448	1.79443e-05	1090.852
30.0	3.43333e-06	0.609791	1.47667e-05	1090.846
30.0	3.50142e-06	0.604211	1.21518e-05	1090.849
30.0	3.42005e-06	0.598688	1e-05	1090.844
