V_sipm	I_sipm	R_rtd
20.0	-5.18957e-09	1091.941
20.1	9.51393e-09	1091.947
20.2	5.92798e-09	1091.973
20.3	3.2788e-09	1091.943
20.4	7.05342e-09	1091.957
20.5	7.04234e-09	1091.949
20.6	6.04104e-09	1091.94
20.7	6.86262e-09	1091.961
20.8	8.10983e-09	1091.953
20.9	7.17696e-09	1091.956
21.0	5.31831e-09	1091.957
21.1	6.88862e-09	1091.964
21.2	8.10515e-09	1091.966
21.3	7.03419e-09	1091.95
21.4	6.12069e-09	1091.949
21.5	6.40038e-09	1091.962
21.6	7.90263e-09	1091.962
21.7	7.89928e-09	1091.946
21.8	6.2837e-09	1091.957
21.9	6.9868e-09	1091.945
22.0	8.56601e-09	1091.969
22.1	5.8452e-09	1091.966
22.2	6.6164e-09	1091.952
22.3	6.83197e-09	1091.965
22.4	8.39874e-09	1091.976
22.5	8.22125e-09	1091.951
22.6	6.95539e-09	1091.96
22.7	6.66022e-09	1091.969
22.8	7.44119e-09	1091.954
22.9	7.92525e-09	1091.953
23.0	7.11989e-09	1091.942
23.1	7.25069e-09	1091.96
23.2	7.21351e-09	1091.958
23.3	8.25404e-09	1091.95
23.4	7.48483e-09	1091.948
23.5	7.32478e-09	1091.959
23.6	8.35236e-09	1091.947
23.7	9.53839e-09	1091.954
23.8	9.07855e-09	1091.946
23.9	8.25579e-09	1091.965
24.0	8.90377e-09	1091.968
24.1	1.03342e-08	1091.946
24.2	1.00012e-08	1091.958
24.3	9.22735e-09	1091.966
24.4	1.14855e-08	1091.956
24.5	1.37282e-08	1091.954
24.6	1.68956e-08	1091.946
24.7	3.28479e-08	1091.946
24.8	2.23392e-07	1091.963
24.9	1.74212e-06	1091.948
25.0	4.78302e-06	1091.953
25.1	9.15681e-06	1091.944
25.2	1.50139e-05	1091.966
25.3	2.18745e-05	1091.956
25.4	3.00837e-05	1091.952
25.5	3.90789e-05	1091.948
25.6	4.937e-05	1091.936
25.7	6.01585e-05	1091.94
25.8	7.22526e-05	1091.938
25.9	8.47708e-05	1091.959
26.0	9.7979e-05	1091.953
26.1	0.000112428	1091.939
26.2	0.000127225	1091.956
26.3	0.000143058	1091.949
26.4	0.000159158	1091.958
26.5	0.000176395	1091.943
26.6	0.00019384	1091.964
26.7	0.000212231	1091.934
26.8	0.000231028	1091.929
26.9	0.000250199	1091.95
27.0	0.000270524	1091.943
27.1	0.000291104	1091.948
27.2	0.000312933	1091.961
27.3	0.0003343	1091.946
27.4	0.000357635	1091.93
27.5	0.000380771	1091.943
27.6	0.000405016	1091.936
27.7	0.000429078	1091.934
27.8	0.000455178	1091.939
27.9	0.000480842	1091.953
28.0	0.000507343	1091.936
28.1	0.000535698	1091.944
28.2	0.000563386	1091.945
28.3	0.000593499	1091.938
28.4	0.000623579	1091.953
28.5	0.000655302	1091.949
28.6	0.000686876	1091.934
28.7	0.000720817	1091.945
28.8	0.000753482	1091.931
28.9	0.000788685	1091.944
29.0	0.000826295	1091.925
29.1	0.000863268	1091.914
29.2	0.000902513	1091.953
29.3	0.000941753	1091.946
29.4	0.000985163	1091.94
29.5	0.00102864	1091.952
29.6	0.00107509	1091.952
29.7	0.001121	1091.953
29.8	0.00116912	1091.939
29.9	0.00122111	1091.947
