time	R	I
0.0	989.649	9.7e-05
0.01	989.657	9.7e-05
0.02	989.675	9.7e-05
0.03	989.64	9.7e-05
0.04	989.643	9.7e-05
0.05	989.696	9.7e-05
0.06	989.643	9.7e-05
0.07	989.662	9.7e-05
0.08	989.68	9.7e-05
0.09	989.653	9.7e-05
0.1	989.649	9.7e-05
0.11	989.651	9.7e-05
0.12	989.659	9.7e-05
0.13	989.676	9.7e-05
0.14	989.666	9.7e-05
0.15	989.631	9.7e-05
0.16	989.676	9.7e-05
0.17	989.651	9.7e-05
0.18	989.659	9.7e-05
0.19	989.662	9.7e-05
0.2	989.65	9.7e-05
0.21	989.657	9.7e-05
0.22	989.645	9.7e-05
0.23	989.649	9.7e-05
0.24	989.667	9.7e-05
0.25	989.641	9.7e-05
0.26	989.672	9.7e-05
0.27	989.658	9.7e-05
0.28	989.661	9.7e-05
0.29	989.662	9.7e-05
0.3	989.669	9.7e-05
0.31	989.662	9.7e-05
0.32	989.666	9.7e-05
0.33	989.678	9.7e-05
0.34	989.673	9.7e-05
0.35	989.685	9.7e-05
0.36	989.706	9.7e-05
0.37	989.67	9.7e-05
0.38	989.684	9.7e-05
0.39	989.698	9.7e-05
0.4	989.697	9.7e-05
0.41	989.684	9.7e-05
0.42	989.668	9.7e-05
0.43	989.659	9.7e-05
0.44	989.667	9.7e-05
0.45	989.66	9.7e-05
0.46	989.684	9.7e-05
0.47	989.671	9.7e-05
0.48	989.697	9.7e-05
0.49	989.705	9.7e-05
0.5	989.701	9.7e-05
0.51	989.711	9.7e-05
0.52	989.694	9.7e-05
0.53	989.677	9.7e-05
0.54	989.697	9.7e-05
0.55	989.708	9.7e-05
0.56	989.694	9.7e-05
0.57	989.684	9.7e-05
0.58	989.702	9.7e-05
0.59	989.702	9.7e-05
0.6	989.703	9.7e-05
0.61	989.698	9.7e-05
0.62	989.7	9.7e-05
0.63	989.684	9.7e-05
0.64	989.693	9.7e-05
0.65	989.675	9.7e-05
0.66	989.695	9.7e-05
0.67	989.706	9.7e-05
0.68	989.689	9.7e-05
0.69	989.687	9.7e-05
0.7	989.712	9.7e-05
0.71	989.716	9.7e-05
0.72	989.692	9.7e-05
0.73	989.717	9.7e-05
0.74	989.737	9.7e-05
0.75	989.743	9.7e-05
0.76	989.746	9.7e-05
0.77	989.715	9.7e-05
0.78	989.739	9.7e-05
0.79	989.74	9.7e-05
0.8	989.728	9.7e-05
0.81	989.727	9.7e-05
0.82	989.722	9.7e-05
0.83	989.709	9.7e-05
0.84	989.714	9.7e-05
0.85	989.734	9.7e-05
0.86	989.731	9.7e-05
0.87	989.728	9.7e-05
0.88	989.72	9.7e-05
0.89	989.739	9.7e-05
0.9	989.725	9.7e-05
0.91	989.739	9.7e-05
0.92	989.717	9.7e-05
0.93	989.761	9.7e-05
0.94	989.77	9.7e-05
0.95	989.778	9.7e-05
0.96	989.753	9.7e-05
0.97	989.746	9.7e-05
0.98	989.777	9.7e-05
0.99	989.775	9.7e-05
