V_sipm	I_sipm	R_rtd
20.0	-1.1619e-08	1094.069
20.1	7.47615e-09	1094.089
20.2	7.27994e-09	1094.128
20.3	7.88152e-09	1094.099
20.4	7.91256e-09	1094.11
20.5	7.14911e-09	1094.118
20.6	7.10716e-09	1094.094
20.7	7.66557e-09	1094.107
20.8	6.12583e-09	1094.128
20.9	7.02058e-09	1094.104
21.0	7.16506e-09	1094.116
21.1	7.69296e-09	1094.101
21.2	8.39834e-09	1094.13
21.3	7.31041e-09	1094.111
21.4	7.26943e-09	1094.087
21.5	7.35122e-09	1094.113
21.6	8.09358e-09	1094.108
21.7	7.58857e-09	1094.104
21.8	8.74317e-09	1094.122
21.9	6.2453e-09	1094.116
22.0	7.70071e-09	1094.117
22.1	8.02934e-09	1094.113
22.2	8.70833e-09	1094.109
22.3	7.60576e-09	1094.103
22.4	7.63599e-09	1094.088
22.5	7.87653e-09	1094.097
22.6	8.98495e-09	1094.083
22.7	7.8483e-09	1094.107
22.8	7.99832e-09	1094.099
22.9	8.26192e-09	1094.115
23.0	7.18576e-09	1094.092
23.1	8.03835e-09	1094.09
23.2	8.32701e-09	1094.121
23.3	9.04486e-09	1094.112
23.4	9.69155e-09	1094.117
23.5	8.98998e-09	1094.108
23.6	8.58597e-09	1094.094
23.7	9.07617e-09	1094.107
23.8	1.05917e-08	1094.127
23.9	9.81981e-09	1094.087
24.0	9.45025e-09	1094.106
24.1	8.65402e-09	1094.095
24.2	1.18746e-08	1094.12
24.3	1.15539e-08	1094.086
24.4	1.18119e-08	1094.099
24.5	1.4102e-08	1094.115
24.6	1.83377e-08	1094.125
24.7	3.07563e-08	1094.114
24.8	1.65833e-07	1094.12
24.9	1.48784e-06	1094.111
25.0	4.42386e-06	1094.108
25.1	8.75289e-06	1094.12
25.2	1.46111e-05	1094.136
25.3	2.14913e-05	1094.128
25.4	2.97488e-05	1094.108
25.5	3.88507e-05	1094.119
25.6	4.93312e-05	1094.121
25.7	6.04326e-05	1094.115
25.8	7.27085e-05	1094.11
25.9	8.55337e-05	1094.112
26.0	9.90684e-05	1094.125
26.1	0.000113726	1094.123
26.2	0.000128872	1094.117
26.3	0.000145074	1094.127
26.4	0.000161506	1094.099
26.5	0.00017926	1094.129
26.6	0.000197079	1094.11
26.7	0.000215948	1094.122
26.8	0.000234827	1094.112
26.9	0.000254417	1094.109
27.0	0.000275545	1094.112
27.1	0.000296238	1094.1
27.2	0.000318354	1094.126
27.3	0.000340758	1094.103
27.4	0.000364618	1094.125
27.5	0.000388145	1094.132
27.6	0.000413367	1094.116
27.7	0.000438187	1094.116
27.8	0.000464732	1094.12
27.9	0.000490941	1094.116
28.0	0.000518169	1094.115
28.1	0.000547151	1094.129
28.2	0.000576272	1094.124
28.3	0.000607032	1094.11
28.4	0.000637408	1094.142
28.5	0.000669852	1094.103
28.6	0.000701906	1094.114
28.7	0.000736653	1094.121
28.8	0.000771228	1094.101
28.9	0.000808091	1094.133
29.0	0.000845427	1094.12
29.1	0.000883844	1094.101
29.2	0.000924667	1094.138
29.3	0.000964729	1094.138
29.4	0.00100841	1094.127
29.5	0.00105221	1094.128
29.6	0.00109955	1094.127
29.7	0.00114649	1094.143
29.8	0.00119625	1094.118
29.9	0.00124875	1094.127
