V_sipm	I_sipm	R_rtd
20.0	-5.72224e-09	979.2405
20.1	9.90634e-09	979.2659
20.2	5.84146e-09	979.2425
20.3	5.23522e-09	979.261
20.4	4.43485e-09	979.2463
20.5	4.44837e-09	979.2581
20.6	2.51229e-09	979.2608
20.7	4.8478e-09	979.2446
20.8	5.13194e-09	979.2673
20.9	4.38092e-09	979.2567
21.0	4.27243e-09	979.2663
21.1	4.47691e-09	979.2449
21.2	4.58981e-09	979.2618
21.3	3.84288e-09	979.2689
21.4	3.74044e-09	979.2588
21.5	3.66966e-09	979.2695
21.6	4.55089e-09	979.2568
21.7	2.32961e-09	979.2568
21.8	4.2991e-09	979.2493
21.9	3.49581e-09	979.2571
22.0	3.81811e-09	979.2606
22.1	2.88832e-09	979.2407
22.2	3.79814e-09	979.2647
22.3	4.37154e-09	979.2649
22.4	5.14976e-09	979.2498
22.5	5.28992e-09	979.2585
22.6	3.93001e-09	979.2667
22.7	3.84303e-09	979.2465
22.8	1.82984e-09	979.2479
22.9	5.33437e-09	979.2546
23.0	4.63853e-09	979.2542
23.1	4.12223e-09	979.2541
23.2	4.98607e-09	979.2589
23.3	4.56561e-09	979.2645
23.4	3.79015e-09	979.2526
23.5	3.66412e-09	979.2704
23.6	4.07937e-09	979.2604
23.7	4.41827e-09	979.2629
23.8	4.95298e-09	979.2527
23.9	2.07983e-09	979.2757
24.0	4.1067e-09	979.2602
24.1	4.73001e-09	979.2646
24.2	7.54508e-09	979.2787
24.3	3.7124e-08	979.2245
24.4	2.87958e-07	979.33
24.5	7.43551e-07	979.2648
24.6	1.3834e-06	979.2572
24.7	2.22926e-06	979.2553
24.8	3.21839e-06	979.2495
24.9	4.39188e-06	979.2544
25.0	5.67635e-06	979.2426
25.1	7.10253e-06	979.2343
25.2	8.70606e-06	979.2472
25.3	1.04234e-05	979.4088
25.4	1.22631e-05	979.2581
25.5	1.4171e-05	979.2079
25.6	1.6284e-05	979.2462
25.7	1.837e-05	979.2595
25.8	2.06758e-05	979.2586
25.9	2.29669e-05	979.2522
26.0	2.53743e-05	979.2526
26.1	2.7946e-05	979.2639
26.2	3.05518e-05	979.2616
26.3	3.32768e-05	979.2663
26.4	3.60119e-05	979.2729
26.5	3.90243e-05	979.2565
26.6	4.20451e-05	979.2667
26.7	4.51098e-05	979.2556
26.8	4.82468e-05	979.2645
26.9	5.14902e-05	979.2404
27.0	5.49394e-05	979.2615
27.1	5.83662e-05	979.262
27.2	6.20166e-05	979.2443
27.3	6.56287e-05	979.2598
27.4	6.95307e-05	979.2631
27.5	7.32363e-05	979.2651
27.6	7.73575e-05	979.2576
27.7	8.14943e-05	979.2702
27.8	8.58267e-05	979.2651
27.9	9.01245e-05	979.2711
28.0	9.45937e-05	979.2701
28.1	9.9315e-05	979.2556
28.2	0.000104115	979.2722
28.3	0.000109105	979.2654
28.4	0.000114144	979.2576
28.5	0.000119408	979.2778
28.6	0.000124944	979.256
28.7	0.000130454	979.27
28.8	0.000136205	979.2661
28.9	0.000142317	979.282
29.0	0.000148489	979.2544
29.1	0.000154633	979.2673
29.2	0.000161778	979.283
29.3	0.000168731	979.2776
29.4	0.000176382	979.2572
29.5	0.000183551	979.2676
29.6	0.000191397	979.27
29.7	0.000199557	979.2657
29.8	0.000207768	979.2697
29.9	0.000216696	979.2685
