N	R	I
0	936.755	9.7e-05
1	936.747	9.7e-05
2	936.746	9.7e-05
3	936.714	9.7e-05
4	936.738	9.7e-05
5	936.724	9.7e-05
6	936.75	9.7e-05
7	936.738	9.7e-05
8	936.754	9.7e-05
9	936.748	9.7e-05
10	936.716	9.7e-05
11	936.737	9.7e-05
12	936.735	9.7e-05
13	936.738	9.7e-05
14	936.731	9.7e-05
15	936.739	9.7e-05
16	936.73	9.7e-05
17	936.732	9.7e-05
18	936.718	9.7e-05
19	936.719	9.7e-05
20	936.741	9.7e-05
21	936.746	9.7e-05
22	936.714	9.7e-05
23	936.715	9.7e-05
24	936.718	9.7e-05
25	936.724	9.7e-05
26	936.715	9.7e-05
27	936.686	9.7e-05
28	936.713	9.7e-05
29	936.702	9.7e-05
30	936.687	9.7e-05
31	936.702	9.7e-05
32	936.7	9.7e-05
33	936.707	9.7e-05
34	936.677	9.7e-05
35	936.676	9.7e-05
36	936.705	9.7e-05
37	936.678	9.7e-05
38	936.676	9.7e-05
39	936.673	9.7e-05
40	936.659	9.7e-05
41	936.665	9.7e-05
42	936.681	9.7e-05
43	936.664	9.7e-05
44	936.65	9.7e-05
45	936.651	9.7e-05
46	936.659	9.7e-05
47	936.659	9.7e-05
48	936.627	9.7e-05
49	936.646	9.7e-05
50	936.638	9.7e-05
51	936.631	9.7e-05
52	936.637	9.7e-05
53	936.617	9.7e-05
54	936.64	9.7e-05
55	936.647	9.7e-05
56	936.647	9.7e-05
57	936.635	9.7e-05
58	936.614	9.7e-05
59	936.612	9.7e-05
60	936.601	9.7e-05
61	936.627	9.7e-05
62	936.634	9.7e-05
63	936.623	9.7e-05
64	936.624	9.7e-05
65	936.642	9.7e-05
66	936.63	9.7e-05
67	936.623	9.7e-05
68	936.605	9.7e-05
69	936.624	9.7e-05
70	936.612	9.7e-05
71	936.626	9.7e-05
72	936.602	9.7e-05
73	936.633	9.7e-05
74	936.621	9.7e-05
75	936.594	9.7e-05
76	936.617	9.7e-05
77	936.626	9.7e-05
78	936.619	9.7e-05
79	936.6	9.7e-05
80	936.61	9.7e-05
81	936.598	9.7e-05
82	936.605	9.7e-05
83	936.619	9.7e-05
84	936.605	9.7e-05
85	936.593	9.7e-05
86	936.565	9.7e-05
87	936.568	9.7e-05
88	936.589	9.7e-05
89	936.579	9.7e-05
90	936.573	9.7e-05
91	936.563	9.7e-05
92	936.57	9.7e-05
93	936.568	9.7e-05
94	936.59	9.7e-05
95	936.612	9.7e-05
96	936.596	9.7e-05
97	936.6	9.7e-05
98	936.588	9.7e-05
99	936.608	9.7e-05
100	936.592	9.7e-05
101	936.595	9.7e-05
102	936.581	9.7e-05
103	936.608	9.7e-05
104	936.622	9.7e-05
105	936.603	9.7e-05
106	936.602	9.7e-05
107	936.598	9.7e-05
108	936.585	9.7e-05
109	936.567	9.7e-05
110	936.536	9.7e-05
111	936.575	9.7e-05
112	936.574	9.7e-05
113	936.602	9.7e-05
114	936.553	9.7e-05
115	936.557	9.7e-05
116	936.562	9.7e-05
117	936.568	9.7e-05
118	936.582	9.7e-05
119	936.59	9.7e-05
120	936.568	9.7e-05
121	936.577	9.7e-05
122	936.576	9.7e-05
123	936.538	9.7e-05
124	936.569	9.7e-05
125	936.573	9.7e-05
126	936.555	9.7e-05
127	936.543	9.7e-05
128	936.554	9.7e-05
129	936.555	9.7e-05
130	936.565	9.7e-05
131	936.566	9.7e-05
132	936.566	9.7e-05
133	936.588	9.7e-05
134	936.584	9.7e-05
135	936.566	9.7e-05
136	936.566	9.7e-05
137	936.583	9.7e-05
138	936.578	9.7e-05
139	936.577	9.7e-05
140	936.576	9.7e-05
141	936.572	9.7e-05
142	936.592	9.7e-05
143	936.58	9.7e-05
144	936.6	9.7e-05
145	936.61	9.7e-05
146	936.582	9.7e-05
147	936.588	9.7e-05
148	936.578	9.7e-05
149	936.558	9.7e-05
150	936.575	9.7e-05
151	936.584	9.7e-05
152	936.571	9.7e-05
153	936.548	9.7e-05
154	936.578	9.7e-05
155	936.569	9.7e-05
156	936.591	9.7e-05
157	936.575	9.7e-05
158	936.591	9.7e-05
159	936.566	9.7e-05
160	936.572	9.7e-05
161	936.58	9.7e-05
162	936.586	9.7e-05
163	936.581	9.7e-05
164	936.584	9.7e-05
165	936.591	9.7e-05
166	936.59	9.7e-05
167	936.595	9.7e-05
168	936.574	9.7e-05
169	936.568	9.7e-05
170	936.58	9.7e-05
171	936.582	9.7e-05
172	936.594	9.7e-05
173	936.608	9.7e-05
174	936.627	9.7e-05
175	936.61	9.7e-05
176	936.61	9.7e-05
177	936.591	9.7e-05
178	936.589	9.7e-05
179	936.593	9.7e-05
180	936.616	9.7e-05
181	936.617	9.7e-05
182	936.599	9.7e-05
183	936.568	9.7e-05
184	936.583	9.7e-05
185	936.605	9.7e-05
186	936.585	9.7e-05
187	936.585	9.7e-05
188	936.609	9.7e-05
189	936.586	9.7e-05
190	936.57	9.7e-05
191	936.594	9.7e-05
192	936.604	9.7e-05
193	936.61	9.7e-05
194	936.62	9.7e-05
195	936.626	9.7e-05
196	936.61	9.7e-05
197	936.609	9.7e-05
198	936.603	9.7e-05
199	936.604	9.7e-05
200	936.622	9.7e-05
201	936.624	9.7e-05
