0.0	-1.266e-11
0.01	3.97395e-09
0.02	4.03067e-09
0.03	3.99795e-09
0.04	4.06822e-09
0.05	4.10366e-09
0.06	4.06477e-09
0.07	4.03852e-09
0.08	4.05709e-09
0.09	4.14274e-09
0.1	4.21696e-09
0.11	4.33004e-09
0.12	4.42728e-09
0.13	4.47735e-09
0.14	4.53937e-09
0.15	4.68053e-09
0.16	4.85861e-09
0.17	5.0782e-09
0.18	5.26235e-09
0.19	5.46713e-09
0.2	5.8515e-09
0.21	6.41124e-09
0.22	7.0514e-09
0.23	7.9536e-09
0.24	9.10816e-09
0.25	1.04974e-08
0.26	1.23156e-08
0.27	1.47549e-08
0.28	1.79294e-08
0.29	2.18431e-08
0.3	2.67488e-08
0.31	3.43343e-08
0.32	4.42456e-08
0.33	5.70438e-08
0.34	7.39117e-08
0.35	9.65492e-08
0.36	1.3024e-07
0.37	1.74806e-07
0.38	2.35002e-07
0.39	3.17325e-07
0.4	4.30814e-07
0.41	5.8898e-07
0.42	8.09215e-07
0.43	1.11922e-06
0.44	1.55982e-06
0.45	2.18541e-06
0.46	3.08249e-06
0.47	4.37976e-06
0.48	6.25216e-06
0.49	8.97025e-06
0.5	1.294e-05
0.51	1.87208e-05
0.52	2.71302e-05
0.53	3.93755e-05
0.54	5.69913e-05
0.55	8.21967e-05
0.56	0.000117512
0.57	0.000166134
0.58	0.000231633
0.59	0.000316774
0.6	0.000424187
0.61	0.000555888
0.62	0.000711103
0.63	0.00088954
0.64	0.00109035
0.65	0.00131045
0.66	0.00154821
0.67	0.00180246
0.68	0.00206974
0.69	0.002349
0.7	0.00263978
0.71	0.0029391
0.72	0.00324653
0.73	0.00356236
0.74	0.00388367
0.75	0.00421068
0.76	0.00454428
0.77	0.00488129
0.78	0.0052224
0.79	0.00556898
0.8	0.00591743
0.81	0.0062706
0.82	0.00662538
0.83	0.00698321
0.84	0.00734449
0.85	0.00770693
0.86	0.00807161
0.87	0.00843963
0.88	0.00880822
0.89	0.00917843
0.9	0.00955186
0.91	0.00992549
0.92	0.010301
0.93	0.0106789
0.94	0.0110568
0.95	0.0114358
0.96	0.0118173
0.97	0.0121988
0.98	0.0125818
0.99	0.0129668
