time	R	I
0.0	943.677	9.7e-05
0.01	943.675	9.7e-05
0.02	943.689	9.7e-05
0.03	943.679	9.7e-05
0.04	943.671	9.7e-05
0.05	943.68	9.7e-05
0.06	943.693	9.7e-05
0.07	943.701	9.7e-05
0.08	943.712	9.7e-05
0.09	943.7	9.7e-05
0.1	943.674	9.7e-05
0.11	943.669	9.7e-05
0.12	943.669	9.7e-05
0.13	943.65	9.7e-05
0.14	943.664	9.7e-05
0.15	943.683	9.7e-05
0.16	943.687	9.7e-05
0.17	943.673	9.7e-05
0.18	943.665	9.7e-05
0.19	943.652	9.7e-05
0.2	943.67	9.7e-05
0.21	943.658	9.7e-05
0.22	943.663	9.7e-05
0.23	943.646	9.7e-05
0.24	943.669	9.7e-05
0.25	943.631	9.7e-05
0.26	943.646	9.7e-05
0.27	943.614	9.7e-05
0.28	943.612	9.7e-05
0.29	943.638	9.7e-05
0.3	943.631	9.7e-05
0.31	943.635	9.7e-05
0.32	943.631	9.7e-05
0.33	943.605	9.7e-05
0.34	943.614	9.7e-05
0.35	943.642	9.7e-05
0.36	943.614	9.7e-05
0.37	943.602	9.7e-05
0.38	943.604	9.7e-05
0.39	943.593	9.7e-05
0.4	943.578	9.7e-05
0.41	943.589	9.7e-05
0.42	943.621	9.7e-05
0.43	943.593	9.7e-05
0.44	943.593	9.7e-05
0.45	943.581	9.7e-05
0.46	943.579	9.7e-05
0.47	943.587	9.7e-05
0.48	943.571	9.7e-05
0.49	943.58	9.7e-05
0.5	943.563	9.7e-05
0.51	943.573	9.7e-05
0.52	943.537	9.7e-05
0.53	943.572	9.7e-05
0.54	943.583	9.7e-05
0.55	943.571	9.7e-05
0.56	943.56	9.7e-05
0.57	943.544	9.7e-05
0.58	943.562	9.7e-05
0.59	943.553	9.7e-05
0.6	943.554	9.7e-05
0.61	943.57	9.7e-05
0.62	943.556	9.7e-05
0.63	943.558	9.7e-05
0.64	943.553	9.7e-05
0.65	943.542	9.7e-05
0.66	943.544	9.7e-05
0.67	943.542	9.7e-05
0.68	943.538	9.7e-05
0.69	943.531	9.7e-05
0.7	943.513	9.7e-05
0.71	943.541	9.7e-05
0.72	943.538	9.7e-05
0.73	943.538	9.7e-05
0.74	943.53	9.7e-05
0.75	943.541	9.7e-05
0.76	943.535	9.7e-05
0.77	943.519	9.7e-05
0.78	943.516	9.7e-05
0.79	943.506	9.7e-05
0.8	943.543	9.7e-05
0.81	943.509	9.7e-05
0.82	943.534	9.7e-05
0.83	943.511	9.7e-05
0.84	943.514	9.7e-05
0.85	943.521	9.7e-05
0.86	943.511	9.7e-05
0.87	943.523	9.7e-05
0.88	943.534	9.7e-05
0.89	943.528	9.7e-05
0.9	943.531	9.7e-05
0.91	943.526	9.7e-05
0.92	943.521	9.7e-05
0.93	943.533	9.7e-05
0.94	943.516	9.7e-05
0.95	943.507	9.7e-05
0.96	943.519	9.7e-05
0.97	943.524	9.7e-05
0.98	943.482	9.7e-05
0.99	943.524	9.7e-05
