V_sipm	I_sipm	R_rtd
20.0	-9.34442e-09	999.2099
20.1	8.13723e-09	999.2259
20.2	3.72367e-09	999.2354
20.3	4.7627e-09	999.2363
20.4	5.18737e-09	999.2217
20.5	3.78619e-09	999.2276
20.6	3.90546e-09	999.244
20.7	3.95436e-09	999.2298
20.8	5.12742e-09	999.2319
20.9	5.45265e-09	999.239
21.0	1.24364e-09	999.2429
21.1	3.85171e-09	999.2426
21.2	3.7662e-09	999.2426
21.3	4.99133e-09	999.2401
21.4	4.87286e-09	999.2555
21.5	3.61295e-09	999.2415
21.6	4.29907e-09	999.2339
21.7	5.8408e-09	999.2614
21.8	5.97333e-09	999.2773
21.9	4.09839e-09	999.2526
22.0	3.71697e-09	999.2601
22.1	1.46064e-09	999.2654
22.2	5.11374e-09	999.255
22.3	5.42519e-09	999.2827
22.4	3.77637e-09	999.2679
22.5	4.21176e-09	999.2667
22.6	3.71867e-09	999.2663
22.7	4.27964e-09	999.2824
22.8	5.40262e-09	999.2883
22.9	5.30727e-09	999.2797
23.0	5.06406e-09	999.2927
23.1	3.95499e-09	999.2824
23.2	1.57214e-09	999.2864
23.3	4.09542e-09	999.2936
23.4	5.69317e-09	999.2839
23.5	4.83736e-09	999.3085
23.6	3.99805e-09	999.3132
23.7	4.86479e-09	999.3073
23.8	6.17294e-09	999.2959
23.9	4.47439e-09	999.2997
24.0	4.86558e-09	999.3148
24.1	4.99955e-09	999.3174
24.2	7.09784e-09	999.3075
24.3	7.69091e-09	999.2888
24.4	5.98564e-08	999.3065
24.5	4.19825e-07	999.3267
24.6	1.07773e-06	999.3116
24.7	2.04978e-06	999.3099
24.8	3.24618e-06	999.3176
24.9	4.74147e-06	999.3128
25.0	6.42342e-06	999.3138
25.1	8.29478e-06	999.3281
25.2	1.0459e-05	999.3344
25.3	1.2756e-05	999.3299
25.4	1.52848e-05	999.3144
25.5	1.78988e-05	999.3267
25.6	2.07705e-05	999.3352
25.7	2.37169e-05	999.3257
25.8	2.68937e-05	999.326
25.9	3.01359e-05	999.3203
26.0	3.35077e-05	999.3272
26.1	3.71586e-05	999.331
26.2	4.0794e-05	999.3384
26.3	4.4681e-05	999.3334
26.4	4.85603e-05	999.3342
26.5	5.27439e-05	999.3382
26.6	5.69532e-05	999.3533
26.7	6.13669e-05	999.3383
26.8	6.58097e-05	999.335
26.9	7.03656e-05	999.36
27.0	7.51649e-05	999.3641
27.1	7.99657e-05	999.3492
27.2	8.53251e-05	999.3748
27.3	9.04678e-05	999.3691
27.4	9.59228e-05	999.3691
27.5	0.000101302	999.3732
27.6	0.000107264	999.3661
27.7	0.000113009	999.3718
27.8	0.000119165	999.3885
27.9	0.000125309	999.3656
28.0	0.000131629	999.3879
28.1	0.000138383	999.3858
28.2	0.000144953	999.3861
28.3	0.00015217	999.3763
28.4	0.000159614	999.3796
28.5	0.000166899	999.39
28.6	0.000174679	999.3644
28.7	0.000182668	999.3772
28.8	0.000190905	999.3906
28.9	0.000199254	999.3948
29.0	0.000207922	999.4042
29.1	0.000217256	999.4107
29.2	0.000227012	999.4021
29.3	0.00023678	999.4116
29.4	0.000247108	999.4031
29.5	0.000257738	999.3876
29.6	0.000268599	999.4282
29.7	0.000280338	999.4187
29.8	0.000291708	999.3966
29.9	0.000304748	999.4312
