N	R	I
0	946.349	9.7e-05
1	946.327	9.7e-05
2	946.322	9.7e-05
3	946.294	9.7e-05
4	946.307	9.7e-05
5	946.292	9.7e-05
6	946.332	9.7e-05
7	946.315	9.7e-05
8	946.326	9.7e-05
9	946.336	9.7e-05
10	946.331	9.7e-05
11	946.336	9.7e-05
12	946.319	9.7e-05
13	946.325	9.7e-05
14	946.32	9.7e-05
15	946.336	9.7e-05
16	946.356	9.7e-05
17	946.331	9.7e-05
18	946.318	9.7e-05
19	946.331	9.7e-05
20	946.316	9.7e-05
21	946.336	9.7e-05
22	946.341	9.7e-05
23	946.318	9.7e-05
24	946.354	9.7e-05
25	946.34	9.7e-05
26	946.332	9.7e-05
27	946.35	9.7e-05
28	946.351	9.7e-05
29	946.357	9.7e-05
30	946.326	9.7e-05
31	946.336	9.7e-05
32	946.336	9.7e-05
33	946.347	9.7e-05
34	946.345	9.7e-05
35	946.353	9.7e-05
36	946.364	9.7e-05
37	946.365	9.7e-05
38	946.343	9.7e-05
39	946.326	9.7e-05
40	946.342	9.7e-05
41	946.324	9.7e-05
42	946.354	9.7e-05
43	946.347	9.7e-05
44	946.357	9.7e-05
45	946.349	9.7e-05
46	946.345	9.7e-05
47	946.34	9.7e-05
48	946.337	9.7e-05
49	946.356	9.7e-05
50	946.336	9.7e-05
51	946.352	9.7e-05
52	946.341	9.7e-05
53	946.365	9.7e-05
54	946.364	9.7e-05
55	946.332	9.7e-05
56	946.352	9.7e-05
57	946.347	9.7e-05
58	946.362	9.7e-05
59	946.361	9.7e-05
60	946.332	9.7e-05
61	946.338	9.7e-05
62	946.361	9.7e-05
63	946.341	9.7e-05
64	946.35	9.7e-05
65	946.343	9.7e-05
66	946.331	9.7e-05
67	946.349	9.7e-05
68	946.331	9.7e-05
69	946.346	9.7e-05
70	946.324	9.7e-05
71	946.346	9.7e-05
72	946.339	9.7e-05
73	946.332	9.7e-05
74	946.353	9.7e-05
75	946.336	9.7e-05
76	946.373	9.7e-05
77	946.362	9.7e-05
78	946.37	9.7e-05
79	946.377	9.7e-05
80	946.378	9.7e-05
81	946.382	9.7e-05
82	946.357	9.7e-05
83	946.351	9.7e-05
84	946.356	9.7e-05
85	946.351	9.7e-05
86	946.366	9.7e-05
87	946.361	9.7e-05
88	946.376	9.7e-05
89	946.366	9.7e-05
90	946.368	9.7e-05
91	946.358	9.7e-05
92	946.353	9.7e-05
93	946.37	9.7e-05
94	946.365	9.7e-05
95	946.352	9.7e-05
96	946.369	9.7e-05
97	946.366	9.7e-05
98	946.344	9.7e-05
99	946.37	9.7e-05
