V_sipm	I_sipm	R_rtd
20.0	-1.10505e-08	1093.928
20.1	1.27124e-08	1093.933
20.2	6.86884e-09	1093.954
20.3	5.55025e-09	1093.937
20.4	8.18751e-09	1093.94
20.5	7.88308e-09	1093.942
20.6	6.73953e-09	1093.948
20.7	7.24854e-09	1093.949
20.8	7.29332e-09	1093.945
20.9	8.38029e-09	1093.94
21.0	7.84003e-09	1093.943
21.1	7.22613e-09	1093.943
21.2	7.56066e-09	1093.964
21.3	8.67573e-09	1093.938
21.4	6.04701e-09	1093.936
21.5	7.38341e-09	1093.955
21.6	7.66649e-09	1093.95
21.7	8.63481e-09	1093.953
21.8	8.01167e-09	1093.935
21.9	7.28111e-09	1093.94
22.0	7.56018e-09	1093.945
22.1	7.70977e-09	1093.961
22.2	8.33128e-09	1093.95
22.3	7.37243e-09	1093.92
22.4	7.68157e-09	1093.962
22.5	6.68185e-09	1093.93
22.6	7.73692e-09	1093.954
22.7	7.91094e-09	1093.943
22.8	8.06583e-09	1093.959
22.9	8.69935e-09	1093.919
23.0	8.75925e-09	1093.942
23.1	8.29685e-09	1093.957
23.2	8.22507e-09	1093.932
23.3	9.30101e-09	1093.962
23.4	9.19071e-09	1093.938
23.5	8.37752e-09	1093.939
23.6	7.46801e-09	1093.939
23.7	9.79009e-09	1093.95
23.8	9.10254e-09	1093.931
23.9	9.13717e-09	1093.927
24.0	9.76133e-09	1093.942
24.1	1.13821e-08	1093.95
24.2	1.14457e-08	1093.958
24.3	1.11281e-08	1093.953
24.4	1.21824e-08	1093.943
24.5	1.5251e-08	1093.945
24.6	1.81801e-08	1093.946
24.7	2.93364e-08	1093.97
24.8	1.71619e-07	1093.96
24.9	1.51345e-06	1093.944
25.0	4.44699e-06	1093.939
25.1	8.7673e-06	1093.929
25.2	1.46349e-05	1093.959
25.3	2.14659e-05	1093.942
25.4	2.97119e-05	1093.948
25.5	3.87857e-05	1093.942
25.6	4.91726e-05	1093.938
25.7	6.02081e-05	1093.923
25.8	7.24541e-05	1093.956
25.9	8.51692e-05	1093.949
26.0	9.8603e-05	1093.946
26.1	0.000113389	1093.957
26.2	0.000128457	1093.946
26.3	0.000144587	1093.937
26.4	0.000161039	1093.94
26.5	0.000178468	1093.946
26.6	0.000196178	1093.929
26.7	0.000215064	1093.924
26.8	0.000234032	1093.942
26.9	0.000253913	1093.93
27.0	0.000274799	1093.927
27.1	0.00029545	1093.945
27.2	0.000317725	1093.935
27.3	0.000340039	1093.96
27.4	0.000363765	1093.922
27.5	0.000387393	1093.929
27.6	0.000412381	1093.941
27.7	0.000437166	1093.947
27.8	0.000463284	1093.953
27.9	0.000490133	1093.931
28.0	0.000516985	1093.932
28.1	0.000545762	1093.947
28.2	0.000573896	1093.946
28.3	0.000604418	1093.951
28.4	0.000634817	1093.953
28.5	0.000666931	1093.96
28.6	0.000699878	1093.942
28.7	0.000733957	1093.932
28.8	0.000768696	1093.953
28.9	0.000804046	1093.948
29.0	0.000841723	1093.927
29.1	0.000879584	1093.951
29.2	0.000920476	1093.922
29.3	0.000960933	1093.933
29.4	0.00100369	1093.957
29.5	0.00104786	1093.935
29.6	0.00109398	1093.933
29.7	0.00114111	1093.937
29.8	0.00119085	1093.944
29.9	0.00124365	1093.951
