V_sipm	I_sipm	R_rtd
20.0	-5.55522e-09	1094.034
20.1	1.10206e-08	1094.029
20.2	5.44468e-09	1094.023
20.3	8.50914e-09	1094.016
20.4	7.57567e-09	1094.025
20.5	6.57073e-09	1094.009
20.6	6.56987e-09	1094.016
20.7	7.62019e-09	1094.009
20.8	8.79796e-09	1094.005
20.9	7.70277e-09	1094.018
21.0	6.63267e-09	1094.03
21.1	6.95757e-09	1094.027
21.2	6.53499e-09	1094.042
21.3	7.41696e-09	1094.006
21.4	6.53703e-09	1094.019
21.5	7.31765e-09	1094.023
21.6	8.83051e-09	1094.022
21.7	7.76963e-09	1094.02
21.8	6.79685e-09	1094.021
21.9	7.22743e-09	1094.016
22.0	8.7979e-09	1094.028
22.1	7.33904e-09	1094.025
22.2	7.01598e-09	1094.021
22.3	6.22866e-09	1094.033
22.4	8.51283e-09	1094.022
22.5	7.43171e-09	1094.034
22.6	7.12924e-09	1094.028
22.7	7.93147e-09	1094.042
22.8	9.39117e-09	1094.032
22.9	8.3781e-09	1094.013
23.0	7.54311e-09	1094.034
23.1	8.71702e-09	1094.01
23.2	9.54016e-09	1094.016
23.3	8.08306e-09	1094.002
23.4	6.99225e-09	1094.035
23.5	9.61232e-09	1094.027
23.6	9.58906e-09	1094.036
23.7	8.49366e-09	1094.023
23.8	8.51986e-09	1094.031
23.9	9.55769e-09	1094.035
24.0	1.12234e-08	1094.034
24.1	1.02152e-08	1094.028
24.2	9.84501e-09	1094.039
24.3	1.15477e-08	1094.045
24.4	1.32192e-08	1094.008
24.5	1.22515e-08	1094.025
24.6	1.67359e-08	1094.026
24.7	3.01245e-08	1094.015
24.8	1.69451e-07	1094.035
24.9	1.49394e-06	1094.032
25.0	4.42291e-06	1094.031
25.1	8.74242e-06	1094.047
25.2	1.45825e-05	1094.041
25.3	2.14435e-05	1094.017
25.4	2.96895e-05	1094.019
25.5	3.87734e-05	1094.03
25.6	4.9171e-05	1094.027
25.7	6.01405e-05	1094.024
25.8	7.24038e-05	1094.034
25.9	8.49263e-05	1094.024
26.0	9.8532e-05	1094.045
26.1	0.000113206	1094.017
26.2	0.000128032	1094.031
26.3	0.000144242	1094.032
26.4	0.000160539	1094.046
26.5	0.000178117	1094.017
26.6	0.000195552	1094.021
26.7	0.000214746	1094.003
26.8	0.000233681	1094.03
26.9	0.000253289	1094.031
27.0	0.000274107	1094.005
27.1	0.000294977	1094.029
27.2	0.000317174	1094.005
27.3	0.000339474	1094.038
27.4	0.00036273	1094.018
27.5	0.000386257	1094.024
27.6	0.000411002	1094.017
27.7	0.000436224	1094.008
27.8	0.000462081	1094.009
27.9	0.000488451	1093.996
28.0	0.000515986	1094.005
28.1	0.000544562	1094.01
28.2	0.000573176	1094.019
28.3	0.000603268	1094.026
28.4	0.000633741	1094.025
28.5	0.000665916	1094.025
28.6	0.000698305	1094.025
28.7	0.00073285	1094.026
28.8	0.0007673	1094.025
28.9	0.000802859	1094.015
29.0	0.000841093	1094.011
29.1	0.00087858	1094.002
29.2	0.000919601	1094.014
29.3	0.000960205	1093.993
29.4	0.00100417	1094.033
29.5	0.00104831	1094.013
29.6	0.00109496	1094.01
29.7	0.00114236	1094.003
29.8	0.00118987	1094.018
29.9	0.00124429	1094.029
