V_sipm	I_sipm	R_rtd
0.01	-1.46576e-09	1073.804
0.02	-9.33576e-10	1073.807
0.03	-6.89864e-11	1073.794
0.04	-8.27765e-10	1073.788
0.05	-9.68182e-10	1073.784
0.06	-1.19661e-09	1073.757
0.07	-1.15886e-09	1073.763
0.08	-1.04867e-09	1073.772
0.09	-6.82235e-10	1073.739
0.1	-5.23329e-10	1073.739
0.11	-8.02028e-10	1073.745
0.12	-7.18808e-10	1073.745
0.13	-1.20866e-10	1073.742
0.14	1.01062e-09	1073.728
0.15	5.88322e-10	1073.716
0.16	8.23772e-10	1073.708
0.17	1.22908e-09	1073.724
0.18	1.81192e-09	1073.696
0.19	3.07723e-09	1073.702
0.2	4.49803e-09	1073.665
0.21	5.48959e-09	1073.693
0.22	7.77231e-09	1073.702
0.23	1.08169e-08	1073.664
0.24	1.43102e-08	1073.673
0.25	1.93098e-08	1073.679
0.26	2.43878e-08	1073.659
0.27	3.25365e-08	1073.65
0.28	4.29586e-08	1073.646
0.29	5.68633e-08	1073.644
0.3	7.51464e-08	1073.644
0.31	1.00018e-07	1073.639
0.32	1.3366e-07	1073.627
0.33	1.79323e-07	1073.607
0.34	2.4217e-07	1073.621
0.35	3.28789e-07	1073.601
0.36	4.49698e-07	1073.589
0.37	6.1797e-07	1073.584
0.38	8.55582e-07	1073.585
0.39	1.19082e-06	1073.562
0.4	1.66907e-06	1073.554
0.41	2.34946e-06	1073.565
0.42	3.32463e-06	1073.571
0.43	4.7329e-06	1073.568
0.44	6.75588e-06	1073.547
0.45	9.68883e-06	1073.558
0.46	1.38953e-05	1073.542
0.47	2.00139e-05	1073.543
0.48	2.87881e-05	1073.535
0.49	4.14029e-05	1073.537
0.5	5.92684e-05	1073.522
0.51	8.43774e-05	1073.506
0.52	0.000119234	1073.523
0.53	0.000166417	1073.517
0.54	0.000229203	1073.492
0.55	0.00030993	1073.492
0.56	0.000411438	1073.467
0.57	0.000534267	1073.481
0.58	0.000679809	1073.481
0.59	0.000846532	1073.474
0.6	0.00103455	1073.459
0.61	0.00124058	1073.452
0.62	0.00146369	1073.43
0.63	0.00170281	1073.442
0.64	0.00195469	1073.428
0.65	0.00221959	1073.419
0.66	0.00249413	1073.432
0.67	0.00277901	1073.405
0.68	0.00307108	1073.396
0.69	0.00337158	1073.399
0.7	0.00367753	1073.379
0.71	0.00398955	1073.39
0.72	0.00430793	1073.392
0.73	0.00462995	1073.377
0.74	0.00495737	1073.37
0.75	0.00528778	1073.368
0.76	0.00562281	1073.367
0.77	0.00596002	1073.342
0.78	0.00630161	1073.339
0.79	0.00664473	1073.348
0.8	0.00699152	1073.32
0.81	0.00733944	1073.333
0.82	0.00768965	1073.302
0.83	0.0080434	1073.318
0.84	0.00839753	1073.294
0.85	0.00875481	1073.295
0.86	0.00911238	1073.28
0.87	0.00947311	1073.277
0.88	0.00983386	1073.255
0.89	0.0101969	1073.263
0.9	0.0105603	1073.271
0.91	0.010925	1073.239
0.92	0.0112921	1073.236
0.93	0.011659	1073.253
0.94	0.0120283	1073.241
0.95	0.0123972	1073.246
0.96	0.0127678	1073.221
0.97	0.0131384	1073.204
0.98	0.0135108	1073.204
0.99	0.0138824	1073.202
1.0	0.0142514	1073.187
