time	R	I
0.0	1021.6	9.7e-05
0.01	1021.63	9.7e-05
0.02	1021.58	9.7e-05
0.03	1021.58	9.7e-05
0.04	1021.6	9.7e-05
0.05	1021.59	9.7e-05
0.06	1021.57	9.7e-05
0.07	1021.57	9.7e-05
0.08	1021.58	9.7e-05
0.09	1021.56	9.7e-05
0.1	1021.58	9.7e-05
0.11	1021.57	9.7e-05
0.12	1021.55	9.7e-05
0.13	1021.57	9.7e-05
0.14	1021.6	9.7e-05
0.15	1021.61	9.7e-05
0.16	1021.57	9.7e-05
0.17	1021.62	9.7e-05
0.18	1021.59	9.7e-05
0.19	1021.59	9.7e-05
0.2	1021.59	9.7e-05
0.21	1021.57	9.7e-05
0.22	1021.57	9.7e-05
0.23	1021.58	9.7e-05
0.24	1021.57	9.7e-05
0.25	1021.59	9.7e-05
0.26	1021.58	9.7e-05
0.27	1021.57	9.7e-05
0.28	1021.61	9.7e-05
0.29	1021.6	9.7e-05
0.3	1021.63	9.7e-05
0.31	1021.6	9.7e-05
0.32	1021.6	9.7e-05
0.33	1021.57	9.7e-05
0.34	1021.58	9.7e-05
0.35	1021.6	9.7e-05
0.36	1021.59	9.7e-05
0.37	1021.59	9.7e-05
0.38	1021.61	9.7e-05
0.39	1021.6	9.7e-05
0.4	1021.58	9.7e-05
0.41	1021.58	9.7e-05
0.42	1021.63	9.7e-05
0.43	1021.6	9.7e-05
0.44	1021.59	9.7e-05
0.45	1021.57	9.7e-05
0.46	1021.58	9.7e-05
0.47	1021.61	9.7e-05
0.48	1021.61	9.7e-05
0.49	1021.6	9.7e-05
0.5	1021.61	9.7e-05
0.51	1021.6	9.7e-05
0.52	1021.6	9.7e-05
0.53	1021.61	9.7e-05
0.54	1021.61	9.7e-05
0.55	1021.61	9.7e-05
0.56	1021.62	9.7e-05
0.57	1021.62	9.7e-05
0.58	1021.62	9.7e-05
0.59	1021.64	9.7e-05
0.6	1021.62	9.7e-05
0.61	1021.64	9.7e-05
0.62	1021.61	9.7e-05
0.63	1021.6	9.7e-05
0.64	1021.65	9.7e-05
0.65	1021.63	9.7e-05
0.66	1021.59	9.7e-05
0.67	1021.61	9.7e-05
0.68	1021.64	9.7e-05
0.69	1021.64	9.7e-05
0.7	1021.61	9.7e-05
0.71	1021.63	9.7e-05
0.72	1021.62	9.7e-05
0.73	1021.62	9.7e-05
0.74	1021.63	9.7e-05
0.75	1021.64	9.7e-05
0.76	1021.64	9.7e-05
0.77	1021.63	9.7e-05
0.78	1021.64	9.7e-05
0.79	1021.65	9.7e-05
0.8	1021.66	9.7e-05
0.81	1021.65	9.7e-05
0.82	1021.63	9.7e-05
0.83	1021.67	9.7e-05
0.84	1021.67	9.7e-05
0.85	1021.66	9.7e-05
0.86	1021.65	9.7e-05
0.87	1021.66	9.7e-05
0.88	1021.66	9.7e-05
0.89	1021.66	9.7e-05
0.9	1021.65	9.7e-05
0.91	1021.66	9.7e-05
0.92	1021.66	9.7e-05
0.93	1021.65	9.7e-05
0.94	1021.67	9.7e-05
0.95	1021.69	9.7e-05
0.96	1021.66	9.7e-05
0.97	1021.68	9.7e-05
0.98	1021.69	9.7e-05
0.99	1021.69	9.7e-05
