V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.45262e-06	0.597652	1e-05	1092.902
30.0	3.44331e-06	0.603187	1.21518e-05	1092.889
30.0	3.45373e-06	0.608781	1.47667e-05	1092.906
30.0	3.52663e-06	0.614454	1.79443e-05	1092.878
30.0	3.55355e-06	0.620227	2.18056e-05	1092.879
30.0	3.56233e-06	0.626092	2.64977e-05	1092.883
30.0	3.61411e-06	0.632055	3.21996e-05	1092.895
30.0	3.64414e-06	0.638134	3.91284e-05	1092.904
30.0	3.73793e-06	0.644333	4.75482e-05	1092.911
30.0	3.83041e-06	0.650646	5.77798e-05	1092.9
30.0	3.96861e-06	0.657084	7.02131e-05	1092.896
30.0	4.07362e-06	0.663643	8.53217e-05	1092.883
30.0	4.29613e-06	0.670326	0.000103682	1092.889
30.0	4.53289e-06	0.677137	0.000125992	1092.893
30.0	4.87194e-06	0.684063	0.000153104	1092.911
30.0	5.30285e-06	0.69109	0.000186049	1092.893
30.0	5.86513e-06	0.698226	0.000226083	1092.897
30.0	6.57411e-06	0.705447	0.000274733	1092.902
30.0	7.61709e-06	0.712754	0.000333851	1092.888
30.0	8.89156e-06	0.72013	0.00040569	1092.892
30.0	1.06101e-05	0.727573	0.000492988	1092.897
30.0	1.29099e-05	0.735074	0.00059907	1092.912
30.0	1.57676e-05	0.742625	0.00072798	1092.917
30.0	1.9467e-05	0.750231	0.000884629	1092.884
30.0	2.44426e-05	0.757878	0.00107499	1092.901
30.0	3.06883e-05	0.765634	0.00130631	1092.901
30.0	3.88932e-05	0.773479	0.0015874	1092.887
30.0	4.91666e-05	0.781451	0.00192898	1092.895
30.0	6.22639e-05	0.789589	0.00234407	1092.877
30.0	7.88852e-05	0.797942	0.00284847	1092.894
30.0	9.99212e-05	0.80658	0.00346142	1092.907
30.0	0.000126107	0.815573	0.00420626	1092.887
30.0	0.000158831	0.82502	0.00511137	1092.894
30.0	0.000199615	0.835034	0.00621125	1092.897
30.0	0.00025008	0.845736	0.00754781	1092.893
30.0	0.000311296	0.857291	0.00917197	1092.888
30.0	0.0003871	0.869835	0.0111456	1092.89
30.0	0.000480174	0.88358	0.013544	1092.901
30.0	0.000591095	0.898705	0.0164584	1092.884
30.0	0.000727139	0.915371	0.02	1092.894
30.0	0.000727635	0.915185	0.02	1092.88
30.0	0.000592496	0.898249	0.0164584	1092.898
30.0	0.000480125	0.883002	0.013544	1092.888
30.0	0.000387849	0.869204	0.0111456	1092.909
30.0	0.000312351	0.856645	0.00917197	1092.883
30.0	0.000250399	0.845099	0.00754781	1092.891
30.0	0.000199909	0.834416	0.00621125	1092.89
30.0	0.000159337	0.824429	0.00511137	1092.897
30.0	0.000126451	0.815018	0.00420626	1092.903
30.0	0.000100223	0.806051	0.00346142	1092.883
30.0	7.91987e-05	0.797448	0.00284847	1092.89
30.0	6.24493e-05	0.789124	0.00234407	1092.879
30.0	4.92569e-05	0.781015	0.00192898	1092.891
30.0	3.88298e-05	0.773072	0.0015874	1092.877
30.0	3.07862e-05	0.76525	0.00130631	1092.881
30.0	2.45264e-05	0.757518	0.00107499	1092.896
30.0	1.95603e-05	0.749893	0.000884629	1092.894
30.0	1.57859e-05	0.7423	0.00072798	1092.906
30.0	1.28268e-05	0.734769	0.00059907	1092.881
30.0	1.06748e-05	0.727284	0.000492988	1092.889
30.0	8.95595e-06	0.719858	0.00040569	1092.893
30.0	7.60517e-06	0.712491	0.000333851	1092.887
30.0	6.67489e-06	0.705197	0.000274733	1092.899
30.0	5.88977e-06	0.697981	0.000226083	1092.885
30.0	5.34605e-06	0.690855	0.000186049	1092.884
30.0	4.86798e-06	0.683836	0.000153104	1092.888
30.0	4.5873e-06	0.676921	0.000125992	1092.902
30.0	4.34039e-06	0.670115	0.000103682	1092.888
30.0	4.11478e-06	0.663439	8.53217e-05	1092.911
30.0	3.95804e-06	0.656884	7.02131e-05	1092.88
30.0	3.87393e-06	0.650452	5.77798e-05	1092.896
30.0	3.74433e-06	0.644143	4.75482e-05	1092.889
30.0	3.71403e-06	0.637956	3.91284e-05	1092.884
30.0	3.65556e-06	0.63188	3.21996e-05	1092.911
30.0	3.58942e-06	0.625921	2.64977e-05	1092.896
30.0	3.56943e-06	0.620058	2.18056e-05	1092.885
30.0	3.52059e-06	0.614295	1.79443e-05	1092.887
30.0	3.49625e-06	0.60862	1.47667e-05	1092.893
30.0	3.52944e-06	0.60303	1.21518e-05	1092.886
30.0	3.4676e-06	0.597491	1e-05	1092.887
