V_sipm	I_sipm	R_rtd
0.01	-1.50882e-09	899.4922
0.02	-9.1784e-10	899.4949
0.03	-9.32729e-10	899.4945
0.04	-1.6808e-09	899.4916
0.05	-1.58554e-09	899.4859
0.06	-8.98647e-10	899.5048
0.07	-9.45258e-10	899.5004
0.08	-5.13971e-10	899.4878
0.09	-1.48624e-09	899.5002
0.1	-1.83313e-09	899.4899
0.11	-3.94607e-10	899.4672
0.12	-8.65817e-10	899.4709
0.13	-1.0553e-09	899.4709
0.14	-2.04238e-09	899.4713
0.15	-1.27351e-09	899.4847
0.16	-8.02672e-10	899.4841
0.17	-1.06592e-09	899.4808
0.18	-4.058e-10	899.4503
0.19	-1.69328e-09	899.4537
0.2	-1.40011e-09	899.4803
0.21	-6.58298e-10	899.467
0.22	-6.79886e-10	899.4767
0.23	-4.14932e-10	899.4569
0.24	-6.9505e-10	899.4493
0.25	-1.52099e-10	899.463
0.26	-3.77202e-10	899.4345
0.27	-8.90374e-11	899.4484
0.28	5.48804e-10	899.4512
0.29	1.54485e-09	899.4456
0.3	1.22085e-09	899.435
0.31	2.04059e-09	899.4395
0.32	4.85389e-09	899.4471
0.33	6.58652e-09	899.4265
0.34	9.13296e-09	899.4371
0.35	1.16866e-08	899.4188
0.36	1.68609e-08	899.4359
0.37	2.2928e-08	899.4134
0.38	3.10782e-08	899.4054
0.39	4.22145e-08	899.4118
0.4	5.75676e-08	899.408
0.41	7.84915e-08	899.4164
0.42	1.08101e-07	899.4171
0.43	1.4993e-07	899.4075
0.44	2.09448e-07	899.4138
0.45	2.95559e-07	899.4158
0.46	4.2031e-07	899.3914
0.47	6.04035e-07	899.4152
0.48	8.74799e-07	899.4005
0.49	1.27961e-06	899.3932
0.5	1.88414e-06	899.4055
0.51	2.79592e-06	899.4128
0.52	4.1806e-06	899.399
0.53	6.27954e-06	899.4046
0.54	9.48579e-06	899.4049
0.55	1.43425e-05	899.3951
0.56	2.17601e-05	899.3979
0.57	3.29429e-05	899.3826
0.58	4.97575e-05	899.3856
0.59	7.45273e-05	899.3949
0.6	0.000110542	899.407
0.61	0.0001612	899.4063
0.62	0.000230383	899.3875
0.63	0.000321752	899.3881
0.64	0.000436918	899.3854
0.65	0.000577428	899.3879
0.66	0.00074181	899.3984
0.67	0.000929531	899.3928
0.68	0.00113726	899.3935
0.69	0.00136378	899.4002
0.7	0.00160543	899.4
0.71	0.00186073	899.3969
0.72	0.002129	899.4008
0.73	0.0024066	899.4176
0.74	0.00269433	899.4114
0.75	0.00298879	899.4094
0.76	0.00329113	899.4091
0.77	0.00359866	899.4184
0.78	0.00391268	899.4049
0.79	0.00423038	899.4049
0.8	0.00455342	899.4183
0.81	0.00487907	899.4222
0.82	0.00520836	899.4037
0.83	0.00554211	899.4129
0.84	0.00587734	899.3989
0.85	0.00621635	899.4033
0.86	0.00655679	899.4031
0.87	0.00690057	899.394
0.88	0.00724527	899.4128
0.89	0.0075928	899.3856
0.9	0.0079411	899.3998
0.91	0.0082908	899.3956
0.92	0.00864329	899.4264
0.93	0.00899605	899.3998
0.94	0.00935134	899.4076
0.95	0.00970656	899.4069
0.96	0.0100636	899.411
0.97	0.0104208	899.4088
0.98	0.0107802	899.4061
0.99	0.0111389	899.4114
1.0	0.0114967	899.3945
