time	R	I
0.0	988.836	9.7e-05
0.01	988.858	9.7e-05
0.02	988.849	9.7e-05
0.03	988.828	9.7e-05
0.04	988.856	9.7e-05
0.05	988.857	9.7e-05
0.06	988.834	9.7e-05
0.07	988.846	9.7e-05
0.08	988.878	9.7e-05
0.09	988.848	9.7e-05
0.1	988.859	9.7e-05
0.11	988.868	9.7e-05
0.12	988.864	9.7e-05
0.13	988.87	9.7e-05
0.14	988.895	9.7e-05
0.15	988.87	9.7e-05
0.16	988.873	9.7e-05
0.17	988.874	9.7e-05
0.18	988.869	9.7e-05
0.19	988.868	9.7e-05
0.2	988.855	9.7e-05
0.21	988.876	9.7e-05
0.22	988.861	9.7e-05
0.23	988.869	9.7e-05
0.24	988.87	9.7e-05
0.25	988.844	9.7e-05
0.26	988.85	9.7e-05
0.27	988.857	9.7e-05
0.28	988.853	9.7e-05
0.29	988.877	9.7e-05
0.3	988.881	9.7e-05
0.31	988.883	9.7e-05
0.32	988.886	9.7e-05
0.33	988.877	9.7e-05
0.34	988.878	9.7e-05
0.35	988.878	9.7e-05
0.36	988.865	9.7e-05
0.37	988.877	9.7e-05
0.38	988.875	9.7e-05
0.39	988.847	9.7e-05
0.4	988.874	9.7e-05
0.41	988.839	9.7e-05
0.42	988.854	9.7e-05
0.43	988.842	9.7e-05
0.44	988.855	9.7e-05
0.45	988.855	9.7e-05
0.46	988.844	9.7e-05
0.47	988.875	9.7e-05
0.48	988.853	9.7e-05
0.49	988.838	9.7e-05
0.5	988.86	9.7e-05
0.51	988.848	9.7e-05
0.52	988.838	9.7e-05
0.53	988.857	9.7e-05
0.54	988.86	9.7e-05
0.55	988.857	9.7e-05
0.56	988.862	9.7e-05
0.57	988.87	9.7e-05
0.58	988.877	9.7e-05
0.59	988.854	9.7e-05
0.6	988.881	9.7e-05
0.61	988.898	9.7e-05
0.62	988.875	9.7e-05
0.63	988.89	9.7e-05
0.64	988.887	9.7e-05
0.65	988.886	9.7e-05
0.66	988.892	9.7e-05
0.67	988.905	9.7e-05
0.68	988.908	9.7e-05
0.69	988.921	9.7e-05
0.7	988.905	9.7e-05
0.71	988.912	9.7e-05
0.72	988.92	9.7e-05
0.73	988.904	9.7e-05
0.74	988.887	9.7e-05
0.75	988.891	9.7e-05
0.76	988.885	9.7e-05
0.77	988.87	9.7e-05
0.78	988.864	9.7e-05
0.79	988.884	9.7e-05
0.8	988.899	9.7e-05
0.81	988.915	9.7e-05
0.82	988.91	9.7e-05
0.83	988.896	9.7e-05
0.84	988.907	9.7e-05
0.85	988.92	9.7e-05
0.86	988.894	9.7e-05
0.87	988.89	9.7e-05
0.88	988.921	9.7e-05
0.89	988.876	9.7e-05
0.9	988.872	9.7e-05
0.91	988.897	9.7e-05
0.92	988.913	9.7e-05
0.93	988.894	9.7e-05
0.94	988.951	9.7e-05
0.95	988.92	9.7e-05
0.96	988.915	9.7e-05
0.97	988.923	9.7e-05
0.98	988.904	9.7e-05
0.99	988.945	9.7e-05
