time	R	I
0.0	943.311	9.7e-05
0.01	943.31	9.7e-05
0.02	943.309	9.7e-05
0.03	943.302	9.7e-05
0.04	943.298	9.7e-05
0.05	943.299	9.7e-05
0.06	943.29	9.7e-05
0.07	943.28	9.7e-05
0.08	943.292	9.7e-05
0.09	943.272	9.7e-05
0.1	943.289	9.7e-05
0.11	943.281	9.7e-05
0.12	943.297	9.7e-05
0.13	943.254	9.7e-05
0.14	943.287	9.7e-05
0.15	943.263	9.7e-05
0.16	943.259	9.7e-05
0.17	943.242	9.7e-05
0.18	943.253	9.7e-05
0.19	943.255	9.7e-05
0.2	943.248	9.7e-05
0.21	943.257	9.7e-05
0.22	943.252	9.7e-05
0.23	943.227	9.7e-05
0.24	943.229	9.7e-05
0.25	943.22	9.7e-05
0.26	943.243	9.7e-05
0.27	943.239	9.7e-05
0.28	943.253	9.7e-05
0.29	943.246	9.7e-05
0.3	943.229	9.7e-05
0.31	943.212	9.7e-05
0.32	943.229	9.7e-05
0.33	943.212	9.7e-05
0.34	943.212	9.7e-05
0.35	943.231	9.7e-05
0.36	943.212	9.7e-05
0.37	943.215	9.7e-05
0.38	943.214	9.7e-05
0.39	943.187	9.7e-05
0.4	943.202	9.7e-05
0.41	943.216	9.7e-05
0.42	943.236	9.7e-05
0.43	943.23	9.7e-05
0.44	943.228	9.7e-05
0.45	943.216	9.7e-05
0.46	943.191	9.7e-05
0.47	943.213	9.7e-05
0.48	943.243	9.7e-05
0.49	943.22	9.7e-05
0.5	943.23	9.7e-05
0.51	943.216	9.7e-05
0.52	943.216	9.7e-05
0.53	943.184	9.7e-05
0.54	943.189	9.7e-05
0.55	943.199	9.7e-05
0.56	943.209	9.7e-05
0.57	943.211	9.7e-05
0.58	943.193	9.7e-05
0.59	943.177	9.7e-05
0.6	943.166	9.7e-05
0.61	943.205	9.7e-05
0.62	943.195	9.7e-05
0.63	943.204	9.7e-05
0.64	943.191	9.7e-05
0.65	943.173	9.7e-05
0.66	943.2	9.7e-05
0.67	943.21	9.7e-05
0.68	943.179	9.7e-05
0.69	943.18	9.7e-05
0.7	943.176	9.7e-05
0.71	943.194	9.7e-05
0.72	943.17	9.7e-05
0.73	943.205	9.7e-05
0.74	943.174	9.7e-05
0.75	943.192	9.7e-05
0.76	943.186	9.7e-05
0.77	943.189	9.7e-05
0.78	943.211	9.7e-05
0.79	943.189	9.7e-05
0.8	943.183	9.7e-05
0.81	943.207	9.7e-05
0.82	943.211	9.7e-05
0.83	943.186	9.7e-05
0.84	943.182	9.7e-05
0.85	943.185	9.7e-05
0.86	943.17	9.7e-05
0.87	943.196	9.7e-05
0.88	943.173	9.7e-05
0.89	943.167	9.7e-05
0.9	943.181	9.7e-05
0.91	943.183	9.7e-05
0.92	943.174	9.7e-05
0.93	943.153	9.7e-05
0.94	943.163	9.7e-05
0.95	943.133	9.7e-05
0.96	943.179	9.7e-05
0.97	943.174	9.7e-05
0.98	943.161	9.7e-05
0.99	943.167	9.7e-05
