time	R	I
0.0	914.018	9.7e-05
0.01	914.05	9.7e-05
0.02	914.048	9.7e-05
0.03	914.044	9.7e-05
0.04	914.021	9.7e-05
0.05	914.046	9.7e-05
0.06	914.009	9.7e-05
0.07	914.019	9.7e-05
0.08	914.022	9.7e-05
0.09	914.013	9.7e-05
0.1	913.98	9.7e-05
0.11	914.014	9.7e-05
0.12	914.028	9.7e-05
0.13	914.011	9.7e-05
0.14	914.014	9.7e-05
0.15	913.988	9.7e-05
0.16	913.979	9.7e-05
0.17	913.99	9.7e-05
0.18	914.01	9.7e-05
0.19	914.009	9.7e-05
0.2	914.022	9.7e-05
0.21	913.991	9.7e-05
0.22	914.045	9.7e-05
0.23	913.988	9.7e-05
0.24	913.997	9.7e-05
0.25	914.002	9.7e-05
0.26	913.985	9.7e-05
0.27	914.01	9.7e-05
0.28	914.005	9.7e-05
0.29	914.007	9.7e-05
0.3	913.996	9.7e-05
0.31	913.991	9.7e-05
0.32	914.004	9.7e-05
0.33	913.976	9.7e-05
0.34	913.986	9.7e-05
0.35	914.001	9.7e-05
0.36	913.988	9.7e-05
0.37	913.985	9.7e-05
0.38	913.995	9.7e-05
0.39	913.986	9.7e-05
0.4	913.991	9.7e-05
0.41	913.981	9.7e-05
0.42	913.982	9.7e-05
0.43	913.992	9.7e-05
0.44	913.97	9.7e-05
0.45	913.989	9.7e-05
0.46	914.014	9.7e-05
0.47	913.978	9.7e-05
0.48	913.993	9.7e-05
0.49	914.01	9.7e-05
0.5	913.989	9.7e-05
0.51	913.994	9.7e-05
0.52	913.967	9.7e-05
0.53	913.969	9.7e-05
0.54	913.974	9.7e-05
0.55	913.989	9.7e-05
0.56	913.991	9.7e-05
0.57	913.968	9.7e-05
0.58	913.984	9.7e-05
0.59	913.973	9.7e-05
0.6	913.991	9.7e-05
0.61	913.991	9.7e-05
0.62	913.972	9.7e-05
0.63	913.965	9.7e-05
0.64	913.983	9.7e-05
0.65	913.975	9.7e-05
0.66	913.973	9.7e-05
0.67	913.976	9.7e-05
0.68	913.976	9.7e-05
0.69	913.974	9.7e-05
0.7	913.971	9.7e-05
0.71	913.961	9.7e-05
0.72	913.955	9.7e-05
0.73	913.964	9.7e-05
0.74	913.952	9.7e-05
0.75	913.958	9.7e-05
0.76	913.974	9.7e-05
0.77	913.962	9.7e-05
0.78	913.98	9.7e-05
0.79	913.972	9.7e-05
0.8	913.95	9.7e-05
0.81	913.968	9.7e-05
0.82	913.968	9.7e-05
0.83	913.98	9.7e-05
0.84	913.997	9.7e-05
0.85	914.005	9.7e-05
0.86	913.992	9.7e-05
0.87	913.983	9.7e-05
0.88	913.957	9.7e-05
0.89	913.964	9.7e-05
0.9	913.963	9.7e-05
0.91	913.993	9.7e-05
0.92	913.992	9.7e-05
0.93	913.976	9.7e-05
0.94	913.976	9.7e-05
0.95	913.975	9.7e-05
0.96	913.984	9.7e-05
0.97	913.968	9.7e-05
0.98	913.994	9.7e-05
0.99	913.985	9.7e-05
