V_sipm	I_sipm	V_led	I_led	R_rtd
27.0	6.28045e-07	0.59491	1e-05	1097.862
27.0	6.22969e-07	0.600465	1.21518e-05	1097.86
27.0	6.25704e-07	0.606086	1.47667e-05	1097.863
27.0	6.34613e-07	0.61179	1.79443e-05	1097.843
27.0	6.41134e-07	0.617583	2.18056e-05	1097.844
27.0	6.41296e-07	0.623473	2.64977e-05	1097.828
27.0	6.43909e-07	0.629468	3.21996e-05	1097.853
27.0	6.57089e-07	0.635576	3.91284e-05	1097.852
27.0	6.76051e-07	0.641804	4.75482e-05	1097.855
27.0	6.82094e-07	0.64815	5.77798e-05	1097.852
27.0	7.07326e-07	0.654617	7.02131e-05	1097.866
27.0	7.3311e-07	0.661212	8.53217e-05	1097.864
27.0	7.63908e-07	0.667927	0.000103682	1097.875
27.0	8.06576e-07	0.674771	0.000125992	1097.84
27.0	8.6864e-07	0.681727	0.000153104	1097.846
27.0	9.51269e-07	0.688793	0.000186049	1097.846
27.0	1.04669e-06	0.695961	0.000226083	1097.859
27.0	1.17607e-06	0.703214	0.000274733	1097.853
27.0	1.34363e-06	0.710552	0.000333851	1097.849
27.0	1.58471e-06	0.71796	0.00040569	1097.867
27.0	1.87102e-06	0.725431	0.000492988	1097.847
27.0	2.27214e-06	0.732958	0.00059907	1097.824
27.0	2.78622e-06	0.740537	0.00072798	1097.848
27.0	3.44881e-06	0.748169	0.000884629	1097.844
27.0	4.31269e-06	0.75585	0.00107499	1097.837
27.0	5.42723e-06	0.76363	0.00130631	1097.851
27.0	6.84569e-06	0.771499	0.0015874	1097.854
27.0	8.67655e-06	0.779487	0.00192898	1097.853
27.0	1.102e-05	0.787645	0.00234407	1097.864
27.0	1.39558e-05	0.796012	0.00284847	1097.837
27.0	1.76653e-05	0.804663	0.00346142	1097.848
27.0	2.22897e-05	0.813673	0.00420626	1097.852
27.0	2.81176e-05	0.823123	0.00511137	1097.845
27.0	3.53027e-05	0.833147	0.00621125	1097.848
27.0	4.4285e-05	0.843844	0.00754781	1097.85
27.0	5.52832e-05	0.85541	0.00917197	1097.857
27.0	6.88206e-05	0.867957	0.0111456	1097.86
27.0	8.55842e-05	0.881707	0.013544	1097.849
27.0	0.000105766	0.896838	0.0164584	1097.86
27.0	0.000130673	0.913511	0.02	1097.835
27.0	0.000130552	0.913288	0.02	1097.864
27.0	0.000105999	0.896342	0.0164584	1097.851
27.0	8.56062e-05	0.881119	0.013544	1097.851
27.0	6.90155e-05	0.867315	0.0111456	1097.847
27.0	5.53683e-05	0.854764	0.00917197	1097.843
27.0	4.42721e-05	0.843226	0.00754781	1097.841
27.0	3.53879e-05	0.832538	0.00621125	1097.842
27.0	2.81038e-05	0.822558	0.00511137	1097.828
27.0	2.23414e-05	0.813142	0.00420626	1097.836
27.0	1.76889e-05	0.804168	0.00346142	1097.83
27.0	1.39926e-05	0.795555	0.00284847	1097.856
27.0	1.1001e-05	0.787222	0.00234407	1097.826
27.0	8.67154e-06	0.779097	0.00192898	1097.841
27.0	6.8748e-06	0.771146	0.0015874	1097.821
27.0	5.43825e-06	0.763294	0.00130631	1097.84
27.0	4.32993e-06	0.755544	0.00107499	1097.839
27.0	3.44861e-06	0.747891	0.000884629	1097.854
27.0	2.78855e-06	0.74027	0.00072798	1097.827
27.0	2.2655e-06	0.732711	0.00059907	1097.852
27.0	1.87786e-06	0.725197	0.000492988	1097.812
27.0	1.58557e-06	0.717741	0.00040569	1097.832
27.0	1.3491e-06	0.710345	0.000333851	1097.845
27.0	1.1812e-06	0.703022	0.000274733	1097.819
27.0	1.04692e-06	0.695778	0.000226083	1097.826
27.0	9.48243e-07	0.68862	0.000186049	1097.828
27.0	8.72808e-07	0.681563	0.000153104	1097.828
27.0	8.18476e-07	0.674617	0.000125992	1097.84
27.0	7.72152e-07	0.667781	0.000103682	1097.846
27.0	7.37546e-07	0.661072	8.53217e-05	1097.821
27.0	7.17199e-07	0.654482	7.02131e-05	1097.837
27.0	6.96655e-07	0.648021	5.77798e-05	1097.818
27.0	6.82104e-07	0.641685	4.75482e-05	1097.836
27.0	6.64751e-07	0.63546	3.91284e-05	1097.817
27.0	6.49588e-07	0.62936	3.21996e-05	1097.843
27.0	6.57996e-07	0.623363	2.64977e-05	1097.829
27.0	6.47602e-07	0.617482	2.18056e-05	1097.845
27.0	6.3759e-07	0.611689	1.79443e-05	1097.823
27.0	6.29328e-07	0.605993	1.47667e-05	1097.85
27.0	6.41319e-07	0.600378	1.21518e-05	1097.83
27.0	6.29312e-07	0.594817	1e-05	1097.832
